user_id,business_id,RecommendationId
9hJCBljyCIHRLv0VpaQLhg,fB1cVRRGTauOJktErb-PHA,5561
FL1xj5qKFZkU5GXVBj5TUA,3roveRYr4YrmtdLf1fFrcg,5562
J22xKV4IMSj_dfyjtzBs0g,eX_f1ZzrpejCp6xJpfLmDQ,5563
mP8kp6auizydwM8csxWbaQ,WupCl5odiu_3F2lBrzDpsg,5564
Z-nLFFrUTIPSy3aM8BQQow,u9YPOYxDZHiO9Z1NUuzcIA,5565
rS6VIu1bhDyI7OfaNwnQdg,Le8tQrEaHodCXUGJld-rSQ,5566
u1fxUYcCZsiazNmczJh0hQ,0gQrhOYWdO0XVZEKtOrvaA,5567
_WYrTCDqLEWT5ilTgR_jvg,Zq_kTyLNV_A3SWaIGwTTaQ,5568
YNpH3op-djAkQniQ11Go8w,fDZzCjlxaA4OOmnFO-i0vw,5569
TnPXLA-fA_BInge7wDRNlA,h_WtRK_umSU8LCCmAeqbFA,5570
QZWAvRJaIVj0_z1XsLAgPw,ntN85eu27C04nwyPa8IHtw,5571
g6M4XGZXF5-cR63hlZcMCA,-h-q6zTIdPlkz9BDP11sBg,5572
WDKIoW9UMlbIvt0_mHU-jw,IwkqtlUI8DV48QxCz80WQw,5573
UCQNrwN4_hHHTWYa8cqe_Q,CNvPqN9pa5aJRn-Npcqgdg,5574
T1Y5L9SeMMsCYNkOs9xgSw,8tx1C_5ZBOBySrWNOsVb6w,5575
OD5nkH4uJDDTJQdmaltDAw,1vl4-5il_LGtDRxUCy9ldw,5576
mzFsC1Db12yV7JNoS9oeng,lFmGKgiUQhbB0-JZ_IM1vQ,5577
Neal_1EVupQKZKv3NsC2DA,XGl6nL5I21Lm8XmkfnNvsw,5578
tVKdmJFkmARVoVEG_pX-Qw,c1yGkETheht_1vjda7G5sA,5579
jt8mrs60pn2txmrjdn7nOg,Zh_y9AmSfWZpR2JB9wye-A,5580
WxSElOAzjaulKroW0-HuoA,GGbxoT6GbnGEdwPe2bchWQ,5581
rPGZttaVjRoVi3GYbs62cg,dlqQuSgAjoP_S6bqFrRsvA,5582
v_Xev0TFiOwes80yt1_BgQ,IGIF36xP-7Tis2staMvZhQ,5583
kGgAARL2UmvCcTRfiscjug,Pznoxvf9tre8s8kHJcdveQ,5584
uQO8e-6Tsl9nZA7tmzEEjg,EWMwV5V9BxNs_U6nNVMeqw,5585
QynSKKOsNFt_-GxVoKx19A,jqbrMBRsByyVBm8OoQ9dWA,5586
cUjy7cqOxoqq5l7XrNx4BA,yYbd9P1KmlPSKmQxo68n_g,5587
cyYNQfqRNVkig4g3ivhvgw,jRfdz5voj40P6WS9L54caw,5588
DgM93IgEkcoD9dl5kgFoiA,HRwqeCdIH5joMnirnqrV3A,5589
PWRPbewMxQc7GsQSn9egDw,FX7YsjrfxXkat82yoj9Aeg,5590
sALB8-F04S9VcZMF_GkGUA,LINlXPAeUagT_UL2lCcH0A,5591
FktbKOzznpoKTNXMVtc8EA,5o5MLNPmAeakGgdqeGyMvw,5592
pi_f7sm9mclhBMtRHvGL1w,KgTb63IZHFn_rhLG-cpm_A,5593
jmJClstX2ZO8CqYKEDLutQ,lHr-aMBHh29zLpuB2ShAMQ,5594
XTFE2ERq7YvaqGUgQYzVNA,59VVVF8Y9UD1tEpXD5PghQ,5595
EKeVTzW5n6BrpHfedC739Q,9BJ5h9X1krpXFjKj0a6wbg,5596
KLekdmo4FdNnP0huUhzZNw,rlaY7svfLnNzgEYKEOhN-A,5597
rkwTHnMLk4AzB3cOTcz9jA,nBfusVbqwul0BU0Rcrlelw,5598
rEPsHBYyuSVm4W3a8u0Wmg,zPHXmaVhEr4FzfB8r-EcjQ,5599
6b8qWl43wof_TcbHPvcgQA,Zh_y9AmSfWZpR2JB9wye-A,5600
xuIeFhoebXnwnO41wu1UXg,lHr-aMBHh29zLpuB2ShAMQ,5601
BDQjq30H2gFncFvaapvm6A,KqHEp8K8jIKapJIQNA7QTg,5602
3TpqBgI8xe30lCg4VFjLAw,Cd3uJtsQtG3vJ_WLGp7YZQ,5603
Ho9wE60C0HfVaGQiwatZeA,CUISGDqI5ZRIGXH9EgpFMw,5604
xJx4JHaNBhluOIJXl2_0TA,8o-NLKy_XfbJtqljX9XLCA,5605
vNFxfUDTPgZRgV3EHnkmJg,AC1xogsITgaae5ic8B9Ryw,5606
qG1ICY3M9Ak8YO41yB9IGg,AV5UNITA65DSNqYr_mhtbw,5607
-N2PwxuFkcu7HF_fVnBHEQ,eo1KkTAZecBniTAptL7xgQ,5608
I1qz2Pw6iYdmaeAmuzrtGA,jBb5KHHAj4s8hcXVS6QXDg,5609
wkFixzl7v5bMOB_WEnhWOw,jBb5KHHAj4s8hcXVS6QXDg,5610
kYgVe9gg82XChmv2a08mTg,fWnGkLnZzv2yl3fB7xF40g,5611
r1kPqZaXmJLsx9YbdJdCUQ,k_aOcqWOHWprjs7ykdzlAQ,5612
SEDFpR4oMPKqXMjbJiMGog,BpWeAIGCrl5jxt-sMJgDsg,5613
k2u1F6spBGhgk2JtAe97QA,OUY_d0snAofztUIwz9VUJw,5614
2bmzA2UiS3uH_VXxBUn1lg,vurk3jST-KeVPcK5tl6YGA,5615
MRV-ItgyJ2K-6Chm0IMsOg,svx5Gw-FJ6ZU9hb58aXgLg,5616
W7zmm1uzlyUkEqpSG7PlBw,Rvd5fGybj83Brgm-S-QT1Q,5617
7l3GZt8gPGfRgqAHRqhu8Q,k-I2IJrEFAikJMqfzXUl8g,5618
p3QX1ZoFOCrin4ojNOVkBg,gZ3GVh4aER2q6_UdA6fTKw,5619
ncW4zDCqG8DszuRi1Am19g,IckHBll6Dfe_podsCnr0tQ,5620
Pv7DGHzZ-uqIUdOsqPpsVg,EHGuZw0qptzw2M1LF-3sXA,5621
joEN2Mx6n2FNzsIrR0CpjQ,MYj5f-QxtGeKlhVVx1RD4g,5622
hGu-yHlbpo-H8Y2VMy5dcg,nEsXVcO_a1k2OJQol6iA0w,5623
mLIMfJRCThNX5o_mAofYYw,MnDgPRcPvIGissn3pKOa_Q,5624
ZoiBl0VS-36RXokRTJPlSw,Uty42E_VZV_iGMYiY_WB5w,5625
llu0xnAghOiQ1y22J-tK1g,luCSjoNQ9q_0QIjKKOy2pQ,5626
y5_vrqIylhXMrejM_-x_vA,-2gyHPSL8pJjkSe5Ozzw6Q,5627
AC60RC-vGjNoR0HEI1kL3A,Y_G1u5Qg1hf1mJmy9SNqhw,5628
yRSwPLzBekXLQqMcDsmuaA,MPyxaNVuWlAQqJ0iKV5rQw,5629
GY9a8IKIlF4rQWQrBY8yzg,Pfb6VOIiroqDWOebfgWGPQ,5630
T5mD6ggC7fh48QgXR0LevA,1TZ3B22tC1oPEVztCYZhCQ,5631
SGro6XeLMEsP1cFyJPV0-A,UKgSs_SJzW9fu4CwhIV1yA,5632
pefSo1d1tcXESqD68PAlQw,UHkRFDFze9tYfYT_xjn0bQ,5633
w1umJTcMc8IIwfwhpICPRg,JTuTbztTMwJ4rpbO9Q-hCQ,5634
ZWgo8S-QugczbH2BN2GL6w,sJv-r6o7hxcs3pCKgbuUAw,5635
-Ysh3OeRctjl6uWWFjwf3A,nXKwzVKJCtIGd4HxXgjdnQ,5636
e51F5DZOFwTNuKj6p1KQ8A,41j3GB7M-Lwq284Pfb9zgw,5637
Mb0psF4WQF7gZSuZafVr-g,1GGDWcH7hrr9wo7SPtEl_A,5638
X1udS3Ad1tmcXw0hv69NLw,8rLDOix4gg-zABMHZsYsKA,5639
MI_ZFuJ55bRnaarjYzkKRg,7CTf4W-KT4h6uA_zpGZp2Q,5640
Hy8FHZmJIRP-WNMjQZqeMw,L7xHcco1yNpWkVlsv4lODQ,5641
_lvBXBxpW0AFO3TQ4_yPzA,GEmr1DnMw7GsXTK8eTrA0Q,5642
qIFjVmAN7u-g6bpXNMyCBg,k-I2IJrEFAikJMqfzXUl8g,5643
EKeVTzW5n6BrpHfedC739Q,_tYT5_N3zCwrpkdfVhqrnw,5644
qTkUpkvALOBP4HEmnNFy4A,ntN85eu27C04nwyPa8IHtw,5645
YDIVEoJ4snUOnvWbWT-YfA,oMg5Z7YXGBmu05rHUL7RsA,5646
prNDsstT2y8g5lT2LG9NPw,r-a-Cn9hxdEnYTtVTB5bMQ,5647
9uFw7CY8uPBSJ7w3HbeTgw,d06ZIF5TeK5j_Pii7_LmXA,5648
gnTpvdXr-6DtC0PDDY7vhg,hF0p0dYtDqOfDyKTVUeGZA,5649
v-QA7zDJ6Y07LoW5M9BjRw,d06ZIF5TeK5j_Pii7_LmXA,5650
jliavB-qwjB0QjevuQ_dug,GlfwqH2dY3MKxrRirKeueg,5651
1zonB8p_lkW-sIz8YNwtDg,Xq9tkiHhyN_aBFswFeGLvA,5652
VMNs0sDjCBSwEn91O8zUQA,ApEvXLmsPMWsUVEfPkrmfg,5653
GxzkzV_starkgMfVrsTUiA,UipLpm9rdqAN8TC0BMVW4A,5654
6OWHDbEq23f24Vki_veHBA,YvZBcO7DyrL_0OZVQ1kZpw,5655
hO8bwYn5AGEVf2x3oZLyIQ,VAkSrbIRXTR1mA-CCDQqCA,5656
xFG4Ca2HHmbxDTkMlmHnjQ,hHE4OHAc8dONTV8QsGLbWg,5657
Fz5il511JS0pPxRKIh5Guw,3n9mSKySEv3G03YjcU-YOQ,5658
UCQNrwN4_hHHTWYa8cqe_Q,i4X_iu_29PkhL2zsIRpueQ,5659
GUT7v5133GqMvm7K1RnPWQ,sbD4f8aOsXZ6PJYh1kN4Ag,5660
3gIfcQq5KxAegwCPXc83cQ,4X_XAOeMw7AFkYhg3NINJA,5661
pyeOGd2nK08qhQ09RYNZzA,vaabk6CYXX1dYVQ1xkyPUg,5662
26hH_VGa3hgTBcuwrOpjVw,EoVGIsaatkdbWLY9qyFcgA,5663
diDUDx82VePOC1hObkHwMw,FX5mDx1QR31IoCZznjJJ5w,5664
L__SZNHU-kp2sNFIZKruqQ,MXOdsPTLQPsQK9hUq01DWg,5665
9SZBVZ-mxebOVa1BlWFtWw,ouBlOm6OSfVKWatic4c2lg,5666
PfAlb6EP3BlVBVJs9EsUYA,Ncb_n30Bn-gfl7WeYPXq2w,5667
bKlAQA_fdpVjkkG2hFJc0Q,z3cvGSfHereAsnSrHctzTg,5668
AD0BWdkDn7RrskLfvJfDtw,9HA1pB2y-pK4QtGdngBqhw,5669
C1rHp3dmepNea7XiouwB6Q,aPdDcFXPsWVxBhaXuZcDpw,5670
AOAabvijSpmDYFrPAE2DoA,59VVVF8Y9UD1tEpXD5PghQ,5671
pQ6ij6cOBRB3yJGHbVZHUQ,V8kqWlhtJg3Uhio-KSeq0A,5672
jBCbHpRaE8ONFzSaXS05PQ,XmJtUUTpgmeYQs_69uZ89Q,5673
mZvEFI1Edm-3G-d4U-AcQg,AZq_SBJsqsleJkQCksYsjg,5674
1wv3ZTg4cXSvDMrarlc7Qw,Rg4dHuszzF0Mb4yqtoHSiA,5675
AgIa6HAfLukzD2bvrsTlUA,ObnZiF99lqggVasgyGBtVA,5676
KTWr-eDT2TbCKi_o9IYKmA,gP4EDis1so4p0oPk-IJ4pA,5677
MYVgzfsFXMAdByQWUirZlw,aPdDcFXPsWVxBhaXuZcDpw,5678
tdNV2Wb0LrFpm1Yfov_Klw,9suHzzx6upZhQ_qnhVjsgg,5679
jzeVnBKDHEh0Psz3JKMaIA,ZqX6rvRAxlCG4Refniq_BA,5680
mKIOnkzhXvF5GObQg3s8NA,fWnGkLnZzv2yl3fB7xF40g,5681
oIuEjPOsUhMCTcBTgec73g,kYCtBgWQm_Mp3YzhPdlDyA,5682
J97h3WVYQQoJQH42lTRFjA,Gq092IH6eZqhAXwtXcwc6A,5683
yWx48PCuaK967jG_UdGxtQ,7xnzVnCLsbBwfoRemL4NMQ,5684
c0iqVXgszeexr7yOxO7Klg,TuuENwzxOFdDLY_oKCbFZw,5685
3H-ynsV9cQCMghg8YD_QEw,dGaYFqOXo9V6IjdA3RH-0A,5686
CCL4t7fUSyqDGk9yFJw-Tw,1vl4-5il_LGtDRxUCy9ldw,5687
pVflzF-ORBBZFg7h8revkw,Jp8Tz0_OK3T71eYPmC2qww,5688
Zcn0iPq8Ta5nO5joa5SSfg,Jhl-pgZ_ArUOIOSnI4MWpQ,5689
5uBswiJzFzlmaCxsfXGyMg,5XU8ys_TsulI-FJ5nzuNvg,5690
qCc3HNSDrUs8qqVxOQdAzQ,hwXFp8FKJ7ivQb8_f4X23g,5691
wFweIWhv2fREZV_dYkz_1g,19Ul92eh3bhOOdP4eXEJVg,5692
aRFzf3hOKwgyQ5MtsJg-fQ,3oZcTGb_oDHGwZFiP-7kxQ,5693
a6FMmmc_tucRtiMsqNdN-Q,Y5clwKIHw8qTpy3pCH1BHQ,5694
5qc2BWIDYo1Fig7yUJPXJA,QTBUIAFtdUx-YMcWaI3GiQ,5695
hJCLSp8OrAO-_Gvv_Mj_Yw,bA-Cj6N9TEMlDlOh2aAnUw,5696
lmiDCrmas8TxRsbIGZX9Pg,59VVVF8Y9UD1tEpXD5PghQ,5697
ygfxmUZfz3Ktvn9waSITog,v7OwbHgNgy_VQ9eP5FjvUA,5698
pi_f7sm9mclhBMtRHvGL1w,xWlCgISVtozxCztPA4nGaQ,5699
u_pd2jHaEfDD-jyiapPl5w,jVgtPnzXvZQOCCIUPEBktA,5700
r6XxwV8VNq3_N-xsSsn_1A,o1GIYYZJjM6nM03fQs_uEQ,5701
7izaZThzAWk2UjrDTL849w,azpyEjBfx32kl4MMuxrmpw,5702
n5Wu3SNlqEl5C0nD7nhSsQ,XYhjyY2mFI1Sn8NHZMfWfQ,5703
Xm8HXE1JHqscXe5BKf0GFQ,MPyxaNVuWlAQqJ0iKV5rQw,5704
gNsYINPOzDU6fHNBuphgIg,qwmHm3s8p7J12AIY6Co8HQ,5705
IIed4GFtBNbn7HWPy-4VLg,OfoG4gnacvSo2vG9285njQ,5706
j1UagK_zBh0O5ITmcQFsvQ,MhkZLdUFaHt5SDcQcqOWQg,5707
iNDv793leEHVPhYokjtShw,N0_UiTesa8O4WQSvIMARGw,5708
kPFO_I5Ux3n0GlMRf0X5jQ,6Kon3cR5ZEm5rmYKlpcfcw,5709
dLIaAi-SGYfxSwOJqNOn7w,gtVQ_gwug7QQ4MW72T4jxA,5710
_DfaU5uhMx-34wRfTj15pw,XAyt_8k2gWoKkhf6tYmu4g,5711
lmiDCrmas8TxRsbIGZX9Pg,_OYlq2UoKPQO_ElqhC3a8w,5712
GubdNFoDAsiwE6bWIr97cQ,NuFs1Sh5wUa7ZLISMtCMRA,5713
lOjvc4C8TVnYD-WIN70Eig,8IATTxhp1X_PzVT10RDl6Q,5714
ptpIIV33Ee9baZ83YRF0qA,ZdQbDVZWDsO-d7q2qW8E3A,5715
feGZRP5A5RzcQYpIeW6mwQ,ZOROJ4IV6V2sEAmh0v-w2A,5716
MY2r94nlkRPLKC149-t5OQ,DcrM4hwDcU2G6vuh2cnaYQ,5717
Rz5i30VoJSUNwxK05lmCpQ,l1rCTDlsG7xpchqLLGIOhQ,5718
ZUakVX0i6R0O6q4XbRGY1w,6VsKUNttbfmkWwz3S3SX_g,5719
sZr9h8OlqYNAwLBazqZfUg,stH6XAn2Drzol1H5oGvL2A,5720
26wW6FNWdmC23Vz-sjy9Dw,GNZuoHxehd_3Kej7eXj8iQ,5721
7kAOUw_aNGpLTIug36FRGg,1XdgclHxKMXHFz6J2LKucQ,5722
6eUGEQ1pVqh6CSMnLnWRMQ,MY0_6BAzQCu4sqXqwNEFfg,5723
-2oEP_DWtYOgPfOov3DOzA,w8ZR15Asr64C4Uo-LsQZxg,5724
cFuQ2U9avrZFWr2WJOCAcQ,b5cEoKR8iQliq-yT2_O0LQ,5725
b2DKC4kC8-QeSeGZ_MF3XQ,h_WtRK_umSU8LCCmAeqbFA,5726
1p6kp4Tvi8jSLTFLlPBovw,K0WmtU749lBMwZItDbWcwQ,5727
k_sY1_dt3qYtiKj6SOYTuw,hyff2JyqQgf85MaJZslHCg,5728
MI_ZFuJ55bRnaarjYzkKRg,jBb5KHHAj4s8hcXVS6QXDg,5729
O3huqF3nBeWP9Zd6NmCAaQ,NLek5KCyuf9HHIMFJDEf_g,5730
kaGx0o-K3fY9fIm4wA_1Rg,c1yGkETheht_1vjda7G5sA,5731
MHTZuj8I_obO_5Y9C9Zv8g,He9Dar4bk2vyeiPC7TkUgA,5732
-JvniBY0gYLzuSRnpG4HPA,SVPtn6UKna_kxihGMdc9Mw,5733
szcvOQ5Z3XduUwpWdx3-VQ,JrQuZeFYMOyO7pgt2QsS0Q,5734
GdqWONFN4VlZ05WjK8H6xg,glalhJa7wFWPIoJLBvKGfQ,5735
uBp2Jmip2qXQ0iWHUDY9sQ,HTvngkV4pj44TDi1hYz67g,5736
QIqg7prU3hdCcm-icGolbA,Pv7gAD0aITESHP4EIiueEQ,5737
03hPUAMxzz60F-LlF7FMBA,f714Tlf68rHz-tsx44206A,5738
dqNAl9HWKtFvj9IltcJAVQ,FCcFT610nQBVcRdY-devQA,5739
wSWDShwN69X58ydFJkIeDQ,GU3GGuECUTbHG8NPHXG9mQ,5740
xsA727exG40jRulDUlUw6Q,vtGraRCZzG5q1lpipR030A,5741
Zjyy9564jQ5xefqRkQZpyw,9Ep4sguv3HH_8lWyzSogjw,5742
Y9kOEsq9j03HnpPU57SwFg,knLSows1coxal0jKtFGl8Q,5743
T7J9ae0wTskrI_Bgwp-4cA,XWpkTxBLgRXxl7g2Hw62Qg,5744
QoA_alwl4kxtLcK49uVfMA,2lGaj8WVLetIWsK8B729mw,5745
xW07evPpoQm8jP4YDoF72A,VSPuvNSDUvlTl670lVAkkw,5746
mTee424bU1YJMftJCwWIpQ,4aByVufbbuolH5QdidimSQ,5747
_PzSNcfrCjeBxSLXRoMmgQ,miUjtW5ZOc4WN0pB53VokA,5748
ZiSL-0G_x7fclCHAQjra4A,9BJ5h9X1krpXFjKj0a6wbg,5749
Sl0Vy1PxfkDvuojvCWbCPw,XOOlEuIOo0wPjYOjbXGecg,5750
3u-hPPDiIuev6sKHH7XWYQ,KTF-E3NfkJy2wiwcgOPyVQ,5751
5E193w76Qlhoi1gkyakW2A,MBEopVoQnXzWoRcDskHfYw,5752
6C11sFqC1CK3biaX12UUfA,XwGhWd29eEkfrGcb8GYKBQ,5753
9RJKKvr17v3A528i5BjOdQ,9Y3aQAVITkEJYe5vLZr13w,5754
GjSKBiEeCNb_oyIgQsgTEA,yq4NDtkYiNv__Qik0TYzyQ,5755
IDHrwv_RCildFvmfWTkj5Q,-bd26a1QEEpqUZjBmtBUiQ,5756
adbGzWWooOw2C0mqUic10A,-3WVw1TNQbPBzaKCaQQ1AQ,5757
eLmJ2-FghCCwcMM5LJzETQ,e5gB2kDFaodtxMTa53C29g,5758
xwPZ8a1K762KlQKuAhPH4w,DcrM4hwDcU2G6vuh2cnaYQ,5759
zMmZ3L_KA5t2n2LunS5nzQ,rRe-c9IX_o3OUuqkC_exDQ,5760
fQ5jVRmRFvcpOwwu4US9Iw,A7Ql7MGd3PeUvQx-knr9HQ,5761
wNqwKWaRjClmcKsoJJRFow,fE0zuDxZrJlQ7H91eY6UYA,5762
yTyJEGT43YaPmrH4QwT4oQ,46Pklsv4V2dku7yY5rvhIw,5763
JHmO-lVrHA0njKnQnZ8qLA,YgqexscIgNoMBAO__J97zA,5764
ynGxw3zZqAjahVou563zXQ,c8XlQvVNwKhH9BOHEObtNQ,5765
06g-gOtLHg-WG2-5i4aT_g,FCcFT610nQBVcRdY-devQA,5766
Ofxlhi_HKp7myFDpwg9aIA,w3auuIZmKCdk2UvQbonyMQ,5767
uZbTb-u-GVjTa2gtQfry5g,sdpBEhzeDedh7SVe_OMpGg,5768
u3DA1oEIWi8C_OtQMiTIOA,MiVcQsXp3TYUmeD7FSa-hA,5769
W_R-gVF8OHNrIhtmyhDnyg,ntN85eu27C04nwyPa8IHtw,5770
S4VveSuTnOSV8IxXNGrd5w,PX3e3qtBx_5VC3vqq47jpQ,5771
oFJmaxy8bcqlpY4QL0kIqw,XkNQVTkCEzBrq7OlRHI11Q,5772
ncy9kLugr5HL9cgMVx4Z2A,laxWwc9bSsNVXR0EYW_VmA,5773
yZHGqCWs678-5SSz0mWsVQ,UVBPF4oYrb0QfgW_DMbLPg,5774
SJO7x9Qr4FY6yyInxmW_pw,-A82xEVAjOYZtDdRQw1FQw,5775
8F_Z0JF86NlyLUIMJnDojg,nf-XFT_vCyPveDM6Q51xxA,5776
cu3GC3ZklhfVWlzRSAM-Mw,5XU8ys_TsulI-FJ5nzuNvg,5777
r69s1dbw2mL0XV5tmq0CXg,LbcDWyqGgQdlwWfGO-whMw,5778
PFHNFqKOFmy4bW_PAedOzg,fyTVrU5R4cis-MAbkj-V1Q,5779
R6FgPxbC7sfKVEA6Bhn_OA,h_764eIV-D3n7qjyBmluug,5780
rO3WEI9L-_deUR9-JHuNQw,lRew0HDz5BO-4fwWsMJyMg,5781
3FRzcb41y7LYr5yRMQSoqw,U97cOaXPSOGmVhKEomPjlg,5782
Y87ZZCg10lZgx5NO0uqqSw,eiiu_OFYH2st6_y50sJ6kA,5783
ylcHfETvwOQUoLM9bQSMeQ,ob88xmgLR7eCDMkDk8Xsaw,5784
FelWDPePSkhlAgBms3VtSg,TKAcdGXguYvGwArfMvoUog,5785
zA5zJBmd0Jzhb_mblIDlfA,dNEAXZDrZ3TtK4d7Pl2Ydg,5786
FL1xj5qKFZkU5GXVBj5TUA,AC1xogsITgaae5ic8B9Ryw,5787
3rujiOuSjKDlZ3PAHYw56Q,cY96WnOapNKQBt9ww-c1DA,5788
q4Sc9xbfWWDaLsQgOnARgQ,b5cEoKR8iQliq-yT2_O0LQ,5789
ky75pkIL378HJbe-x0GwXA,mhQCxOiqp03qnhGRTtPduw,5790
DrWLhrK8WMZf7Jb-Oqc7ww,drqCrnSqtGffJ1z60aWkxg,5791
EV6MQoHdG8Xygf3YlJvbCA,Am3ZhUZjy4VmQNwdn9ww8A,5792
B0vAkXiMO4FJV2sM6tFGDw,_oQN89kF_d97-cWW0iO8_g,5793
7lYUPgVDzJeJM7r5cyvumw,qyqOfpsAC5ooVROm7fB0jQ,5794
zGLzpRlor83RVDcUjBCp1Q,19Ul92eh3bhOOdP4eXEJVg,5795
h98Oh6jQiSUneixDjpfLOg,nCPNksp20VThapB_sovNPw,5796
ST8Yzlk2MqKlcaLqL2djBg,tiCSfhFMQDgEB_3amgpFMQ,5797
IedmR8m3nQJdEK8kyCJw0w,WPmamMTGAmNYXGoXW1mWyQ,5798
2MPGdIbaaEdKuW9IpPxHfw,eB7jr6YI5EZvSiGLPspyZg,5799
VA5zvXwaaj81_tjiQCH2mg,MPyxaNVuWlAQqJ0iKV5rQw,5800
GoiMaYXHpa5vjMiVCj87Vg,qea7N8VfC9bLaC4BcnQ7Qg,5801
HWPeDPx4MUsqdLkxscZCyg,e8bElXSntEcwQdq9ZG-rQQ,5802
FUMdzARf71drXyDZ7lkpWw,m58lhWlKFYYITEB8rMJ_sA,5803
eapbAr6Zi5G8rK62gaWT9Q,FCcFT610nQBVcRdY-devQA,5804
VPXgY9lGJF3XC4ZpusxNuA,pgz6IeaZgLuzqrk6HMPhzA,5805
1Rmr6vv9ZiYlHKZyqXD5WA,pmIJn8K3offcYUsrFCWAaQ,5806
IDHrwv_RCildFvmfWTkj5Q,b5cEoKR8iQliq-yT2_O0LQ,5807
BGkBiqvbEyIyWL_8C1pExA,CckmnbRINaLB4Aaq1dAFCQ,5808
uAXq1GyxkEsFy0AIvo255w,VRIlEWs6ktrdvjrvXKuwKA,5809
GUoFkjQ1sz5pIRR8odDNYg,SL5pHeS8L3iXVO0OePUTLA,5810
ewnwxqKtpDv8erOIZkCpjA,CEswyP-9SsXRNLR9fFGKKw,5811
Jrx1fLr5JdqgHdIfMT7wag,emKCDGxYpL-hsLDQiULBdQ,5812
o0wwhdz8-qQNZ4kdp3-QXQ,LYcw5qaBPhfrXhdDLadU4A,5813
PLtR1ta9dvcrG_dUn--eww,Dim6R6ki5Z_05bk_V1htbQ,5814
xaDAjyVa0Q_z8kRppJTj8A,qbEJeRvytnBo5BGG1R5kGg,5815
HcM4W4K3f5zhQfoxcg3_uA,8FGW1g153Q1tzvidVq6zPw,5816
132m3lRoO1tw3rdlGvYF4A,HRwqeCdIH5joMnirnqrV3A,5817
iI0QIcM9lWncWSabagXbfA,I941jBn1KURuN-2wygJ_5A,5818
elzVsq5Zt9_95gD1yh4Fgg,TkblQqWa4XhAc8ljKql1-Q,5819
TCEqENMcnIjsBCjlI_Stzg,xu4zDdi46zaJ_pvDtruiaw,5820
jH_PZsdboK0voSpuHeyGHQ,tUWhNal-M1J1wdQDZ_9eXA,5821
1Adv0rd8wsEAOruxWEwhFg,pjtB4FadDdq_DeyedjDsOw,5822
_SGnrkfAl_dc2U7lavkOOA,7srDFwPPnzBaQoPW55Dc8Q,5823
EqPqeq-11NMN2pz-RNQS0g,ofDf3ixZlVVLN4OTS0gdbw,5824
iz0C-p-48pqBfgA407WnKw,9VYZA4vEKtT_SXHj-ZK_1Q,5825
F0bc9I4JIWkHmINuf8tKVQ,5VMajxduxfLPSyQkVFKESg,5826
FnqvvLHr85EqY9PSEPQ7RQ,fWnGkLnZzv2yl3fB7xF40g,5827
svP9WkoIMN3Wta7W9ZhawA,cN6aBxe2mQvrQlzk26LyRQ,5828
F21azNBoXB8c6zorMz0jaw,viSY3CqBViSFh3_Tv3kngg,5829
_GVAV2LjUWEs9fGjslex_A,auorqdHiATGZHVd-sd79ZQ,5830
XqwaqFJq-FxOgNBv6xk6-g,SkcccvAydbt5zlQI0EUL2g,5831
RYXxSneUYl98xyKgwpXkPQ,BSGcS1EWEkGP2LS1nOZGPA,5832
DtTuVmtooVyMnGhwPrzLww,AFcuYBQaZh8GpRjx_ynmnw,5833
PR1RjMIy5ramcfn--tvLCQ,bLFeZ84rAJdflY1Hu60_vw,5834
qQb4pg5uqvjMOfGPWbIkeQ,NHy-HT-FI305jqgyeIWPCQ,5835
DDad5K6GNA0sXB7N1OB6wg,MPyxaNVuWlAQqJ0iKV5rQw,5836
j-kShDJgp5acGhqJAkJHnA,m9haUi2_1lHR2eAKBhKwDg,5837
RyhQ25rEbRFPbnxfLXZGBA,xAWJunZXC52816iWyDLbNw,5838
wvnRlMi6pY3MExPsQp3ZXA,fVVpTBLOHZDH4AIACjO4kg,5839
Iycf9KNRhxvR187Qu2zZHg,UeeoS5-yiL_jlsDpaNB_pQ,5840
qPG7O_2gyAOagXTTz6mlwg,VNJMoQAzJFWBYclBOSDPOA,5841
oIKsYFQyzj5XAxp6oYGHqg,-2gyHPSL8pJjkSe5Ozzw6Q,5842
Trt5DcSRbWac_kCX-8bWVA,EHGuZw0qptzw2M1LF-3sXA,5843
U77393fobZIh4BWe0VkkWg,MwaFQkJxzqg8G5_hTip99A,5844
ztJCWXX-HYK7eHpfY7YNlw,exODno12y5GRj0DRzob2Eg,5845
kffxYQVQsEpF1DVlQlcGCg,ib23CJSg5HjQi2sOm1yGaw,5846
fSDXB5MgD2s33wmdi4JC2w,fWnGkLnZzv2yl3fB7xF40g,5847
3zuIUm0FwGhRVJQ8YQrKog,qea7N8VfC9bLaC4BcnQ7Qg,5848
HFe4NZuq-6kOUOhst6KjtQ,yJr24Yy1K6bt2G9fX3_zPA,5849
XYeT-zhIpVYZHJ4C7Exj0g,thlCF7B2DIhkOuyQXj6liw,5850
iq46mlqoLmNQzTR1z8oqUA,oHjoahzL5F0m-OGDQouEGw,5851
EeWqCVfkTMCQjfXpJYz9vw,WulpNsdjRe8RVniVqpZJpg,5852
QGHqcWMrAQg7d1rwY1Xyuw,lHr-aMBHh29zLpuB2ShAMQ,5853
