RecommendationId,calc_total_checkins
280,4
749,30
887,131
2238,79
21283,269
12713,460
12439,35
22375,199
3927,14
21863,88
18428,39
2123,6
720,379
10990,418
8990,58
12063,10
16689,50
21700,269
15994,192
22137,269
10783,49
22569,269
20351,84
16836,34
3007,27
16890,0
16444,185
22416,77
4834,84
1190,259
11154,136
5038,521
5494,31
15636,20
10931,749
2239,176
7153,35
3915,69
11239,5
15224,89
22810,13
21393,7
19334,9
127,84
3512,84
3704,84
4874,84
17721,502
5137,84
6455,84
7643,84
9686,303
11852,31
8035,84
8057,84
8154,84
8743,84
17970,18
9887,84
9898,84
11149,84
11834,84
7937,44
12628,84
12703,84
22175,163
9924,192
20838,270
22373,0
3039,29
4484,43
6664,29
12802,84
12826,84
155,119
3096,26
14874,84
14968,84
14380,18
16076,84
16356,84
16714,84
9763,303
10762,18
14502,47
20682,502
17631,163
7480,204
5140,197
6328,1335
7798,42
18209,694
17812,7
961,399
20591,0
2335,14
8709,197
5213,229
21084,0
16948,84
17839,84
18236,84
20509,132
18359,272
9484,5
9362,0
18244,3
18580,84
18972,84
20089,84
20908,84
16225,7
7473,132
11377,130
11524,87
22582,192
12034,95
1703,22
8872,223
6044,140
14771,13
21668,84
19526,13
19458,131
6209,67
6364,23
16941,303
17269,340
13627,173
11597,237
3922,74
21732,121
4680,0
3670,14
4579,0
12163,26
11946,28
19331,71
8780,303
11124,56
1277,303
22421,56
5965,197
5203,303
13779,22977
10480,1008
4903,495
1782,76
5005,53
21840,219
10602,69
9652,338
14081,44
12903,369
15705,4
21149,82
3344,303
9933,163
215,303
15969,346
7157,521
13490,48
2338,256
19121,268
10425,15
7023,53
22934,428
8842,169
19355,162
249,443
19232,63
7365,476
7766,158
3661,303
4420,303
7064,303
7692,303
6142,69
14754,17
18289,5
21505,26
241,10
10241,8
16920,108
8806,303
9572,303
9788,303
10532,303
11368,303
14245,303
5437,192
14493,303
14539,303
4107,456
11860,31
11125,85
15042,303
22135,41
5311,122
15667,303
588,340
8063,456
12495,48
7967,20
3580,66
21314,50
13506,30
21560,0
4131,54
7996,31
7214,19
5464,41
16578,84
16974,17
5413,396
22129,0
2166,62
4362,47
5148,7
6501,28
7667,199
14323,159
18577,612
19383,7
15908,303
15990,303
18853,317
16263,303
18683,303
22815,42
12167,4
18801,303
19024,303
20482,303
21071,303
4058,44
22368,42
9099,44
4726,0
10766,44
126,180
11457,54
19523,44
6076,58
9371,204
4927,180
677,4
17218,44
12276,210
16705,60
143,121
19937,35
4472,49
22335,18
13677,17
16341,7
14545,8
18350,44
6785,18
12696,210
10581,5
6550,54
15197,11
13502,0
4115,83
18940,0
2365,44
20413,20
2705,44
2823,44
3901,44
21860,28
7354,44
13335,30
10371,132
7757,44
9288,44
21729,42
6903,64
21781,13
10697,33
16775,61
9944,44
10308,44
11481,44
15680,44
15828,44
17860,44
18605,44
19380,44
19797,44
20545,44
21220,44
22487,44
8429,38
17484,26
2188,96
7150,26
17195,292
12720,432
1262,25
11004,26
21473,443
383,26
450,26
9489,26
2353,24
15080,26
15138,26
22266,272
17976,26
13111,591
13927,169
21548,26
19954,18
18229,286
1805,28
2917,75
9011,80
13599,49
5713,159
12374,11
8232,73
3626,11
6141,64
18176,92
11301,34
19584,10
10339,18
123,277
12027,12
18969,15
13679,18
21646,119
22639,18
7453,96
7373,74
15744,18
7603,96
7282,18
13113,96
4607,16
19517,18
5377,98
22338,4
1448,108
9430,0
18085,42
3851,179
3012,15
22435,3
9706,8
20181,79
11645,18
15885,431
10393,18
7939,416
2847,54
17408,61
22305,11
17133,0
499,18
526,18
1057,18
3340,18
4366,18
9239,19
14201,196
4756,18
6147,18
8102,18
10649,18
11181,18
11277,18
11427,18
11775,18
1149,0
12507,18
22865,0
17067,18
20767,18
22635,18
19645,103
19099,634
19501,273
20559,0
11211,340
21254,136
13835,253
19699,1222
7472,0
15596,8
20650,372
1584,101
13178,340
3941,283
21208,106
3261,179
17786,58
5549,0
16221,340
20607,74
14238,340
21614,79
8861,162
17614,106
6743,102
20679,13
16733,492
10404,26
18731,340
13989,253
22122,144
12693,210
5999,268
19465,941
10851,1107
15626,506
17838,486
2305,298
1375,390
9817,898
10554,7
18854,655
2416,215
19953,124
5286,956
3355,8
20756,136
5758,230
22572,94
18134,125
20001,60
10493,132
21804,371
11731,111
11177,47
18065,66
13689,68
14593,204
7685,340
18874,13
7679,76
15899,961
2665,11
14007,51
17708,121
21230,1495
1388,77
6072,1060
10542,30
21205,1379
8724,511
5597,34
12818,340
4295,283
4803,491
497,74
21160,73
855,0
14263,27
3212,340
5083,222
21671,340
11082,515
3980,0
11961,137
9966,36
4826,340
22330,180
20063,340
8786,1106
1825,904
6001,23
12062,212
8051,941
12630,42
1237,100
6457,363
19094,340
21374,1118
3121,558
5442,340
970,484
14392,1637
5218,443
21492,1469
5729,340
16522,283
5640,83
10832,96
16801,25
18171,340
5594,491
2717,232
8062,234
2625,340
12597,117
20237,30
9132,340
15901,210
17319,340
9353,431
7112,811
999,109
21841,210
4796,145
10715,19
8879,111
11849,93
952,340
7308,54
527,91
9891,56
16946,49
8445,216
10908,129
17145,340
10764,210
15403,0
6420,340
555,0
21305,340
17677,9
721,340
2518,22
898,340
1125,340
22311,42
1145,340
1151,340
2647,340
2748,340
2767,340
2973,340
3892,340
3937,340
4377,340
5010,340
22693,26
5500,340
5609,340
5610,340
7828,222
3933,113
18366,24
5973,340
6618,340
6831,340
7279,340
7523,340
7541,340
7668,340
8197,340
8687,340
8835,340
9005,340
9160,340
9722,340
9801,340
9883,340
10214,340
10421,340
10553,340
11302,340
11498,340
12389,340
12455,340
12585,340
12935,340
13301,340
13658,340
13715,340
13733,340
13941,340
14117,340
14136,340
14566,340
14777,340
14780,340
1005,7
2147,35
10433,24
14813,340
15038,340
15511,340
15657,340
19557,811
15838,340
15867,340
16411,811
14935,28
18221,918
9984,62
4390,1469
9113,303
15953,340
6730,221
16191,340
16665,340
16899,340
16935,340
17436,340
1704,8
17466,340
17520,340
17751,340
18061,340
18332,340
18389,340
18975,340
19752,340
19889,340
19936,340
20634,340
20898,340
20932,340
21966,340
22053,340
22250,340
22446,340
22591,340
22904,340
1840,18
6723,6
6553,9
16971,179
10270,9
18821,18
1955,7
10976,7
22835,104
1357,238
21409,104
4158,10
22263,192
5392,623
9324,941
5056,805
120,3
181,86
12927,138
19550,0
3175,11
9327,16
9434,12
19309,39
21568,104
4179,192
3220,130
22823,74
3044,38
1912,139
12492,104
3589,49
3876,57
18498,138
3820,28
2838,104
18262,160
6254,104
14195,104
20474,104
10389,18
21250,192
6754,18
7348,18
8821,18
14558,18
14729,18
15623,18
16218,18
17686,18
20015,25
8117,41
10804,0
12617,25
4380,273
21871,126
9211,29
2488,13
830,121
9332,59
11495,153
758,13
5402,273
19341,130
16030,126
21922,249
13166,97
20493,210
6342,93
5471,179
9322,73
15603,67
15049,92
19313,273
11779,491
5697,74
5712,499
13868,273
17171,898
19946,12
16688,273
7310,184
2728,273
7063,59
3619,273
5915,53
5620,273
8591,273
9306,273
18401,273
22463,273
3,238
18482,236
1797,238
8103,238
13022,238
2196,0
20706,238
4764,0
18297,0
22692,0
4,58
14277,19
9201,47
4049,720
15494,3279
438,31
2742,507
573,7
10647,23
5019,530
3639,316
10682,1036
3387,248
16812,346
1142,125
9198,281
2781,4
7671,286
22715,460
1613,31
6692,1171
7096,284
2995,0
7449,41
5791,250
22647,61
6008,241
6698,268
8111,265
7255,117
7555,122
8476,17
9414,66
22393,62
16844,236
10875,0
11148,127
13203,18
15396,59
15530,152
16854,112
18313,27
21449,162
7013,58
9713,179
9453,22977
22070,292
1679,49
8950,3
15459,120
17502,130
8495,95
18868,19
21046,8
22073,26
11980,58
1712,233
14260,6
8346,34
5536,50
2820,1106
20685,27
246,19
17273,57
20757,83
6717,985
11005,236
15109,53
171,35
14871,84
20028,0
7611,0
17966,69
8522,19
4009,594
6736,252
4061,22
1789,1209
17541,6
16104,19
10497,113
21006,19
20153,47
4074,22977
6994,210
14209,995
1437,491
956,0
11722,253
1438,28
11691,204
6358,48
19822,73
1754,112
4170,42
1364,623
19644,990
7502,1156
14191,1092
18151,11
2772,761
3301,51
16783,33
4307,13
20477,3
7572,33
22612,15
19746,560
3497,47
5913,153
2627,184
22688,24
22791,0
15050,17
198,186
4326,146
8300,84
11274,88
11338,23
248,47
13025,316
5694,45
1169,47
18614,914
7221,229
22354,164
1639,47
5293,47
6558,47
8477,205
7549,47
9231,47
10216,47
11543,47
15359,47
5217,316
4308,251
13948,84
18023,283
4192,69
15574,47
15726,47
19246,47
19353,47
20724,47
21417,47
3198,14
324,720
17239,3279
13739,79
4018,89
1875,131
12600,959
4747,21
19590,515
21953,20
20793,1286
13352,430
2195,245
5781,87
8933,13
9620,379
13970,7
4482,720
20249,1409
6675,1613
22193,961
18646,319
4915,151
10955,1321
13886,720
2076,251
7234,764
266,593
10570,151
7017,42
3435,720
21444,12
5665,720
21068,720
22278,3279
4581,359
10280,3279
9295,210
19651,117
3305,491
18035,797
14349,48
5627,37
14181,201
13173,19
420,173
13218,54
222,53
18963,44
5310,452
18475,487
17624,0
371,75
9845,14
5053,3279
9159,22977
14529,163
870,497
15163,735
22309,197
4082,48
22512,431
21842,990
19691,250
15160,848
10516,69
13251,85
168,322
710,19
1385,56
4528,18
4590,1425
5041,60
5084,44
12443,56
7592,115
9035,52
10165,57
11069,5
11231,13
22662,51
12067,37
15235,5
15340,8
17071,94
21118,63
4178,3279
3526,141
19908,379
17504,3279
14173,148
14243,3279
12924,834
10291,521
1011,353
11293,60
4305,223
16925,21
3909,3279
22949,761
167,513
10688,183
12065,3279
18957,558
12762,822
19333,1637
344,3279
19496,57
820,3279
1185,3279
4483,3279
5284,3279
4462,1235
18019,216
4800,756
1726,97
7404,327
12047,268
18735,470
2500,70
14203,316
5081,271
14504,218
2266,142
15613,132
4503,438
20081,9
7253,3279
7796,3279
9148,3279
9210,3279
19568,183
13487,3279
19216,24
14232,3279
14362,3279
20275,13
11413,0
5119,0
17312,119
16642,3279
18730,3279
20497,3279
20747,3279
22104,155
10833,13
22926,3279
9082,31
17129,204
22222,31
12280,961
8253,42
16756,89
3458,167
12384,0
22433,14
12906,507
7586,117
14505,1464
531,507
7012,507
18301,355
8593,507
9283,507
18640,507
605,23
6143,23
8838,23
22389,23
7491,157
1341,75
10033,5
3185,530
652,283
4043,745
4084,358
13495,85
11999,87
2062,60
8874,78
22029,132
21134,123
19891,530
15526,53
21077,156
4823,0
2232,530
21522,324
2080,462
22459,192
17253,121
5990,460
20709,116
19318,530
15068,138
10520,416
9425,396
11151,45
8631,530
11230,320
21459,3
20928,176
18211,98
12671,258
17573,4
2036,49
19125,5
22225,22
4221,530
4729,79
18530,47
14786,914
3734,530
14325,324
21491,482
17604,278
11559,530
8387,737
20729,452
2375,82
1621,530
4866,749
19434,956
22089,569
17865,19
10867,8
1927,530
9323,146
6025,734
20152,423
2258,530
4455,530
8827,530
9467,530
4078,7
8957,0
10731,530
972,107
5375,63
11509,530
11735,530
14294,530
14386,530
21844,764
10038,70
16072,530
16245,530
16771,530
8442,1171
12512,240
11827,796
22270,530
22425,530
11268,316
4261,493
21843,9
6106,24
12388,316
13400,316
21494,316
21951,316
13219,1036
16431,1260
8457,1235
1813,416
82,328
2915,452
19502,1024
7879,0
9716,406
22711,1036
19556,443
17355,9
852,1036
8946,1036
9614,1036
12106,1036
6392,248
5103,834
136,145
6079,1118
20262,493
12918,452
19097,27
12480,75
13663,45
976,248
947,254
4536,395
15437,28
11490,180
7941,188
17979,119
15841,248
7666,49
21001,248
8218,144
4355,346
12970,152
4435,995
9619,904
1960,1088
21771,161
21740,12
10128,804
17521,59
6481,590
20420,130
3554,346
16476,238
12862,458
22543,19
18185,346
12659,281
16240,20
14300,98
17602,8
18200,105
6218,281
13942,237
6832,1107
20437,34
16744,117
14543,162
10977,281
1702,1211
8776,694
7321,281
3803,369
3188,49
11426,11
7439,4
11563,42
18049,56
1261,4
7615,4
10177,4
12339,4
17917,4
18402,4
20851,4
5313,286
8801,1171
21128,105
7597,1613
18593,290
17317,610
22003,761
15878,99
15685,198
13670,755
5622,534
2376,74
17688,316
22322,841
20017,16
1445,181
9442,90
9405,568
17235,189
13967,93
6405,167
6746,8
18048,48
1434,286
19053,0
2499,286
22795,127
2203,286
14961,508
16164,154
11658,286
5728,460
42,171
7912,98
3246,27
19598,591
17833,169
6925,125
7169,97
11322,47
17774,40
17139,460
18038,228
13605,12
20282,77
15025,3
9589,460
21415,237
5191,353
20909,125
6879,460
10301,341
16691,316
13889,5
11267,460
13778,460
7799,31
993,117
15211,162
17029,0
18720,268
12383,60
6819,369
5655,60
2492,40
7222,26
18339,31
20205,482
14946,542
4024,493
14854,903
12626,240
10960,395
12144,0
19560,30
16013,1171
632,811
22556,1582
10498,481
18344,61
10281,229
18082,186
6841,449
11103,271
6927,30
15950,1171
20044,1347
15415,1171
2034,1534
19628,0
503,392
21451,1118
4011,230
11590,102
5278,1171
12066,320
5585,1211
5979,1464
19364,138
18290,1171
22661,210
8101,523
10669,764
5572,280
12836,148
7481,1171
6407,1468
310,526
17546,132
12510,1171
6921,431
2784,1577
20047,256
7700,143
20090,282
14901,75
6725,1171
6303,572
21827,42
13229,70
18620,118
4323,220
6914,0
1939,1171
14924,280
5754,1469
12733,1171
18912,898
9329,277
15851,93
22441,1171
22697,918
18630,764
4620,1171
11713,12
2029,1171
8320,15
2432,1171
16884,216
8701,96
15882,145
5904,1171
10698,140
8208,1171
13476,1171
15989,1171
17927,1171
21958,40
21031,1171
5059,41
3869,176
11067,41
21759,250
1238,228
10229,423
12739,241
4963,22977
12333,33
16686,30
9290,241
21445,268
1816,918
20661,495
9841,355
2923,127
14954,3
11321,0
6990,265
12161,476
10849,117
15465,117
15654,117
7436,122
16339,749
22808,87
10770,537
8601,171
12647,230
18913,34
909,84
2159,0
5526,539
9586,62
12180,127
14921,61
9800,258
10028,1425
15089,207
35,359
1408,359
6629,359
18214,1917
8036,1211
1154,306
15929,28
2371,355
15810,331
19490,859
6910,19
12287,199
12077,0
16860,116
20522,589
21303,256
7179,359
22741,60
8391,490
14918,822
5074,410
18827,570
16559,359
22242,359
10707,8
18088,1082
7714,348
2186,32
22339,0
2846,550
12896,61
21615,20
19210,162
17577,23
2702,233
9816,137
16519,53
7493,42
2641,47
19911,4
15712,15
10328,156
20830,0
160,233
1074,134
9457,26
3855,233
1979,83
500,259
20677,200
18076,199
11829,12
14834,233
5837,431
16662,132
22727,406
16553,233
1472,15
13734,243
19056,233
11051,85
16562,340
2501,1106
872,18
3566,848
19553,537
281,340
2090,320
787,120
9771,83
9357,532
2706,35
13980,15
593,340
4584,340
7563,222
3587,14
9185,340
3453,247
11244,340
14111,112
18693,0
12486,340
3260,576
14607,217
9623,258
17041,340
16703,1013
3369,272
17378,340
22720,340
2322,431
10,126
10623,1347
20183,482
1595,431
12753,11
13104,126
19190,61
18073,48
8195,462
2100,63
15367,253
12985,249
14973,390
10631,431
15075,126
328,431
84,136
711,231
2696,431
4673,219
18659,462
18795,641
16821,128
8878,493
3657,258
11133,431
18003,213
16754,431
10440,552
2554,149
12764,49
17941,186
17044,157
11414,167
19783,123
9893,431
13718,197
8017,121
2794,9
22574,431
12032,210
5631,19
12552,119
16425,42
17665,16
15317,81
5555,431
6686,34
21710,431
11192,34
19172,96
13929,171
15178,431
20238,28
5770,1107
22392,163
20542,12
13452,35
18181,277
8847,29
17248,18
6963,431
13757,330
20345,176
10608,42
6762,386
7860,1244
15649,0
19636,406
7963,526
11393,125
4778,483
18014,39
13230,6
19961,12
14585,431
11448,141
15695,0
6721,5
12324,58
5614,48
12468,21
12235,346
2244,34
21430,431
21292,72
8754,431
13538,1464
17177,764
15363,321
16118,971
2774,804
19772,431
15610,1464
10967,280
11438,142
21885,599
4976,23
10283,431
3510,160
18561,210
19641,1464
1774,431
20285,210
17514,98
20170,11
15505,0
8612,412
13162,431
3289,98
10751,11
17297,431
16232,98
13828,74
496,431
9121,1235
10337,11
15859,149
1181,431
1374,431
1623,431
2142,431
11729,1468
5811,445
16863,764
13621,379
6667,350
16846,80
18334,31
18368,151
2180,431
22523,28
11653,27
3110,431
3954,431
5920,215
4259,431
4466,431
13125,1582
6603,45
5238,431
21818,24
21344,1335
17996,589
8378,101
5370,431
6541,431
7366,431
15842,172
12093,17
7386,431
17611,108
22905,14
8153,431
8408,431
8658,431
9070,431
9282,188
16394,0
10243,431
10399,431
10640,431
10907,431
11111,431
12545,431
20812,5
18308,87
8084,175
22872,132
12767,431
15276,737
8009,506
15983,2043
6075,25
12352,67
14418,308
17315,21
10260,102
13481,21
13177,431
8266,330
22445,140
16062,503
4685,172
12943,173
15763,150
21518,77
3886,195
6649,6
8516,46
13976,431
14665,431
21838,22
16216,130
7118,460
4090,453
15915,431
16982,431
17445,431
17722,431
6874,79
13531,23
17898,431
18412,431
18572,431
2293,1156
5974,33
19418,109
18968,431
4164,26
19129,431
20221,112
19218,431
12297,406
19335,431
11778,49
684,162
4297,1235
2998,750
19689,134
14013,272
9811,236
5517,3
15069,105
19389,431
19871,431
19970,431
20159,431
19929,212
7011,449
20191,431
19586,523
4789,584
21155,11
17844,140
20459,256
8983,266
3650,186
13245,109
2511,101
12091,55
18213,146
20392,431
20514,431
5978,416
13964,959
2478,0
6374,81
21692,431
21757,431
5481,23
8336,108
19441,95
21761,431
21980,431
22105,431
22617,431
22671,431
22801,431
22816,431
14267,69
19491,349
19250,178
20171,42
2107,140
2210,11
7732,112
14503,126
15362,349
3158,42
15546,584
13865,575
3784,407
8013,353
7874,591
3838,207
1769,35
14131,91
8635,71
12831,139
6378,796
10058,100
8514,349
10885,349
18017,0
15938,349
18047,349
20029,349
19419,174
22502,68
10739,66
4742,413
22027,349
17159,749
2363,77
4253,13
2504,581
11388,219
1522,27
5434,62
17738,7
16401,43
22036,349
21770,492
6895,320
5397,126
15215,320
478,22977
8800,1468
2670,386
2428,122
7400,589
488,320
8688,210
18193,17
3873,713
12787,24
7721,320
8663,407
22883,1107
17331,0
20424,30
20792,45
3316,320
1524,96
1700,74
10356,320
6099,138
13366,918
1692,320
9663,1013
1663,767
5644,56
3165,98
5596,804
21961,250
846,320
2369,320
5355,320
6176,320
9163,320
15595,320
16388,320
2827,70
18066,320
20220,320
20738,38
21713,320
14693,128
21738,320
19287,101
18492,83
16707,160
9618,167
2344,961
2288,272
4030,141
725,160
8869,160
9093,160
22365,93
12237,160
12511,160
11929,165
16481,160
22117,160
22415,160
6199,502
2551,56
8686,13
15238,0
731,502
180,1222
13901,183
17720,502
18816,1917
4598,324
4568,532
20680,898
10200,114
9247,229
7590,90
15609,502
8674,162
18641,149
3368,575
5995,1582
1930,1013
458,254
5155,106
1582,502
10146,532
14895,502
15266,959
21881,776
5637,502
1256,138
1557,502
13547,834
3295,228
5236,220
1670,502
2935,502
3534,502
5188,502
9052,157
5493,502
8394,386
5916,502
7120,502
15013,1260
8999,502
9547,502
10843,502
16173,502
21032,273
18948,502
21900,502
4349,16
22534,502
20569,194
20013,523
5153,144
20426,484
18027,192
295,19
1463,61
16206,194
614,6
7903,83
14526,13
1184,194
20427,194
19874,1260
4916,136
8409,641
18275,1260
13766,961
8140,776
20686,1260
6097,463
19362,47
11965,396
391,1495
18618,269
3234,764
9911,268
2431,693
9515,1231
9971,601
10007,7
17054,1260
21033,152
11810,1211
1954,0
7778,162
17252,1260
3674,61
1296,20
11331,119
14653,96
6642,149
1283,77
8303,269
15754,304
17695,165
7081,178
7739,0
8200,74
8416,199
11203,20
22672,1260
6661,576
13561,764
16695,443
17377,133
17132,40
20512,1260
6911,210
20151,83
3111,215
19804,481
21807,297
20349,1260
8888,1211
22470,335
20083,239
20104,1260
5901,10
1069,184
5066,436
12730,13
13153,29
16611,128
11617,86
17135,1260
2324,1839
22576,449
20761,1260
1514,172
18404,180
822,109
19379,192
6619,0
16016,122
10619,14
14227,8
10402,1260
11412,634
1131,49
8383,1260
9205,372
1260,1260
2978,1260
3583,1260
3651,1260
6579,355
4224,1260
9168,1260
10081,1260
14576,1260
15157,1260
15669,1260
16156,1260
17605,1260
22721,39
7940,38
19401,1260
16281,1917
1413,1917
76,1347
17143,1917
14157,5
15978,1917
6010,36
5253,1286
16285,220
21754,12
17090,17
9491,1917
18698,834
11884,490
8326,0
9170,220
2859,1107
7142,74
9301,34
19357,16
7188,1917
1664,430
21014,1464
1396,369
13625,8
18519,1917
9805,83
13952,640
3032,21
7763,130
8357,1917
17986,0
5078,237
13039,101
19140,511
557,0
5130,51
10183,0
3265,18
8617,146
21343,80
18050,101
3105,1917
9651,355
4150,1917
20511,173
20219,93
19069,13
12699,172
6727,1917
7839,1917
8721,1917
13312,1917
1849,83
13939,1235
5630,285
2788,98
1553,83
10397,210
204,292
17793,1106
5658,1347
3331,542
5474,140
4985,22
12096,136
8295,665
11023,145
3831,395
18933,845
15273,1211
2684,737
22211,797
3813,904
3899,959
13065,575
3573,454
3667,22
5089,565
21923,1582
5415,145
17234,19
10148,5
18282,370
20621,658
18603,24
8453,210
18242,138
18900,1582
17138,517
20446,244
3302,460
13646,258
3682,210
12982,231
20278,848
9418,178
11408,756
15027,28
4550,69
2610,1092
3054,13
20683,34
2247,734
1909,764
3521,423
20173,9
22012,78
4678,292
6902,814
13957,227
14205,178
7419,101
21252,8
16198,34
20124,24
398,39
1891,61
2019,58
2102,19
5929,118
7509,5
3549,8
3975,19
4605,4
6513,23
21594,54
8653,107
8770,109
12502,0
12672,9
16058,70
16185,537
16439,56
16646,71
16673,189
22779,8
19708,210
14143,74
8844,12
12834,210
9165,61
5809,125
2590,18
20895,13
5461,210
15903,90
21154,36
2377,98
11346,4
3318,82
19817,73
2545,82
20657,113
2676,82
3480,82
3744,82
14892,0
4165,82
8548,82
11632,82
11200,94
13767,46
17916,82
19737,82
19950,82
17236,29
21366,82
15475,155
13614,1222
773,21
11805,952
7873,165
21991,33
10078,37
9140,1096
5981,12
18271,6
19082,0
18748,95
16737,90
17498,6
11685,155
5886,148
15604,155
17142,98
5602,155
18410,204
8962,155
10881,155
14801,155
20068,155
20929,155
22893,155
18924,42
8033,482
13407,95
1624,3
14163,79
9807,647
11940,370
381,476
20903,80
3249,647
17880,811
9067,268
5079,3
1959,42
7364,647
9910,552
6891,61
8483,219
22054,327
19163,56
7769,104
6684,165
15245,61
20208,131
14570,23
16019,105
17948,163
8201,0
15166,105
8328,7
2503,124
8395,484
6737,127
15507,105
18907,1106
11162,144
19455,0
21995,105
22014,105
6740,45
20870,173
5419,584
9378,449
20698,61
8173,173
19515,3
5435,173
9268,173
12183,13
17456,48
5260,171
9690,55
12965,40
21708,916
6261,13
13943,1211
6475,23
7267,13
14058,141
4433,0
8149,141
15029,154
12435,69
8884,11
14,179
1644,179
4978,829
15787,225
7210,914
1519,78
3371,70
15684,101
14966,179
15700,179
21638,179
4248,22977
19376,197
11818,74
9251,48
3597,576
4940,317
9832,97
10656,12
3179,22977
21651,117
20919,182
1529,22977
13428,60
21658,822
15517,332
8386,106
14537,40
1775,22977
6248,435
2085,22977
18454,21
14198,84
2513,22977
2711,22977
12247,1418
2798,22977
2898,22977
4898,22977
6211,584
19732,92
15510,60
15175,13
22251,173
118,805
2173,476
6269,69
3920,60
15599,154
8021,335
8260,10
11430,104
5291,22977
6582,22977
6599,22977
3483,138
6985,22977
5096,0
11240,57
18950,34
7608,22977
8180,22977
9164,22977
10182,22977
19346,21
10713,22977
916,113
12885,22977
14580,22977
15099,73
14185,343
10524,87
17068,312
4322,99
16099,22977
7294,144
343,506
19542,165
22351,333
16300,22977
16310,22977
3982,990
9497,513
10548,755
16638,971
930,25
22609,12
17724,22977
17781,22977
7746,313
10913,58
18159,22977
14642,83
18362,22977
462,11
18961,22977
2189,55
2211,47
15536,3
20177,22977
20323,22977
20964,22977
21004,22977
4010,431
3149,62
18755,178
3591,360
16190,506
7124,123
13209,138
21792,201
4828,46
22336,22977
22379,22977
8944,134
14045,71
14748,23
8029,292
9913,113
9024,36
2452,292
10676,62
9867,48
9320,35
4088,292
10326,38
21695,959
14509,397
2872,8
10862,24
19827,511
17419,764
20501,28
3157,56
5867,4
13837,49
4920,292
10321,49
3010,49
11738,49
6268,3
8199,34
9919,62
16372,58
9286,1107
16963,403
20602,229
7444,346
5898,93
1931,3
5872,120
4665,341
16515,386
1689,171
12966,90
8312,130
5957,0
144,6
1685,6
9403,106
3138,6
9858,502
6862,6
7152,6
8569,6
14711,6
642,71
15218,6
18207,44
17425,6
4992,0
14912,0
20305,6
7127,34
1826,137
19238,11
5330,805
17212,57
4454,0
14516,132
21973,94
9960,148
2149,287
20863,30
983,6
2362,28
15473,12
161,34
15128,51
19175,61
2644,34
3400,34
3426,34
22254,143
3617,34
3745,34
5279,34
6498,34
7943,584
22019,210
22515,49
20994,66
20308,4
20991,693
14592,10
18144,38
3068,126
15853,3
4498,62
5163,7
5736,50
18413,101
9854,39
18717,114
16461,48
22538,60
10882,34
10003,51
22000,9
11290,34
13999,34
14082,34
14444,34
14896,34
7706,523
11164,24
11882,285
19169,5
14934,31
14917,34
15728,34
6497,97
7526,13
5100,39
15453,84
15926,34
16361,34
17109,34
10852,45
19712,250
17216,34
13020,756
17251,34
17699,34
18884,34
17461,210
20647,34
10701,0
20940,34
21003,34
11879,50
4356,83
21823,20
6448,5
1001,50
7644,50
11466,50
11686,50
14600,5
21715,50
22498,50
2249,1106
10015,0
15205,1106
139,121
3881,93
4343,599
21606,0
1109,1106
18585,350
4316,1106
7825,1106
9901,1106
11806,1106
12543,1106
20858,641
5475,391
2904,6
20614,1106
21996,1106
19983,764
22009,1106
12618,959
4006,258
5,236
18799,259
14293,162
16133,80
4943,85
14066,21
1583,236
6349,236
21685,236
9724,10
1309,962
12406,259
16451,259
17984,259
4491,72
1409,162
257,1534
2311,49
12643,162
17130,162
17529,162
14809,232
4047,0
12575,8
19531,162
18387,80
10380,117
16234,1013
7030,941
20340,445
6993,241
20624,155
13571,77
12025,253
2219,80
13272,506
18223,248
1136,80
15499,1379
19528,369
9097,80
11052,80
11513,80
17214,80
21030,80
7107,56
10952,77
12219,222
22528,283
4712,0
21483,30
3342,47
10059,35
22183,22
20368,222
16004,283
13671,106
9672,179
9993,222
412,106
20030,74
16177,222
5986,283
1229,162
8590,222
16716,162
4948,137
268,20
2606,13
20526,16
17924,222
19143,162
3662,200
3684,77
22772,222
2276,35
1492,238
20504,222
21938,283
13277,80
13347,117
13741,9
46,222
213,222
9848,283
373,222
427,222
464,222
21093,73
7251,229
681,222
19144,491
1148,222
1330,222
8956,0
1719,222
1380,12
1814,222
2134,11
2412,192
22461,74
2841,222
3244,222
3286,222
11105,84
19173,961
13693,10
879,42
4064,42
16182,17
1527,53
14825,5
22584,444
12570,40
609,4
4524,50
2855,751
2176,12
2440,556
2777,10
2833,22
6317,88
15797,20
19349,18
3329,222
9437,192
3471,222
7511,106
18601,132
5105,74
19415,59
3531,222
3577,222
12521,103
4046,222
4783,222
5014,222
1231,283
9947,80
14638,737
4269,106
19790,537
5032,222
6028,222
6889,83
15129,234
6307,222
17564,192
12252,106
6510,222
6519,222
6615,222
6799,222
7025,222
7156,222
7257,222
18570,35
7628,222
8355,192
7054,961
8452,222
12811,113
7504,77
21613,120
6997,0
16997,25
5322,159
13572,4
8491,222
8506,222
16902,96
9504,222
9564,222
3446,594
10151,7
9568,222
9684,222
14927,192
224,42
7902,38
9704,222
9773,222
946,130
6873,327
10772,222
6394,80
19336,9
15093,0
10799,222
11186,222
5675,77
18671,25
11807,222
12128,222
15840,112
12776,222
14314,222
14560,222
14922,222
21236,6
15041,222
15111,222
15314,222
15793,222
15963,222
15992,222
10791,26
16395,222
16669,222
20423,7
16677,222
