,cat_counts,cat_avg_stars
-Food-Ethnic Food-American (New)-Restaurants-Specialty Food,1,4.0
-Piercing-Beauty & Spas,1,5.0
-Pool Halls-American (New)-Nightlife-Restaurants,1,3.0
-Print Media-Mass Media,1,2.5
-Arts & Entertainment-Performing Arts-Nightlife-Comedy Clubs,1,4.0
-Vegetarian-American (New)-Restaurants,1,3.5
-Food-Burgers-American (Traditional)-Ice Cream & Frozen Yogurt-Restaurants,1,4.0
-Food-Specialty Food-Bakeries-Chocolatiers & Shops,1,4.5
-American (Traditional)-Gluten-Free-Vegan-Restaurants,1,3.5
-Nightlife-Bars-Gay Bars-Diners-Restaurants,1,3.0
-Buffets-Dim Sum-Chinese-Restaurants,1,3.5
-Food-Desserts-Barbeque-Restaurants,1,2.5
-Food-Tapas Bars-Latin American-Coffee & Tea-Restaurants,1,4.0
-Food-Pizza-American (New)-Breweries-Restaurants,1,3.0
"-Hobby Shops-Comic Books-Shopping-Books, Mags, Music & Video",1,4.5
-Food-Ethnic Food-Thai-Specialty Food-Restaurants,1,4.0
-Polish-Scandinavian-Restaurants,1,4.5
-Cafes-American (New)-Restaurants,1,3.5
-Shopping-Computers-Home & Garden-Local Services-IT Services & Computer Repair-Appliances,1,3.5
-Pizza-Buffets-Restaurants,1,3.0
-Food-Shopping,1,4.0
-Nightlife-Sandwiches-Restaurants,1,4.0
-Food-Ice Cream & Frozen Yogurt-Restaurants-Sandwiches-Burgers,1,3.5
-Seafood-Steakhouses-American (Traditional)-Restaurants,1,3.5
-Cambodian-Restaurants,1,4.5
-Soul Food-Breakfast & Brunch-Southern-Restaurants,1,4.0
-Active Life-Skating Rinks,1,3.5
-Hotels & Travel-Travel Services-Airlines-Transportation,1,2.5
-Arts & Entertainment-Casinos-Bars-Lounges-Nightlife,1,3.0
-Nightlife-Italian-American (Traditional)-Bars-Restaurants,1,3.0
-Nightlife-Arts & Entertainment-Karaoke-Social Clubs,1,4.5
-Restaurants-Mexican-Event Planning & Services-Caterers,1,3.0
-Bakeries-Food-Caterers-Event Planning & Services-Restaurants-Sandwiches,1,4.0
-Food-Desserts-Coffee & Tea-Sandwiches-Restaurants,1,3.5
-Jewelry-Shopping-Home & Garden-Antiques-Furniture Stores,1,4.5
-Food-Donuts-Coffee & Tea-Cafes-Restaurants,1,4.0
-Food-Coffee & Tea-Vegan-Restaurants,1,4.0
-Shopping-Computers-Local Services-IT Services & Computer Repair-Electronics-Education,1,3.5
-Women's Clothing-Fashion-Shopping,1,4.5
-Bars-Restaurants-Nightlife-Pizza-Sports Bars-Italian,1,4.0
-Food-Specialty Food-Sandwiches-Restaurants,1,4.0
-Breakfast & Brunch-American (New)-Cafes-Restaurants,1,3.5
-Men's Clothing-Fashion-Shopping,1,4.5
-Seafood-Fish & Chips-American (Traditional)-Restaurants,1,2.5
-Food-Grocery-Breakfast & Brunch-Restaurants,1,4.0
-Breakfast & Brunch-Caterers-Sandwiches-Event Planning & Services-Restaurants,1,4.0
-Fashion-Shopping-Beauty & Spas-Men's Clothing-Cosmetics & Beauty Supply-Women's Clothing,1,3.5
-Food-Desserts-Bakeries-Specialty Food,1,5.0
-Food-Coffee & Tea-Chinese-Restaurants,1,3.5
-Turkish-Halal-Restaurants,1,4.5
-Food-Coffee & Tea-Cafes-Breakfast & Brunch-Restaurants,1,4.0
-Jazz & Blues-Arts & Entertainment-Nightlife,1,3.0
-Coffee & Tea-Food-Vegetarian-Specialty Food-Health Markets-Restaurants,1,4.0
-Shopping-Arts & Crafts-Event Planning & Services-Cards & Stationery-Art Supplies-Flowers & Gifts,1,4.5
-Food-Cheese Shops-Delis-Specialty Food-Restaurants,1,4.5
-Active Life-American (New)-Golf-Restaurants,1,4.0
-Food-Grocery-Farmers Market,1,4.0
-Coffee & Tea-Food-Caterers-Sandwiches-Restaurants-Event Planning & Services,1,3.5
-Bars-Shopping-Music Venues-Art Galleries-Arts & Entertainment-Nightlife,1,4.0
-Bars-Restaurants-Mexican-Sports Bars-Nightlife,1,3.0
-Beauty & Spas-Resorts-Event Planning & Services-Hotels & Travel-Day Spas-Hotels,1,4.0
-Bars-Pool Halls-Nightlife-Sports Bars,1,3.5
-Thai-Sushi Bars-Restaurants,1,3.5
-Bars-Asian Fusion-Nightlife-Lounges-Restaurants,1,4.0
-Food Stands-Filipino-Restaurants,1,4.0
-Seafood-Sushi Bars-Japanese-Restaurants,1,4.0
-Bars-American (Traditional)-Mexican-Nightlife-Restaurants,1,2.5
-Steakhouses-Restaurants-Brazilian,1,4.0
-Fashion-Shopping-Sporting Goods-Active Life-Fitness & Instruction-Women's Clothing-Yoga-Sports Wear,1,4.5
-Electronics-Computers-Shopping,1,4.0
-Food-Desserts-Vegetarian-Indian-Restaurants,1,3.5
-Kosher-Vegetarian-Vegan-Restaurants,1,4.0
-Arts & Entertainment-Cinema-Performing Arts,1,4.0
-Pizza-Food Stands-Restaurants,1,4.5
-Women's Clothing-Department Stores-Fashion-Shopping-Baby Gear & Furniture,1,3.0
-Bakeries-Food-Delis-Middle Eastern-Restaurants,1,4.5
-Mediterranean-Greek-Southern-Restaurants,1,3.0
-Italian-American (New)-Mediterranean-Restaurants,1,4.0
-Food-Donuts-Chinese-Restaurants,1,4.0
-Arts & Entertainment-Shopping-Music Venues-Art Galleries-Bars-Nightlife-Lounges,1,4.0
-Cheesesteaks-Restaurants,1,4.5
-Shopping-Eyewear & Opticians,1,4.5
-Food-Sandwiches-Breweries-Pizza-Restaurants,1,4.0
-Fast Food-Asian Fusion-Chinese-Restaurants,1,3.5
-Shopping-Home & Garden,1,4.5
-Coffee & Tea-Hawaiian-Food-Venues & Event Spaces-Caterers-Juice Bars & Smoothies-Event Planning & Services-Restaurants,1,4.5
-Dive Bars-Bars-Gay Bars-Nightlife-Lounges,1,3.5
-Pizza-Italian-Sandwiches-Restaurants,1,4.5
-Tapas/Small Plates-Spanish-Restaurants,1,3.5
-Asian Fusion-Japanese-Restaurants,1,4.0
-Bars-Mexican-Nightlife-Lounges-American (New)-Restaurants,1,3.0
-Asian Fusion-Italian-Japanese-Restaurants,1,4.0
-Active Life-Skating Rinks-Amusement Parks,1,4.0
-Delis-Italian-Sandwiches-Restaurants,1,4.5
-Bars-Music Venues-Arts & Entertainment-Dive Bars-Nightlife-Comedy Clubs,1,4.5
-Local Services,1,5.0
-Barbeque-Hawaiian-Restaurants,1,3.0
-American (Traditional)-Steakhouses-Barbeque-Restaurants,1,3.0
"-Used, Vintage & Consignment-Kitchen & Bath-Fashion-Shopping-Home & Garden",1,4.5
-Asian Fusion-Mexican-Chinese-Restaurants,1,3.5
-Bakeries-Food-Coffee & Tea-Desserts,1,4.0
-Mass Media-Radio Stations,1,4.0
-Dive Bars-Bars-Nightlife-Dance Clubs,1,3.0
-Active Life-Mini Golf-Amusement Parks-Event Planning & Services-Party & Event Planning,1,3.5
-Soup-Taiwanese-Chinese-Restaurants,1,4.0
-Caterers-Restaurants-Event Planning & Services-Italian,1,3.0
-Wine Bars-Bars-Restaurants-Nightlife-Tapas/Small Plates,1,4.0
-Tires-Automotive-Fashion-Shopping-Department Stores,1,3.5
-Burgers-American (New)-Gluten-Free-Restaurants,1,4.0
-Fast Food-Southern-Chicken Wings-Restaurants,1,3.0
"-Used, Vintage & Consignment-Fashion-Shopping-Antiques",1,4.0
"-Shopping-Home Decor-Arts & Crafts-Bookstores-Home & Garden-Event Planning & Services-Books, Mags, Music & Video-Cards & Stationery-Flowers & Gifts",1,4.5
-Grocery-Food-Ethnic Food-Japanese-Specialty Food-Restaurants,1,4.0
-Coffee & Tea-Music Venues-Food-Arts & Entertainment-Nightlife-Restaurants-Italian,1,3.5
-Vietnamese-Sandwiches-Restaurants,1,3.0
"-Food-Beer, Wine & Spirits-Vegetarian-Sandwiches-Restaurants",1,4.0
-Food-Ice Cream & Frozen Yogurt-Coffee & Tea-Breakfast & Brunch-Restaurants,1,4.0
-Active Life-Parks-Local Flavor-Playgrounds,1,4.5
-American (Traditional)-Sandwiches-Barbeque-Restaurants,1,3.5
-American (New)-Food Stands-Restaurants,1,4.0
-Food-Ice Cream & Frozen Yogurt-Vegan-Restaurants,1,4.5
-Food-Coffee & Tea-Pizza-Sandwiches-Restaurants,1,3.5
-Tours-Hotels & Travel-Mediterranean-Restaurants,1,4.0
-Modern European-American (New)-Restaurants,1,4.0
-Museums-Arts & Entertainment-Nightlife-Music Venues,1,4.5
-Pubs-Food-Bars-Breweries-Nightlife,1,3.5
-Breakfast & Brunch-Cafes-American (Traditional)-Restaurants,1,3.5
-Active Life-Hiking-Local Flavor,1,4.0
-Dermatologists-Doctors-Health & Medical,1,4.0
-Food-Burgers-Ice Cream & Frozen Yogurt-Sandwiches-Restaurants,1,3.5
-Department Stores-Fashion-Shopping-Discount Store,1,4.0
-Golf-Event Planning & Services-Active Life-Hotels & Travel-Hotels-Restaurants,1,4.0
-Local Services-Carpet Cleaning,1,5.0
-Cafes-Mexican-Restaurants,1,3.5
-Pubs-Bars-Nightlife-Lounges,1,3.0
-Wine Bars-Bars-Cafes-Nightlife-Restaurants,1,5.0
-Food-American (Traditional)-Breweries-Restaurants,1,3.0
-Greek-Mediterranean-Middle Eastern-Restaurants,1,3.5
-Food-Vegetarian-Juice Bars & Smoothies-Vegan-Restaurants,1,4.0
"-Food-Beer, Wine & Spirits-Bars-Nightlife-Lounges",1,3.0
-Bars-Vietnamese-Nightlife-Lounges-Restaurants,1,2.5
-Vietnamese-Asian Fusion-Restaurants,1,4.0
-Active Life-Boot Camps-Gyms-Trainers-Fitness & Instruction,1,5.0
"-Used, Vintage & Consignment-Fashion-Shopping-Maternity Wear",1,3.5
-Mexican-Food Stands-Restaurants,1,4.0
-Bars-Sushi Bars-Japanese-Nightlife-Lounges-Restaurants,1,4.0
-Vietnamese-Thai-Asian Fusion-Chinese-Restaurants,1,4.0
-Breakfast & Brunch-Mexican-Barbeque-Restaurants,1,3.5
-Painters-Home Services,1,4.5
-Piano Bars-Seafood-Steakhouses-Nightlife-Restaurants,1,3.5
-Restaurants-American (New)-Italian,1,4.0
-Health Markets-Food-Grocery-Ethnic Food-Specialty Food,1,3.0
-Nightlife-Bars-Lounges-French-Restaurants,1,3.5
-Coffee & Tea-Food-Cafes-Chocolatiers & Shops-Specialty Food-Restaurants,1,5.0
-Bars-Music Venues-Arts & Entertainment-Dive Bars-Nightlife-Lounges,1,3.5
-Automotive-Shopping-Personal Shopping,1,5.0
-Breakfast & Brunch-American (New)-Buffets-Restaurants,1,3.0
-Active Life-Mini Golf-Arts & Entertainment-Go Karts-Arcades,1,3.0
-Arts & Entertainment-Venues & Event Spaces-Nightlife-Music Venues-Event Planning & Services,1,3.0
-Nightlife-Thai-Bars-Restaurants,1,4.0
-Food-Ice Cream & Frozen Yogurt-Fast Food-Restaurants,1,3.5
-Food-Grocery-Middle Eastern-Restaurants,1,4.0
-Shopping-Home Services-Building Supplies-Home & Garden-Hardware Stores-Appliances,1,3.5
-Vegetarian-Hawaiian-Restaurants,1,4.0
-Food-Specialty Food-Grocery,1,4.5
-Pubs-Wine Bars-Bars-Nightlife,1,4.5
-Hobby Shops-Shopping-Toy Stores,1,5.0
-Fashion-Shopping-Shoe Stores-Outlet Stores,1,3.5
-Flowers & Gifts-Shopping-Event Planning & Services-Florists,1,5.0
-Active Life-Event Planning & Services-Party & Event Planning-Bowling,1,2.5
-Desserts-Food-Caterers-Specialty Food-Event Planning & Services-Chocolatiers & Shops,1,3.5
-Food-Ice Cream & Frozen Yogurt-Juice Bars & Smoothies,1,3.5
-Breakfast & Brunch-Cafes-Sandwiches-Restaurants,1,3.5
-Active Life-Sports Clubs-Yoga-Fitness & Instruction,1,3.5
-Pet Services-Pets-Pet Stores,1,3.5
-Delis-American (New)-Sandwiches-Restaurants,1,4.5
-Food-Donuts-Coffee & Tea-Fast Food-Restaurants,1,3.5
-Bakeries-Food-Restaurants-Sandwiches-Italian,1,4.0
"-Used, Vintage & Consignment-Fashion-Shopping-Arts & Crafts",1,4.5
-Tapas Bars-Bars-Nightlife-Lounges-Restaurants,1,3.5
-Bars-Pizza-American (Traditional)-Nightlife-Restaurants,1,3.5
-Handyman-Home Services,1,5.0
-Women's Clothing-Lingerie-Shopping-Fashion-Accessories,1,2.5
-Tobacco Shops-Shopping,1,5.0
-Pubs-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Gluten-Free-Sandwiches-Vegan-Restaurants,1,4.0
-Active Life-Recreation Centers-Gyms-Fitness & Instruction,1,4.5
-Pizza-American (New)-Restaurants,1,3.0
-Mediterranean-Sandwiches-Restaurants,1,3.0
-Fast Food-Middle Eastern-Restaurants,1,4.0
-Bars-Pool Halls-Nightlife,1,3.5
-Arts & Entertainment-Art Galleries-Shopping-Event Planning & Services-Venues & Event Spaces,1,4.5
-Food-Tea Rooms-British-Restaurants,1,4.5
-Active Life-Mini Golf-Arts & Entertainment-Amusement Parks-Arcades,1,2.0
-Cuban-Cafes-Restaurants,1,3.5
-Food-Desserts-Coffee & Tea-Breakfast & Brunch-Restaurants,1,4.0
-Nightlife-Asian Fusion-Sushi Bars-Karaoke-Restaurants,1,3.5
"-Fashion-Shopping-Home Decor-Used, Vintage & Consignment-Home & Garden-Local Services-Furniture Reupholstery",1,4.5
-Food-Desserts-Delis-Bakeries-Restaurants,1,4.5
-Korean-Thai-Chinese-Restaurants,1,3.0
-Swimming Pools-Venues & Event Spaces-Event Planning & Services-Active Life-Hotels & Travel-Hotels,1,4.0
-Mediterranean-Middle Eastern-Halal-Restaurants,1,4.5
-Seafood-Mexican-Tex-Mex-Restaurants,1,4.0
-Arts & Entertainment-Festivals-Local Flavor,1,4.0
-American (Traditional)-Cafes-Restaurants,1,4.5
-Active Life-Amusement Parks-Climbing-Gyms-Fitness & Instruction,1,4.0
-Event Planning & Services-Venues & Event Spaces-Nightlife,1,4.5
-Bakeries-Food-Grocery-Health Markets-Specialty Food,1,4.0
-Auto Repair-Automotive-Towing-Auto Glass Services,1,5.0
"-Bars-Food-Beer, Wine & Spirits-Nightlife-American (New)-Sports Bars-Restaurants",1,3.0
-Breakfast & Brunch-American (New)-Fast Food-Restaurants,1,4.0
-Bars-Latin American-Mexican-Nightlife-Restaurants,1,4.0
-Food-Do-It-Yourself Food-Buffets-Restaurants,1,3.5
-Department Stores-Grocery-Fashion-Shopping-Food-Automotive-Tires,1,3.0
-Do-It-Yourself Food-Health Markets-Specialty Food-Food-Gluten-Free-Restaurants,1,4.5
"-Grocery-Shopping-Florists-Food-Beer, Wine & Spirits-Flowers & Gifts",1,4.0
-Skin Care-Shopping-Cosmetics & Beauty Supply-Beauty & Spas,1,4.5
-Burgers-Hot Dogs-Mexican-Restaurants,1,3.5
-Food-Coffee & Tea-Internet Cafes,1,4.5
-Food-Ethnic Food-Specialty Food-Sandwiches-Restaurants-Hot Dogs,1,3.5
-Breakfast & Brunch-Delis-Restaurants,1,4.0
-Greek-Delis-Restaurants,1,4.5
-Burgers-Hawaiian-Restaurants,1,3.0
-Breakfast & Brunch-American (Traditional)-Sandwiches-Restaurants,1,3.5
-Hair Salons-Hair Stylists-Beauty & Spas,1,4.0
-Massage Therapy-Health & Medical-Physical Therapy-Chiropractors,1,4.5
-Local Services-Shopping-Bridal-Sewing & Alterations,1,5.0
-Burgers-Bars-Hot Dogs-Nightlife-Restaurants,1,4.0
-Arts & Entertainment-Botanical Gardens-Music Venues-Nightlife,1,4.5
-Food-Ethnic Food-Specialty Food-Restaurants,1,4.5
-Polish-American (Traditional)-Restaurants,1,4.0
-Korean-Hawaiian-Restaurants,1,3.5
-Russian-Restaurants,1,3.5
-Active Life-Yoga-Trainers-Fitness & Instruction,1,3.5
-Nightlife-Bars-Japanese-Restaurants,1,4.0
-Food-Donuts-Coffee & Tea-Bakeries,1,4.5
-Shopping-Guns & Ammo-Pawn Shops,1,5.0
-Food-Specialty Food-Farmers Market-Desserts,1,5.0
-Active Life-Hotels & Travel-Campgrounds-Parks,1,4.5
-Coffee & Tea-Music Venues-Food-Arts & Entertainment-Nightlife-Jazz & Blues,1,4.0
-Nightlife-Bars-Chicken Wings-Sports Bars-Restaurants,1,2.5
-Caribbean-Hawaiian-Restaurants,1,4.0
-Active Life-American (Traditional)-Golf-Restaurants,1,4.5
-Buffets-Mongolian-Restaurants,1,3.0
-Skin Care-Massage-Beauty & Spas,1,4.0
-Food-Juice Bars & Smoothies-Coffee & Tea-Vietnamese-Restaurants,1,3.5
-American (New)-Buffets-Restaurants,1,3.5
-Bars-Music Venues-Arts & Entertainment-Dance Clubs-Nightlife-Lounges,1,3.5
-Shopping Centers-Fashion-Shopping-Department Stores-Venues & Event Spaces-Event Planning & Services,1,3.0
-Food-Grocery-American (Traditional)-Breakfast & Brunch-Restaurants,1,4.0
-Nightlife-Irish-Arts & Entertainment-Music Venues-Restaurants,1,3.5
-Shades & Blinds-Home Services-Contractors,1,5.0
-Bakeries-Food-Breakfast & Brunch-Delis-Restaurants,1,3.5
-Fast Food-Southern-Restaurants,1,4.0
-Creperies-Food Stands-French-Restaurants,1,4.5
-Local Services-Shopping-Jewelry-Watch Repair,1,4.5
"-Books, Mags, Music & Video-Bookstores-Shopping-Toy Stores",1,4.0
-Active Life-Zoos-Kids Activities,1,3.5
-Restaurants-Mediterranean-Italian,1,4.0
-Cosmetology Schools-Specialty Schools-Education,1,4.5
-Food-Coffee & Tea-Creperies-Cafes-Restaurants,1,4.5
-Food-Coffee & Tea-Bikes-Shopping-Sporting Goods,1,4.0
-Shopping-Antiques-Home & Garden-Furniture Stores,1,4.5
-Pet Services-Veterinarians-Pet Training-Pet Boarding/Pet Sitting-Pets,1,4.5
-Bars-Asian Fusion-Buffets-Nightlife-Restaurants,1,4.0
-Appliances-Shopping-Home Decor-Home & Garden-Kitchen & Bath,1,3.0
-Bars-Chicken Wings-Nightlife-Karaoke-Sports Bars-Restaurants,1,3.0
-Bars-Hawaiian-Nightlife-Lounges-American (New)-Restaurants,1,3.5
-Opera & Ballet-Arts & Entertainment-Performing Arts,1,4.5
-Health & Medical-Physical Therapy-Massage-Beauty & Spas,1,4.5
-Coffee & Tea-Food-Breakfast & Brunch-Bars-Wine Bars-Nightlife-Restaurants,1,4.5
-Food-Grocery-Indian-Buffets-Restaurants,1,4.0
"-Food-Cheese Shops-Beer, Wine & Spirits-Specialty Food",1,4.5
-Dive Bars-Bars-Nightlife-Lounges,1,3.5
-Bars-Tapas Bars-Wine Bars-Nightlife-American (New)-Restaurants,1,4.0
-Restaurants-American (New)-Karaoke-Nightlife,1,3.0
-Breakfast & Brunch-Spanish-American (New)-Restaurants,1,3.5
-Food-Coffee & Tea-Cafes-Restaurants,1,4.0
-Seafood-American (New)-Restaurants,1,3.5
-Museums-Art Schools-Arts & Entertainment-Specialty Schools-Education,1,3.5
-Electricians-Home Services,1,5.0
-Seafood-Sushi Bars-Restaurants,1,3.5
-Peruvian-Restaurants,1,3.5
-Breakfast & Brunch-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Thai-Vietnamese-Restaurants,1,3.5
-Bars-Restaurants-Sports Bars-Karaoke-Nightlife,1,3.0
-Discount Store-Shopping,1,4.0
-Bars-Nightlife-Lounges-Sports Bars,1,3.0
-Arts & Entertainment-Bars-Nightlife-Music Venues,1,3.0
-Active Life-Pilates-Yoga-Fitness & Instruction,1,3.5
-Pet Services-Pets,1,5.0
-Television Stations-Mass Media,1,4.5
-Burgers-Hot Dogs-Sandwiches-Restaurants,1,4.5
-Polish-Restaurants,1,4.5
"-Fashion-Shopping-Used, Vintage & Consignment-Home & Garden-Antiques-Furniture Stores",1,4.0
-Hair Salons-Barbers-Beauty & Spas,1,2.5
-Asian Fusion-Buffets-Restaurants,1,3.0
-Nightlife-Breakfast & Brunch-Mexican-Bars-Restaurants,1,4.0
-Beauty & Spas-Hair Removal-Laser Hair Removal,1,5.0
-Kitchen & Bath-Shopping-Home Services-Home & Garden,1,5.0
-Skin Care-Hair Salons-Nail Salons-Beauty & Spas,1,5.0
-Restaurants-Gluten-Free-Italian,1,4.0
-Food-Specialty Food-Restaurants-Italian,1,4.5
-Museums-Hotels & Travel-Arts & Entertainment-Tours,1,4.5
-Active Life-Shopping-Beauty & Spas-Yoga-Fitness & Instruction,1,4.5
-Arts & Entertainment-Cinema-Bars-Lounges-Nightlife,1,4.5
-Food-Arts & Entertainment-Street Vendors-Festivals,1,2.0
-Food-Korean-Grocery-Restaurants,1,4.0
-Day Spas-Hair Removal-Massage-Beauty & Spas,1,3.5
-Women's Clothing-Fashion-Shopping-Accessories-Lingerie,1,4.0
-Art Schools-Specialty Schools-Shopping-Jewelry-Accessories-Fashion-Education,1,5.0
-Food-Ice Cream & Frozen Yogurt-Coffee & Tea-Desserts,1,4.0
-Shopping-Home Services-Home & Garden-Lighting Fixtures & Equipment-Furniture Stores-Home Decor,1,3.5
-Burgers-American (Traditional)-Steakhouses-Restaurants,1,4.0
-Arts & Entertainment-Cinema-American (New)-Restaurants,1,3.5
"-Arts & Entertainment-American (Traditional)-Food-Beer, Wine & Spirits-Cinema-Restaurants",1,4.0
-Arts & Crafts-Shopping-Costumes-Party & Event Planning-Event Planning & Services,1,4.5
-Food-Specialty Food-Candy Stores-Chocolatiers & Shops,1,4.0
-Music Venues-Bars-Arts & Entertainment-Nightlife-Lounges,1,4.0
-Active Life-Climbing-Hiking-Parks,1,4.5
-Pet Services-Pet Boarding/Pet Sitting-Pets,1,5.0
-American (New)-Sushi Bars-Restaurants,1,3.5
-American (Traditional)-French-Restaurants,1,3.0
-Oral Surgeons-Health & Medical-Dentists-General Dentistry-Cosmetic Dentists,1,4.0
-Steakhouses-Sandwiches-Restaurants,1,4.0
-Hotels & Travel-Landmarks & Historical Buildings-Tours-Public Services & Government,1,3.5
-Fashion-Shopping-Sporting Goods-Women's Clothing-Fitness & Instruction-Active Life-Yoga-Sports Wear,1,4.0
-Bars-American (Traditional)-Arts & Entertainment-Arcades-Nightlife-Sports Bars-Restaurants,1,3.0
-Shopping-Nurseries & Gardening-Home & Garden,1,5.0
-Food-Do-It-Yourself Food-Ice Cream & Frozen Yogurt-Desserts,1,4.0
"-Food-Beer, Wine & Spirits-American (New)-Restaurants",1,3.5
-Skin Care-Day Spas-Tanning-Beauty & Spas,1,4.5
-Active Life-Venues & Event Spaces-Amateur Sports Teams-Event Planning & Services,1,4.5
-Vegetarian-Gluten-Free-Vegan-Restaurants,1,5.0
-Specialty Schools-Education-Cooking Schools,1,4.0
-Latin American-Caribbean-Restaurants,1,3.5
-Food-Arts & Entertainment-Wineries,1,2.5
-Burgers-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Arts & Crafts-Shopping-Antiques,1,3.5
-Delis-Breakfast & Brunch-Restaurants,1,3.5
-German-Pubs-Bars-Nightlife-Restaurants,1,4.0
-Vegetarian-Persian/Iranian-Mediterranean-Restaurants,1,3.5
-Food-Specialty Food-Meat Shops-Ethnic Food-Cheese Shops,1,4.5
-Food-Bakeries-Grocery-Delis-Restaurants,1,4.5
-Art Galleries-Arts & Entertainment-Thrift Stores-Shopping,1,5.0
-Active Life-Gyms-Fitness & Instruction-Tanning-Beauty & Spas,1,4.5
-American (Traditional)-Cafes-Delis-Restaurants,1,3.5
-Food-Burgers-American (New)-Breweries-Restaurants,1,4.0
-Fast Food-Sushi Bars-Japanese-Restaurants,1,3.0
-Day Spas-Barbers-Beauty & Spas,1,4.5
-Nightlife-Mexican-Tex-Mex-Restaurants,1,3.0
-Food-Mexican-Restaurants,1,4.0
-Bakeries-Food-Specialty Food-Ethnic Food,1,4.5
-Bars-Mexican-Nightlife-Lounges-Restaurants,1,2.0
-Health Markets-Food-Shopping-Specialty Food,1,3.5
-Arts & Crafts-Shopping-Jewelry-Home & Garden-Home Decor,1,4.5
-Bakeries-Food-Sandwiches-French-Restaurants,1,3.5
-Department Stores-Fashion-Shopping-Drugstores-Discount Store,1,2.0
-Wine Bars-Bars-Nightlife-French-Restaurants,1,4.0
-Shopping-Home Decor-Food-Arts & Crafts-Home & Garden-Chocolatiers & Shops-Specialty Food-Event Planning & Services-Cards & Stationery-Flowers & Gifts,1,4.0
-Delis-Vegetarian-Restaurants,1,4.0
-Food-Ethnic Food-Restaurants-Vietnamese-Specialty Food,1,4.0
-Burgers-American (Traditional)-Mexican-Restaurants,1,4.5
-Food-Donuts-Cafes-Juice Bars & Smoothies-Restaurants,1,4.5
-Food-Street Vendors-Restaurants-Salad-Juice Bars & Smoothies,1,4.5
-Automotive-Auto Parts & Supplies-Car Dealers,1,3.5
-Hobby Shops-Shopping-Event Planning & Services-Party & Event Planning-Arts & Crafts,1,4.5
"-Food-Beer, Wine & Spirits-Ice Cream & Frozen Yogurt",1,4.5
-Vegetarian-Vegan-Chinese-Restaurants,1,3.5
-Nightlife-Bars-Sports Bars-Barbeque-Restaurants,1,4.0
-Food-Donuts-Breakfast & Brunch-Restaurants,1,4.5
-Skin Care-Nail Salons-Beauty & Spas,1,5.0
-Taiwanese-Restaurants,1,3.5
-Sushi Bars-Asian Fusion-Chinese-Restaurants,1,4.0
-British-Restaurants,1,4.5
-Nightlife-American (Traditional)-Karaoke-Bars-Restaurants,1,3.5
-Food-Grocery-Convenience Stores,1,4.5
-Electricians-Lighting Fixtures & Equipment-Home Services-Home Theatre Installation,1,5.0
-Art Supplies-Shopping-Framing-Arts & Crafts,1,4.0
-Shopping Centers-Shopping-Outlet Stores-Chinese-Restaurants,1,4.0
-Bars-Wine Bars-Nightlife-Italian-Pizza-Restaurants,1,4.0
-Breakfast & Brunch-Tex-Mex-Restaurants,1,4.0
-Food-Specialty Food-Shopping-Candy Stores-Toy Stores,1,4.0
-Restaurants-Sandwiches-Italian,1,4.0
-Seafood-American (New)-Hawaiian-Restaurants,1,3.5
-Fashion-Shopping-Accessories-Home & Garden,1,4.5
-Arts & Entertainment-Venues & Event Spaces-Arcades-Event Planning & Services-Bowling-Active Life,1,4.0
-Food-Seafood-Seafood Markets-Specialty Food-Barbeque-Restaurants,1,3.5
-Soup-Japanese-Restaurants,1,3.5
-Wine Bars-Bars-Latin American-Nightlife-Restaurants,1,4.0
-Professional Services-Bankruptcy Law-Lawyers-Personal Injury Law-General Litigation,1,5.0
-Food-Coffee & Tea-Arts & Entertainment,1,4.5
-Burgers-Barbeque-Restaurants,1,3.0
-Bars-Burgers-Nightlife-Restaurants-Sports Bars-Pizza,1,3.0
-Active Life-Golf-Local Flavor,1,4.5
-Greek-Middle Eastern-Restaurants,1,4.0
-Churches-Religious Organizations,1,5.0
-Bars-Restaurants-Wine Bars-Nightlife-Pizza-Italian,1,4.0
-Food-Tea Rooms-Japanese-Restaurants,1,4.5
-Nightlife-Asian Fusion-Karaoke-Filipino-Restaurants,1,4.0
-Animal Shelters-Pets,1,4.5
-Burgers-Steakhouses-Restaurants,1,4.0
-Arts & Entertainment-American (New)-Bars-Nightlife-Lounges-Cinema-Restaurants,1,4.0
-Bakeries-Food-Cafes-Restaurants,1,4.0
-Greek-American (Traditional)-Mediterranean-Restaurants,1,3.5
-Piano Bars-Arts & Entertainment-Nightlife-Music Venues,1,3.5
-Active Life-Steakhouses-Amusement Parks-Restaurants,1,3.5
-Jazz & Blues-Arts & Entertainment-Art Galleries-Shopping-Nightlife,1,4.0
-Greek-Vegetarian-Mediterranean-Middle Eastern-Restaurants,1,4.0
-Active Life-Recreation Centers-Gyms-Swimming Pools-Fitness & Instruction,1,4.0
-Seafood-Steakhouses-Gluten-Free-Restaurants,1,4.0
-Food-Specialty Food-Grocery-Seafood Markets,1,4.0
-Bakeries-Food-Event Planning & Services-Caterers,1,4.5
-Active Life-Yoga-Dance Studios-Fitness & Instruction,1,5.0
-Food-Bagels-Restaurants-Coffee & Tea-Sandwiches,1,4.5
