RecommendationId,bus_name,bus_review_count
11980,The Phoenix Cheesesteak Co,25
1712,Moira Sushi,156
14260,La Parilla Villa Catering,17
8346,Cupcakes by Design,33
5536,V.I.P. Barber Shop,8
2820,Switch Restaurant & Wine Bar,343
20685,Fattoush Restaurant,35
246,Mr Hunan,28
17273,Penzey's Spices,51
20757,A Taste of the Caribbean,60
6717,Boulders On Broadway,139
11005,Crackers & Co Cafe,131
15109,Royal Taj,79
171,Tessio's Pizza,44
14871,Siam Thai Cusine,82
20028,Jp's Food Mart,3
7611,Asi Es My Tierra,6
17966,Garcia's Mexican Restaurant,23
8522,Mr Hunan,28
4009,NCounter,135
6736,Asian Cafe Express,120
4061,Sal's Pizza,14
1789,Chipotle Mexican Grill,28
17541,Green Planet Postal,5
16104,Mr Hunan,28
10497,Az Tip and Toes Nails,28
21006,Mr Hunan,28
20153,Paisan's Pizza & Italian Kitchen,21
4074,Phoenix Sky Harbor International Airport,862
6994,Searsucker,68
14209,Arizona Mills,120
1437,Tanzy,116
956,Yelp's Cocktail Society at Frasher's!,24
11722,Wandering Horse Buffet,114
1438,Arizona Broadway Theatre,24
11691,Tempe Tavern,29
6358,Elite Event - A Kick-Off To Arizona Cocktail Week,36
19822,Baer's Den,26
1754,Half Price Books Records Magazines,15
4170,Little Szechuan,38
1364,Yard House,128
19644,University of Phoenix Stadium,80
7502,Papago Brewing,236
14191,Desert Ridge Marketplace,47
18151,Schmitt Jewelers,3
2772,Zipps Sports Grill,58
3301,Charming Charlie,18
16783,Dillard's Clearance Center,20
4307,Mamma Toledo's,9
20477,"Sandra Dee's Catering,LLC",3
7572,Dave's Dog House,33
22612,Experts On Sight,3
19746,CityScape,47
3497,Paisan's Pizza & Italian Kitchen,21
5913,Buca di Beppo,52
2627,Los Favoritos Tacos Shop,48
22688,On-Auk-Mor Indian Smoke Shop,8
22791,Super Pawn,3
15050,Dollar Tree Store #2687,3
198,Walmart,11
4326,Fry's & Fry's Marketplace,9
8300,Golden Corral Steak & Buffet House,36
11274,Michaels Arts & Crafts,6
11338,FedEx Office Print & Ship Center,6
248,Paisan's Pizza & Italian Kitchen,21
13025,The Chuck Box,213
5694,Golden Egg Roll,24
1169,Paisan's Pizza & Italian Kitchen,21
18614,Cornish Pasty Company,333
7221,Benihana,100
22354,Takamatsu Of Chandler,83
1639,Paisan's Pizza & Italian Kitchen,21
5293,Paisan's Pizza & Italian Kitchen,21
6558,Paisan's Pizza & Italian Kitchen,21
8477,Mido Sushi,90
7549,Paisan's Pizza & Italian Kitchen,21
9231,Paisan's Pizza & Italian Kitchen,21
10216,Paisan's Pizza & Italian Kitchen,21
11543,Paisan's Pizza & Italian Kitchen,21
15359,Paisan's Pizza & Italian Kitchen,21
5217,The Chuck Box,213
4308,Cracker Barrel Old Country Store,47
13948,Golden Corral Steak & Buffet House,36
18023,Native New Yorker,42
4192,McDonald's,10
15574,Paisan's Pizza & Italian Kitchen,21
15726,Paisan's Pizza & Italian Kitchen,21
19246,Paisan's Pizza & Italian Kitchen,21
19353,Paisan's Pizza & Italian Kitchen,21
20724,Paisan's Pizza & Italian Kitchen,21
21417,Paisan's Pizza & Italian Kitchen,21
3198,HomeGoods,3
324,Arcadia Tavern,160
17239,Four Peaks Brewing Co,735
13739,Sweet Cakes Café,58
4018,Mark's Cafe,28
1875,Sahara Middle Eastern Restaurant,90
12600,O.H.S.O. Eatery + nanoBrewery,153
4747,Golden Hawaiian BBQ,7
19590,Harkins Theatres,27
21953,Fairytale Brownies,59
20793,The Vig,316
13352,Valle Luna Mexican Restaurant,84
2195,Hazelwoods First Place Sports Grill,64
5781,Chipotle Mexican Grill,12
8933,Bosa Donuts,3
9620,Tommy Bahama Restaurant & Bar - Scottsdale,91
13970,Milk 'n' More Store,5
4482,Arcadia Tavern,160
20249,Zipp's Sports Grill,106
6675,Harkins Cine Capri at Tempe Marketplace,90
22193,Lo-Lo's Chicken & Waffles,357
18646,Tottie's Asian Fusion,130
4915,Sonic Drive-In,13
10955,Bungalow Bar & Grill,118
13886,Arcadia Tavern,160
2076,Duck & Decanter,108
7234,True Food Kitchen,434
266,Beckett's Table,323
10570,Indian Delhi Palace,98
7017,Baskin-Robbins 31 Ice Cream Stores,8
3435,Arcadia Tavern,160
21444,Capri on Camelback,15
5665,Arcadia Tavern,160
21068,Arcadia Tavern,160
22278,Four Peaks Brewing Co,735
4581,Pane Bianco,278
10280,Four Peaks Brewing Co,735
9295,Searsucker,68
19651,Mijana,56
3305,Tanzy,116
18035,Maizie's Cafe & Bistro,258
14349,Elite Event - A Kick-Off To Arizona Cocktail Week,36
5627,Caldero,36
14181,MercBar,93
13173,Oliveo Pizza,32
420,Praying Monk,47
13218,Zizzo Tailor Design Boutique,23
222,13th Floor Haunted House Phoenix,19
18963,Maricopa County Animal Care Center,26
5310,Rice Paper,171
18475,Phoenix Convention Center,34
17624,Trans-Siberian Orchestra,3
371,Old Navy,6
9845,Gojo Ethiopian Restauran,8
5053,Four Peaks Brewing Co,735
9159,Phoenix Sky Harbor International Airport,862
14529,Abuelos,70
870,Rudy's Country Store & Bar-B-Q,154
15163,Cien Agaves Tacos & Tequila,175
22309,Sandbar Mexican Grill,52
4082,Beef 'O'Brady's,29
22512,AMC Westgate 20,39
21842,University of Phoenix Stadium,80
19691,Surprise Stadium,35
15160,Tempe Beach Park,36
10516,Mel's Diner,22
13251,P.F. Chang's China Bistro,23
168,Comerica Theater,55
710,Estrella Mountain Regional Park,9
1385,NYPD Pizza,29
4528,Party City,5
4590,Chandler Fashion Center,68
5041,McDonalds,11
5084,Subway,10
12443,Corleone's,79
7592,Five Guys Burgers and Fries,33
9035,Carrabba's Italian Grill,33
10165,Quick Trip #425,12
11069,Supercuts,4
11231,Wal-Mart,3
22662,Wal Mart,3
12067,Julioberto's,13
15235,Subway,4
15340,Humberto's Taco Shop,7
17071,Paradise Bakery,12
21118,Smashburger,21
4178,Four Peaks Brewing Co,735
3526,Rubio's Fresh Mexican Grill,27
19908,RA Sushi Bar Restaurant,94
17504,Four Peaks Brewing Co,735
14173,7 Day Spa & Nails,51
14243,Four Peaks Brewing Co,735
12924,AMC Esplanade 14,167
10291,Lo-Lo's Chicken & Waffles,450
1011,Red Robin,39
11293,Wash Wizard Auto Spa,28
4305,Lowe's,15
16925,Food City,11
3909,Four Peaks Brewing Co,735
22949,Zipps Sports Grill,58
167,Alice Cooperstown,207
10688,Sleepy Dog Brewing,76
12065,Four Peaks Brewing Co,735
18957,Oregano's Pizza Bistro,186
12762,Orange Table,304
19333,Daily Dose,291
344,Four Peaks Brewing Co,735
19496,Starbucks  ,3
820,Four Peaks Brewing Co,735
1185,Four Peaks Brewing Co,735
4483,Four Peaks Brewing Co,735
5284,Four Peaks Brewing Co,735
4462,The Parlor,489
18019,Latitude Eight Thai Grill,106
4800,Zinburger,305
1726,La Grande Orange,22
7404,Oregano's Pizza Bistro,59
12047,Little Saigon,99
18735,BJ's Restaurant & Brewhouse,102
2500,Memphis Best BBQ,25
14203,The Armadillo Grill,102
5081,Hiro Sushi,185
14504,The Keg Steakhouse & Bar,78
2266,Majerle's,35
15613,Mariscos Playa Hermosa,84
4503,Chino Bandido,229
20081,Tamales Guadalajara Restaurante,6
7253,Four Peaks Brewing Co,735
7796,Four Peaks Brewing Co,735
9148,Four Peaks Brewing Co,735
9210,Four Peaks Brewing Co,735
19568,Sleepy Dog Brewing,76
13487,Four Peaks Brewing Co,735
19216,Abacus Inn,19
14232,Four Peaks Brewing Co,735
14362,Four Peaks Brewing Co,735
20275,Petco,4
11413,Imagine Dental,5
5119,Symphony Apartments,3
17312,Pet Smart,11
16642,Four Peaks Brewing Co,735
18730,Four Peaks Brewing Co,735
20497,Four Peaks Brewing Co,735
20747,Four Peaks Brewing Co,735
22104,Posh Improvisational Cuisine,144
10833,Full Circle Auto Wash,4
22926,Four Peaks Brewing Co,735
9082,Azteca Bakery & Mexican Fast Food,28
17129,Fiesta Burrito,92
22222,Azteca Bakery & Mexican Fast Food,28
12280,Lo-Lo's Chicken & Waffles,357
8253,Little Szechuan,38
16756,Nogales Hot Dogs,49
3458,Raising Cane's,45
12384,Bud's Glass Joint,3
22433,Rayner's Chocolate & Coffee Shop,10
12906,Oregano's Pizza Bistro,202
7586,My Big Fat Greek Restaurant,93
14505,Gallo Blanco Cafe,549
531,Oregano's Pizza Bistro,202
7012,Oregano's Pizza Bistro,202
18301,Republic Ramen + Noodles,171
8593,Oregano's Pizza Bistro,202
9283,Oregano's Pizza Bistro,202
18640,Oregano's Pizza Bistro,202
605,Mad Hatter Brew Pub,8
6143,Mad Hatter Brew Pub,8
8838,Mad Hatter Brew Pub,8
22389,Mad Hatter Brew Pub,8
7491,Smeeks,95
1341,Restaurant Mexico,77
10033,Rancho 7 Restaurant,3
3185,La Condesa Gourmet Taco Shop,307
652,Rancho De Tia Rosa,145
4043,Grimaldi's Pizzeria,287
4084,Sugar Bowl Ice Cream Parlor,197
13495,P.F. Chang's China Bistro,23
11999,Royal Jasmine Thai,24
2062,NYPD Pizza,14
8874,Sal's Tuscan Grill,51
22029,Pita Kitchen,29
21134,Cracker Barrel Old Country Store Inc,24
19891,La Condesa Gourmet Taco Shop,307
15526,Potbelly Sandwich Shop,8
21077,Urban Picnic,57
4823,Mad Hatter Mufflers & Brakes,3
2232,La Condesa Gourmet Taco Shop,307
21522,Hana Japanese Eatery,199
2080,Moto Sushi,139
22459,The Oink Cafe,74
17253,Casey Jones Pub & Grill,36
5990,America's Taco Shop,271
20709,Sutra Midtown,31
19318,La Condesa Gourmet Taco Shop,307
15068,Barrio Cafe,43
10520,Tacos Atoyac,182
9425,America's Taco Shop,128
11151,Regio's Mexican Food,17
8631,La Condesa Gourmet Taco Shop,307
11230,Barrio Café,398
21459,Chen & Wok,4
20928,The Habit Burger Grill,54
18211,Eye Opener Family Restaurant,30
12671,Blue Hound Kitchen & Cocktails,80
17573,Hot Topic,3
2036,Le Cordon Bleu,3
19125,"Gigi's Mind, Body & Soul Day Spa",5
22225,Dragonfly Tea Company,32
4221,La Condesa Gourmet Taco Shop,307
4729,Sweet Cakes Café,58
18530,Chili's Grill & Bar,8
14786,Cornish Pasty Company,333
3734,La Condesa Gourmet Taco Shop,307
14325,Hana Japanese Eatery,199
21491,Postino East,121
17604,Boba Tea House,95
11559,La Condesa Gourmet Taco Shop,307
8387,Cibo,594
20729,Rice Paper,171
2375,Middle Eastern Bakery & Deli,93
1621,La Condesa Gourmet Taco Shop,307
4866,Chino Bandido,431
19434,The Herb Box,236
22089,Desert Botanical Garden,262
17865,Proof,9
10867,La Madeleine,4
1927,La Condesa Gourmet Taco Shop,307
9323,Red Devil,55
6025,Pho Thanh,184
20152,Da Vàng,170
2258,La Condesa Gourmet Taco Shop,307
4455,La Condesa Gourmet Taco Shop,307
8827,La Condesa Gourmet Taco Shop,307
9467,La Condesa Gourmet Taco Shop,307
4078,Ben & Jerry's Scoop Shop,5
8957,Purcell Tire & Service,6
10731,La Condesa Gourmet Taco Shop,307
972,MedFresh Grill,70
5375,La Piccola Cucina,104
11509,La Condesa Gourmet Taco Shop,307
11735,La Condesa Gourmet Taco Shop,307
14294,La Condesa Gourmet Taco Shop,307
14386,La Condesa Gourmet Taco Shop,307
21844,True Food Kitchen,434
10038,Crazy Jim's Restaurant,79
16072,La Condesa Gourmet Taco Shop,307
16245,La Condesa Gourmet Taco Shop,307
16771,La Condesa Gourmet Taco Shop,307
8442,Postino Arcadia,575
12512,The Keg Steakhouse & Bar,91
11827,Dukes Sports Bar & Grill,72
22270,La Condesa Gourmet Taco Shop,307
22425,La Condesa Gourmet Taco Shop,307
11268,The Chuck Box,213
4261,RA Sushi Bar Restaurant,145
21843,AZ Tip & Toes Nails,5
6106,PetSmart Dog Park at Washington Park,24
12388,The Chuck Box,213
13400,The Chuck Box,213
21494,The Chuck Box,213
21951,The Chuck Box,213
13219,Luci's Healthy Marketplace,155
16431,St Francis Restaurant,461
8457,The Parlor,489
1813,Tacos Atoyac,182
82,Humble Pie,90
2915,Rice Paper,171
19502,The Main Ingredient Ale House And Café,238
7879,Inman & Sons Auto & Truck Center,7
9716,Garage Wine and Tap,104
22711,Luci's Healthy Marketplace,155
19556,The White Chocolate Grill,269
17355,Fuchsia,23
852,Luci's Healthy Marketplace,155
8946,Luci's Healthy Marketplace,155
9614,Luci's Healthy Marketplace,155
12106,Luci's Healthy Marketplace,155
6392,Revo Burrito,95
5103,AMC Esplanade 14,167
136,Coronado Cafe,128
6079,Defalco's Italian Grocery,270
20262,RA Sushi Bar Restaurant,145
12918,Rice Paper,171
19097,Nu Towne Saloon,4
12480,Songbird Coffee & Tea House,26
13663,Boston Market,6
976,Revo Burrito,95
947,NOCA,269
4536,Mi Patio Mexican Restaurant,189
15437,Hong Kong Restaurant,15
11490,Cyprus Grill of Phoenix,91
7941,Ajo Al's Mexican Cafe,52
17979,Desert Jade,69
15841,Revo Burrito,95
7666,Yellowtail Sushi & Steak,36
21001,Revo Burrito,95
8218,Del Frisco's Grille,58
4355,Piestewa Peak,81
12970,Comedor Guadalajara,87
4435,Arizona Mills,120
9619,Bliss ReBAR,202
1960,American Junkie,107
21771,Pita House,57
21740,NYPD Pizza,6
10128,24 Hour Fitness,32
17521,Arcadia Ice Arena,16
6481,24 Hour Fitness,34
20420,zpizza,54
3554,Piestewa Peak,81
16476,Jasmine Tokyo,70
12862,The Phoenician,160
22543,Dollar Car Rental,10
18185,Piestewa Peak,81
12659,The Old Spaghetti Factory,126
16240,Nicks Diner II,6
14300,Jimmy John's,19
17602,Popeye's,5
18200,Olive Garden Italian Restaurant ,15
6218,The Old Spaghetti Factory,126
13942,Chipotle Mexican Grill,15
6832,Matt's Big Breakfast,689
20437,The Downtown Deli,33
16744,The Westin Phoenix Downtown,21
14543,Breakfast Club,54
10977,The Old Spaghetti Factory,126
1702,FEZ,652
8776,JoBot Coffee,137
7321,The Old Spaghetti Factory,126
3803,Z'Tejas Southwestern Grill,85
3188,Romanelli's Deli & Bakery,57
11426,Arby's,6
7439,Arizona Hair Company,11
11563,P.croissants,43
18049,Janey's Coffeehouse,14
1261,Arizona Hair Company,11
7615,Arizona Hair Company,11
10177,Arizona Hair Company,11
12339,Arizona Hair Company,11
17917,Arizona Hair Company,11
18402,Arizona Hair Company,11
20851,Arizona Hair Company,11
5313,RigaTony's,129
8801,Postino Arcadia,575
21128,Roma Garden Ristorante,71
7597,Harkins Cine Capri at Tempe Marketplace,90
18593,Chipotle Mexican Grill,33
17317,The Rose and Crown,187
22003,Zipps Sports Grill,58
15878,Wonderful Wanda's,24
15685,My Wine Cellar,56
13670,Jobing.com Arena,73
5622,FilmBar,125
2376,Blue Coyote Cafe,19
17688,The Armadillo Grill,102
22322,Yogurtland,122
20017,Nothing Bundt Cakes,47
1445,Jersey Mike's Subs,41
9442,The Gilbert House,49
9405,Sprouts Farmers Market,57
17235,Gallagher's Sports Grill,44
13967,Caffe Boa Ahwatukee,60
6405,Ernie's Restaurant & Bar,31
6746,Nutrition 101,7
18048,AMF Christown Lanes,12
1434,RigaTony's,129
19053,Chandler Dental Health,9
2499,RigaTony's,129
22795,Va Bene,79
2203,RigaTony's,129
14961,Pita Jungle,157
16164,Brunchies,68
11658,RigaTony's,129
5728,Z'Tejas Southwestern Grill,108
42,Mekong Palace,48
7912,Delhi Palace Cuisine of India,68
3246,Rancho Pinot Grill,34
19598,Rokerij,272
17833,Rips Bar,34
6925,Rosita's Fine Mexican Food,70
7169,Stray Cat Bar & Grill,28
11322,Eco Laundry,28
17774,Thirsty Dog 2 Go,15
17139,Z'Tejas Southwestern Grill,108
18038,Claim Jumper,83
13605,Longhorn Steakhouse Mesa,5
20282,Mimis Cafe,34
15025,Mission Grille,9
9589,Z'Tejas Southwestern Grill,108
21415,Flo's Asian Kitchen,106
5191,Fairmont Scottsdale Princess,102
20909,Bourbon Steak,100
6879,Z'Tejas Southwestern Grill,108
10301,Yupha's Thai Kitchen,165
16691,Brio Tuscan Grille,123
13889,Harry's Lounge Tempe Mission Palm's Hotel,5
11267,Z'Tejas Southwestern Grill,108
13778,Z'Tejas Southwestern Grill,108
7799,Big Jimmy's $5 Large Pizza,29
993,Mijana,56
15211,AZ Bread Company,81
17029,Yelp's Cocktail Society at Frasher's!,24
18720,Musical Instrument Museum,134
12383,Street Eats Festival,46
6819,Fuego Bistro,258
5655,Wash Wizard Auto Spa,28
2492,Polar Ice Chandler,13
7222,Barro's Pizza,13
18339,Big Jimmy's $5 Large Pizza,29
20205,Postino East,121
14946,Mellow Mushroom,156
4024,RA Sushi Bar Restaurant,145
14854,Rula Bula,238
12626,The Keg Steakhouse & Bar,91
10960,Cadillac Ranch,137
12144,Jd Nails,4
19560,Groggy's,8
16013,Postino Arcadia,575
632,The Mission,441
22556,Hula's Modern Tiki,444
10498,unPhogettable,202
18344,Binkley's,109
10281,Pomegranate Cafe,141
18082,Farm At South Mountain,136
6841,Green New American Vegetarian,111
11103,Hiro Sushi,185
6927,Europa Pastry Cafe,30
15950,Postino Arcadia,575
20044,Postino Central,402
15415,Postino Arcadia,575
2034,RnR,264
19628,Yelp's Cocktail Society at Frasher's!,24
503,Butterfield's Pancake House,187
21451,Defalco's Italian Grocery,270
4011,First Watch,60
11590,La Stalla Cucina Rustica,70
5278,Postino Arcadia,575
12066,Target,10
5585,FEZ,652
5979,Gallo Blanco Cafe,549
19364,Chipotle,30
18290,Postino Arcadia,575
22661,Danny's Family Carousel Car Wash,58
8101,Hillstone,210
10669,True Food Kitchen,434
5572,Seasons 52,145
12836,Giuseppe's on 28th,141
7481,Postino Arcadia,575
6407,La Grande Orange Grocery,421
310,Hava Java,73
17546,Jade Bar,61
12510,Postino Arcadia,575
6921,Federal Pizza,123
2784,Patties,68
20047,Grazie Pizzeria & Wine Bar,132
7700,T. Roosevelt's Tavern,64
20090,Dozo,92
14901,J.K. Sushi,30
6725,Postino Arcadia,575
6303,Rocket Burger & Subs,157
21827,The Downside Risk,23
13229,Il Bosco Pizza,49
18620,Paradise Valley Burger Company,69
4323,Black Cat Coffee House,35
6914,Ken's Transmission,5
1939,Postino Arcadia,575
14924,Seasons 52,145
5754,The Breakfast Club,290
12733,Postino Arcadia,575
18912,True Food Kitchen,221
9329,Perk Eatery,79
15851,Westin Kierland Villas,20
22441,Postino Arcadia,575
22697,Chelsea's Kitchen,453
18630,True Food Kitchen,434
4620,Postino Arcadia,575
11713,Jimmy John's,5
2029,Postino Arcadia,575
8320,Primp and Blow,6
2432,Postino Arcadia,575
16884,Latitude Eight Thai Grill,106
8701,Thai Cafe,72
15882,Steve's Greenhouse Grill,79
5904,Postino Arcadia,575
10698,The Barbecue Company,49
8208,Postino Arcadia,575
13476,Postino Arcadia,575
15989,Postino Arcadia,575
17927,Postino Arcadia,575
21958,Spinners On the Green,8
21031,Postino Arcadia,575
5059,Philly Steak & Wings,18
3869,The Habit Burger Grill,54
11067,Philly Steak & Wings,18
21759,Tilted Kilt Pub & Eatery,57
1238,Claim Jumper,83
10229,Buffalo Wild Wings,51
12739,Aj's Purveyor of Fine Foods,44
4963,Phoenix Sky Harbor International Airport,862
12333,Bashas,5
16686,Cvs Pharmacy,4
9290,Aj's Purveyor of Fine Foods,44
21445,Paradise Bakery & Cafe,29
1816,Chelsea's Kitchen,453
20661,Cowboy Ciao,349
9841,North Fattoria Italiana,103
2923,Havana Café,147
14954,Cornelia Park,5
11321,Wash Around the Clock,3
6990,The Big Bang,122
12161,Tilted Kilt Pub & Eatery,75
10849,My Big Fat Greek Restaurant,93
15465,My Big Fat Greek Restaurant,93
15654,My Big Fat Greek Restaurant,93
7436,Lucky Boy Burger Shop,101
16339,Chino Bandido,431
22808,Matta's Grill and Cantina,30
10770,Teharu Sushi,196
8601,Bookmans Entertainment Exchange,81
12647,Starbucks Coffee,10
18913,Sonic Drive-In,4
909,Starbucks Coffee,3
2159,Arioso City Lofts,5
5526,Starbucks Coffee Company,18
9586,Hayden Butte Aka -A- Mountain,13
12180,Pollack Tempe Cinemas,66
14921,Babbo Italian Eatery,34
9800,Chipotle Mexican Grill,31
10028,Chandler Fashion Center,68
15089,Chick-Fil-A,21
35,Pane Bianco,278
1408,Pane Bianco,278
6629,Pane Bianco,278
18214,Lux,461
8036,FEZ,652
1154,Starbucks Coffee,6
15929,Starbucks,4
2371,North Fattoria Italiana,103
15810,Starbucks Coffee,19
19490,LA Fitness,65
6910,La Paloma Mexican Food,5
12287,First Watch,51
12077,Phoenix Skin Dermatology,6
16860,CVS/pharmacy,12
20522,Target,33
21303,Jamba Juice,14
7179,Pane Bianco,278
22741,Hey Joe! Filipino Street Food Truck,42
8391,Essence Bakery Café,263
14918,Orange Table,304
5074,Gordon Biersch Brewery Restaurant,132
18827,Phoenix Public Market,110
16559,Pane Bianco,278
22242,Pane Bianco,278
10707,Vino 100,18
18088,Whole Foods Market,95
7714,Lee Lee Oriental Supermarket,136
2186,Phoenix Ranch Market,15
22339,Dental Studio 101,3
2846,Sapporo,235
12896,Binkley's,109
21615,Grotto Cafe,3
19210,Chodang,109
17577,English Rose Tea Room,21
2702,Moira Sushi,156
9816,Hon Machi,40
16519,Eagles Buffet,24
7493,Little Szechuan,38
2641,Modern Burger,18
19911,Hong Kong Kitchen,3
15712,Ultra Star Multi-tainment Center,9
10328,Chipotle Mexican Grill,15
20830,Big Wa Chinese,3
160,Moira Sushi,156
1074,Thai'd Up,33
9457,Cold Stone Creamery,14
3855,Moira Sushi,156
1979,McGurkee's J P Sandwich Shop,42
500,Original Hamburger Works,111
20677,Spinato's Pizza,140
18076,First Watch,51
11829,Streets of New York,7
14834,Moira Sushi,156
5837,Federal Pizza,123
16662,On The Border,35
22727,Garage Wine and Tap,104
16553,Moira Sushi,156
1472,Linda's On Osborn,27
13734,Reathrey Sekong,117
19056,Moira Sushi,156
11051,Thai Elephant,109
16562,Tuck Shop,227
2501,Switch Restaurant & Wine Bar,343
872,#1 Brothers Pizza,10
3566,Biltmore Fashion Park,74
19553,Teharu Sushi,196
281,Tuck Shop,227
2090,Barrio Café,398
787,Vincent Market Bistro,62
9771,Central Bistro,52
9357,Carly's Bistro,203
2706,North Fattoria Italiano,11
13980,Rancho Manana Golf Club,5
593,Tuck Shop,227
4584,Tuck Shop,227
7563,The Saguaro,48
3587,The Clayton On the Park,5
9185,Tuck Shop,227
3453,5 & Diner,79
11244,Tuck Shop,227
14111,Li's Bowl,36
18693,Keith Scott W & Associates,4
12486,Tuck Shop,227
3260,CherryBlossom Noodle Cafe,309
14607,Potbelly Sandwich Shop,40
9623,Blue Hound Kitchen & Cocktails,80
17041,Tuck Shop,227
16703,Citizen Public House,347
3369,FnB,203
17378,Tuck Shop,227
22720,Tuck Shop,227
2322,Federal Pizza,123
10,Los Dos Molinos,37
10623,Postino Central,402
20183,Postino East,121
1595,Federal Pizza,123
12753,Bar Maximus,4
13104,Los Dos Molinos,37
19190,Athens Gyros,28
18073,Chanpen Thai Cuisine,29
8195,Moto Sushi,139
2100,Milagro Grill,38
15367,Spinato's Pizza,119
12985,Chloe's Corner,46
14973,Smashburger,138
10631,Federal Pizza,123
15075,Los Dos Molinos,37
328,Federal Pizza,123
84,Thirteen North,51
711,Babbo Italian Eatery,76
2696,Federal Pizza,123
4673,Lalibela Ethiopian Cafe,179
18659,Moto Sushi,139
18795,Scramble,248
16821,Paletas Betty,55
8878,RA Sushi Bar Restaurant,145
3657,Blue Hound Kitchen & Cocktails,80
11133,Federal Pizza,123
18003,Elements,169
16754,Federal Pizza,123
10440,Giant Coffee,135
2554,Dottie's True Blue Cafe,36
12764,Sephora,10
17941,Christopher's Restaurant/Crush Lounge,127
17044,Smeeks,95
11414,Bombay Spice Grill & Wine,131
19783,Shogun,79
9893,Federal Pizza,123
13718,Sandbar Mexican Grill,52
8017,Casey Jones Pub & Grill,36
2794,"John G Wood, DDS",6
22574,Federal Pizza,123
12032,Danny's Family Carousel Car Wash,58
5631,Party City,3
12552,Best Buy,18
16425,Little Szechuan,38
17665,Tammie Coe Cakes,5
15317,Cabin Coffee Cafe,36
5555,Federal Pizza,123
6686,Cupcakes by Design,33
21710,Federal Pizza,123
11192,Cupcakes by Design,33
19172,The Greek Pita,42
13929,Loving Hut,79
15178,Federal Pizza,123
20238,Dutch Bros. Coffee,9
5770,Matt's Big Breakfast,689
22392,The Habit Burger Grill,82
20542,Arizona Archery Club,4
13452,Los Reyes de la Torta,13
18181,Perk Eatery,79
8847,Smashburger,23
17248,Copenhagen Imports,8
6963,Federal Pizza,123
13757,The Home Depot,19
20345,How Do You Roll?,77
10608,Little Szechuan,38
6762,Petite Maison,222
7860,IKEA,175
15649,Provident Partners Mortgage,3
19636,Garage Wine and Tap,104
7963,Hava Java,73
11393,Bourbon Steak,100
4778,Zipps Sports Grill,53
18014,Old Heidelberg German Bakery,36
13230,Sonora Quest Laboratories,3
19961,Hinkley's Lighting,5
14585,Federal Pizza,123
11448,Lenny's Burger Shop,94
15695,Yelp's Cocktail Society at Frasher's!,24
6721,Circle K,3
12324,Samurai Comics,21
5614,Elite Event - A Kick-Off To Arizona Cocktail Week,36
12468,Pub Rock Live,3
12235,Urban Beans,99
2244,McDonald's,5
21430,Federal Pizza,123
21292,Udupi Indian Veg & Vegan Cuisine,89
8754,Federal Pizza,123
13538,Gallo Blanco Cafe,549
17177,True Food Kitchen,434
15363,The Roosevelt,224
16118,Giligin's Bar,124
2774,Dick's Hideaway,230
19772,Federal Pizza,123
15610,Gallo Blanco Cafe,549
10967,Seasons 52,145
11438,Winco Foods,37
21885,Ticoz Resto-Bar,298
4976,Agave - The Arizona Spa,17
10283,Federal Pizza,123
3510,Centurion,126
18561,Searsucker,68
19641,Gallo Blanco Cafe,549
1774,Federal Pizza,123
20285,Searsucker,68
17514,Michael Dominick's Lincoln Avenue Prime Steakhouse,73
20170,Kosmo's Doghouse,15
15505,Valentina's Bridal & Tailors,32
8612,Z's Greek,132
13162,Federal Pizza,123
3289,Eye Opener Family Restaurant,30
10751,Le Sans Souci Restaurant,19
17297,Federal Pizza,123
16232,Eye Opener Family Restaurant,30
13828,Anzios Italian Restaurant,46
496,Federal Pizza,123
9121,The Parlor,489
10337,HALO Animal Rescue,14
15859,Urban Yoga,43
1181,Federal Pizza,123
1374,Federal Pizza,123
1623,Federal Pizza,123
2142,Federal Pizza,123
11729,La Grande Orange Grocery,421
5811,Twin Peaks,76
16863,True Food Kitchen,434
13621,Mike and Ronda's The Place,127
6667,Durant's,281
16846,Salsa Blanca,55
18334,Federico's Mexican Food,21
18368,Paradise Bakery & Cafe,24
2180,Federal Pizza,123
22523,Poisoned Pen A Mystery Book Store,12
11653,Kay's Kafe,12
3110,Federal Pizza,123
3954,Federal Pizza,123
5920,Richardson's Cuisine of New Mexico,62
4259,Federal Pizza,123
4466,Federal Pizza,123
13125,Hula's Modern Tiki,444
6603,Robeks Smoothies,13
5238,Federal Pizza,123
21818,Strong Beer Festival,4
21344,US Airways Center,68
17996,Target,33
8378,First Watch,22
5370,Federal Pizza,123
6541,Federal Pizza,123
7366,Federal Pizza,123
15842,Youfit,21
12093,Alchemy At Copperwynd,21
7386,Federal Pizza,123
17611,Daily Dose MidTown,23
22905,Frank's Pizza & Wings,15
8153,Federal Pizza,123
8408,Federal Pizza,123
8658,Federal Pizza,123
9070,Federal Pizza,123
9282,NYPD Pizza,80
16394,My Tree Guy,4
10243,Federal Pizza,123
10399,Federal Pizza,123
10640,Federal Pizza,123
10907,Federal Pizza,123
11111,Federal Pizza,123
12545,Federal Pizza,123
20812,Dunkin Donuts,3
18308,Humble Pie,19
8084,Bashas,11
22872,Starbucks  ,3
12767,Federal Pizza,123
15276,Cibo,594
8009,Roaring Fork,293
15983,D'lish,255
