bus_categories,grp_cat_counts,grp_cat_avg_stars
-Music Venues-Arts & Entertainment-Event Planning & Services-Venues & Event Spaces-Nightlife,1,4
-Pubs-Wine Bars-Bars-Nightlife,1,4.5
-Flowers & Gifts-Shopping-Event Planning & Services-Florists,1,5
-Food-Desserts-Delis-Bakeries-Restaurants,1,4.5
-Mediterranean-Middle Eastern-Halal-Restaurants,1,4.5
-Asian Fusion-Mexican-Chinese-Restaurants,1,3.5
-Bars-Music Venues-Arts & Entertainment-Dive Bars-Nightlife-Lounges,1,3.5
"-Food-Beer, Wine & Spirits-Vegetarian-Sandwiches-Restaurants",1,4
-Automotive-Shopping-Personal Shopping,1,5
-Do-IT-Yourself Food-Health Markets-Specialty Food-Food-Gluten-Free-Restaurants,1,4.5
"-Bars-Food-Beer, Wine & Spirits-Nightlife-American (New)-Sports Bars-Restaurants",1,3
-Bakeries-Food-Grocery-Health Markets-Specialty Food,1,4
-American (New)-Nightlife-Dance Clubs-Restaurants,1,3
-American (Traditional)-Cafes-Restaurants,1,4.5
-Skin Care-Shopping-Cosmetics & Beauty Supply-Beauty & Spas,1,4.5
-Active Life-Event Planning & Services-Party & Event Planning-Bowling,1,2.5
-Arts & Entertainment-Botanical Gardens-Music Venues-Nightlife,1,4.5
-Cards & Stationery-Arts & Crafts-Flowers & Gifts-Shopping-Event Planning & Services,1,4
-Korean-Hawaiian-Restaurants,1,3.5
-Food-Ethnic Food-Specialty Food-Restaurants,1,4.5
-Burgers-Bars-Hot Dogs-Nightlife-Restaurants,1,4
-Local Services-Shopping-Bridal-Sewing & Alterations,1,5
-Korean-Thai-Chinese-Restaurants,1,3
-Massage Therapy-Health & Medical-Physical Therapy-Chiropractors,1,4.5
-Active Life-Mini Golf-Arts & Entertainment-Go Karts-Arcades,1,3
-Food-Ice Cream & Frozen Yogurt-Coffee & Tea-Juice Bars & Smoothies,1,4.5
-Musical Instruments & Teachers-Shopping,1,4
-Women's Clothing-Department Stores-Fashion-Shopping-Men's Clothing,1,3.5
"-Hobby Shops-Comic Books-Shopping-Books, Mags, Music & Video",1,4.5
-Seafood-Sushi Bars-Japanese-Restaurants,1,4
-Bars-Asian Fusion-Nightlife-Lounges-Restaurants,1,4
-Bars-Shopping-Music Venues-Art Galleries-Arts & Entertainment-Nightlife,1,4
-Breakfast & Brunch-Caterers-Sandwiches-Event Planning & Services-Restaurants,1,4
-Jewelry-Shopping-Home & Garden-Antiques-Furniture Stores,1,4.5
-Buffets-Dim Sum-Chinese-Restaurants,1,3.5
-Nightlife-Bars-Gay Bars-Diners-Restaurants,1,3
-Piercing-Beauty & Spas,1,5
-Food-Ethnic Food-American (New)-Restaurants-Specialty Food,1,4
-Polish-Scandinavian-Restaurants,1,4.5
-Food-Coffee & Tea-Vietnamese-Restaurants,1,4
-Food-Specialty Food-Candy Stores-Chocolatiers & Shops,1,4
-Bars-American (Traditional)-Pubs-Nightlife-Sports Bars-Restaurants,1,3.5
-Nightlife-Arts & Entertainment-Karaoke-Social Clubs,1,4.5
-Hair Salons-Day Spas-Beauty & Spas,1,5
-Hotels & Travel-Travel Services-Airlines-Transportation,1,2.5
-Soul Food-Breakfast & Brunch-Southern-Restaurants,1,4
-Food-Ice Cream & Frozen Yogurt-Restaurants-Sandwiches-Burgers,1,3.5
-Food-Shopping,1,4
-Pizza-Buffets-Restaurants,1,3
-Electronics-Computers-Shopping,1,4
-Kosher-Vegetarian-Vegan-Restaurants,1,4
-Active Life-American (New)-Golf-Restaurants,1,4
-Mexican-Event Planning & Services-Venues & Event Spaces-Restaurants,1,3.5
-Active Life-Landmarks & Historical Buildings-Public Services & Government-Local Flavor-Parks,1,4
-Seafood-Japanese-Restaurants,1,5
-Grocery-Mexican-Food-Ethnic Food-Specialty Food-Restaurants,1,4
-Animal Shelters-Pet Stores-Pets,1,4.5
-Food-Burgers-Sandwiches-Ice Cream & Frozen Yogurt-Restaurants,1,3.5
-Gastropubs-Cafes-Restaurants,1,2.5
-Shopping-Food-Home & Garden-Specialty Food-Kitchen & Bath-Personal Shopping,1,4
-Food-Bagels-Cafes-Restaurants,1,4.5
"-Bars-Food-Beer, Wine & Spirits-Wine Bars-Nightlife-Restaurants-Pizza",1,3.5
-Diners-Mexican-Tex-Mex-Restaurants,1,3.5
-Active Life-Hiking-Parks,1,4.5
-Bars-Breakfast & Brunch-Wine Bars-Nightlife-Restaurants-Sandwiches,1,4
-Active Life-Pilates-Fitness & Instruction,1,4.5
-Bars-Restaurants-American (Traditional)-Nightlife-Chicken Wings,1,3
-Active Life-Yoga-Dance Studios-Fitness & Instruction,1,5
-Food-Coffee & Tea-Chinese-Restaurants,1,3.5
-Food-Desserts-Bakeries-Specialty Food,1,5
-Men's Clothing-Fashion-Shopping,1,4.5
-Food-Specialty Food-Sandwiches-Restaurants,1,4
-Bakeries-Food-Coffee & Tea-Desserts,1,4
-Mass Media-Radio Stations,1,4
-Dive Bars-Bars-Nightlife-Dance Clubs,1,3
-Shopping-Home & Garden,1,4.5
-Barbeque-Hawaiian-Restaurants,1,3
-Tires-Automotive-Fashion-Shopping-Department Stores,1,3.5
-Fast Food-Southern-Chicken Wings-Restaurants,1,3
-Local Services,1,5
-Bars-Music Venues-Arts & Entertainment-Dive Bars-Nightlife-Comedy Clubs,1,4.5
-Delis-Italian-Sandwiches-Restaurants,1,4.5
-Mediterranean-Greek-Southern-Restaurants,1,3
-Arts & Entertainment-Shopping-Music Venues-Art Galleries-Bars-Nightlife-Lounges,1,4
-Shopping-Eyewear & Opticians,1,4.5
-Dive Bars-Bars-Gay Bars-Nightlife-Lounges,1,3.5
-Greek-Mediterranean-Middle Eastern-Restaurants,1,3.5
-Asian Fusion-Japanese-Restaurants,1,4
-Coffee & Tea-Music Venues-Food-Arts & Entertainment-Nightlife-Restaurants-Italian,1,3.5
-Bakeries-Food-Delis-Middle Eastern-Restaurants,1,4.5
-Seafood-American (New)-Restaurants,1,3.5
-Vietnamese-Sandwiches-Restaurants,1,3
-Food-Ice Cream & Frozen Yogurt-Coffee & Tea-Breakfast & Brunch-Restaurants,1,4
"-Food-Beer, Wine & Spirits-Bars-Nightlife-Lounges",1,3
-Soul Food-Southern-Restaurants,1,4.5
-Skin Care-Hair Removal-Beauty & Spas,1,4.5
-Active Life-Mini Golf-Amusement Parks-Event Planning & Services-Party & Event Planning,1,3.5
-American (Traditional)-Steakhouses-Barbeque-Restaurants,1,3
-Food-Do-IT-Yourself Food-Buffets-Restaurants,1,3.5
-Bars-Latin American-Mexican-Nightlife-Restaurants,1,4
-Breakfast & Brunch-Delis-Restaurants,1,4
-Greek-Delis-Restaurants,1,4.5
-Burgers-Hawaiian-Restaurants,1,3
-Breakfast & Brunch-American (Traditional)-Sandwiches-Restaurants,1,3.5
-Hair Salons-Hair Stylists-Beauty & Spas,1,4
-Breakfast & Brunch-Spanish-American (New)-Restaurants,1,3.5
-Russian-Restaurants,1,3.5
-Active Life-Yoga-Trainers-Fitness & Instruction,1,3.5
-Nightlife-Bars-Japanese-Restaurants,1,4
-Food-Donuts-Coffee & Tea-Bakeries,1,4.5
-Food-Coffee & Tea-Internet Cafes,1,4.5
-Burgers-Hot Dogs-Mexican-Restaurants,1,3.5
-Landmarks & Historical Buildings-Restaurants-Public Services & Government-Tex-Mex,1,3.5
-Seafood-Mexican-Tex-Mex-Restaurants,1,4
-Greek-Mexican-Restaurants,1,3
-Active Life-Amusement Parks-Climbing-Gyms-Fitness & Instruction,1,4
-Event Planning & Services-Venues & Event Spaces-Nightlife,1,4.5
"-Used, Vintage & Consignment-Fashion-Shopping-Antiques",1,4
-Breakfast & Brunch-American (New)-Fast Food-Restaurants,1,4
-Food-Coffee & Tea-Event Planning & Services-Caterers,1,3
-British-Restaurants,1,4.5
-Soup-Taiwanese-Chinese-Restaurants,1,4
-Pizza-Italian-Sandwiches-Restaurants,1,4.5
-Piano Bars-Seafood-Steakhouses-Nightlife-Restaurants,1,3.5
-Painters-Home Services,1,4.5
-Vietnamese-Asian Fusion-Restaurants,1,4
-Bars-Vietnamese-Nightlife-Lounges-Restaurants,1,2.5
-Food-Vegetarian-Juice Bars & Smoothies-Vegan-Restaurants,1,4
-Active Life-Skating Rinks-Amusement Parks,1,4
-Asian Fusion-Italian-Japanese-Restaurants,1,4
-Bars-Mexican-Nightlife-Lounges-American (New)-Restaurants,1,3
-Tapas/Small Plates-Spanish-Restaurants,1,3.5
-Coffee & Tea-Hawaiian-Food-Venues & Event Spaces-Caterers-Juice Bars & Smoothies-Event Planning & Services-Restaurants,1,4.5
-Breakfast & Brunch-Mexican-Barbeque-Restaurants,1,3.5
-Fast Food-Asian Fusion-Chinese-Restaurants,1,3.5
-Food-Sandwiches-Breweries-Pizza-Restaurants,1,4
-Cheesesteaks-Restaurants,1,4.5
-Food-Donuts-Chinese-Restaurants,1,4
-Grocery-Food-Ethnic Food-Japanese-Specialty Food-Restaurants,1,4
"-Shopping-Home Decor-Arts & Crafts-Bookstores-Home & Garden-Event Planning & Services-Books, Mags, Music & Video-Cards & Stationery-Flowers & Gifts",1,4.5
-Burgers-American (New)-Gluten-Free-Restaurants,1,4
-Shopping-Home Services-Internet Service Providers-Mobile Phones-Professional Services-Electronics,1,3
-Wine Bars-Bars-Restaurants-Nightlife-Tapas/Small Plates,1,4
-Health Markets-Food-Grocery-Ethnic Food-Specialty Food,1,3
-Scandinavian-Restaurants,1,3.5
-Vietnamese-Thai-Asian Fusion-Chinese-Restaurants,1,4
-Pubs-Bars-Nightlife-Lounges,1,3
-Home Services-Heating & Air Conditioning/HVAC,1,4.5
-Nightlife-Bars-Lounges-French-Restaurants,1,3.5
-Food-American (Traditional)-Breweries-Restaurants,1,3
-Wine Bars-Bars-Cafes-Nightlife-Restaurants,1,5
-American (Traditional)-Sandwiches-Barbeque-Restaurants,1,3.5
-Food-Ice Cream & Frozen Yogurt-Vegan-Restaurants,1,4.5
-Food-Coffee & Tea-Pizza-Sandwiches-Restaurants,1,3.5
-Pubs-Food-Bars-Breweries-Nightlife,1,3.5
-Breakfast & Brunch-Cafes-American (Traditional)-Restaurants,1,3.5
-Active Life-Hiking-Local Flavor,1,4
-Dive Bars-Bars-Nightlife-Lounges-Restaurants,1,4
-Golf-Event Planning & Services-Active Life-Hotels & Travel-Hotels-Restaurants,1,4
-Cafes-Mexican-Restaurants,1,3.5
-Food-Convenience Stores-American (New)-Cafes-Restaurants,1,4
-Food-Tea Rooms-British-Restaurants,1,4.5
-Local Services-Carpet Cleaning,1,5
-Sandwiches-Hawaiian-Restaurants,1,4
-Modern European-American (New)-Restaurants,1,4
-Active Life-Parks-Local Flavor-Playgrounds,1,4.5
-Active Life-Skating Rinks,1,3.5
-American (New)-Barbeque-Restaurants,1,4.5
-Cambodian-Restaurants,1,4.5
-Skin Care-Day Spas-Tanning-Beauty & Spas,1,4.5
-American (New)-Buffets-Restaurants,1,3.5
-Bars-Music Venues-Arts & Entertainment-Dance Clubs-Nightlife-Lounges,1,3.5
-Shopping Centers-Fashion-Shopping-Department Stores-Venues & Event Spaces-Event Planning & Services,1,3
-Food-Grocery-American (Traditional)-Breakfast & Brunch-Restaurants,1,4
-Nightlife-Irish-Arts & Entertainment-Music Venues-Restaurants,1,3.5
-Bakeries-Food-Breakfast & Brunch-Delis-Restaurants,1,3.5
-Fast Food-Southern-Restaurants,1,4
-Creperies-Food Stands-French-Restaurants,1,4.5
-Local Services-Shopping-Jewelry-Watch Repair,1,4.5
-Restaurants-Mediterranean-Italian,1,4
-Cosmetology Schools-Specialty Schools-Education,1,4.5
-Food-Coffee & Tea-Creperies-Cafes-Restaurants,1,4.5
-Food-Coffee & Tea-Bikes-Shopping-Sporting Goods,1,4
-Shopping-Antiques-Home & Garden-Furniture Stores,1,4.5
-Pet Services-Veterinarians-Pet Training-Pet Boarding/Pet Sitting-Pets,1,4.5
-Bars-Asian Fusion-Buffets-Nightlife-Restaurants,1,4
"-Fashion-Shopping-Used, Vintage & Consignment-Home & Garden-Antiques-Furniture Stores",1,4
-Bars-Hawaiian-Nightlife-Lounges-American (New)-Restaurants,1,3.5
-Hair Salons-Barbers-Beauty & Spas,1,2.5
-Hotels & Travel-Landmarks & Historical Buildings-Tours-Public Services & Government,1,3.5
-Bars-American (Traditional)-Arts & Entertainment-Arcades-Nightlife-Sports Bars-Restaurants,1,3
-Shopping-Nurseries & Gardening-Home & Garden,1,5
-Food-Do-IT-Yourself Food-Ice Cream & Frozen Yogurt-Desserts,1,4
-Caterers-Mexican-Event Planning & Services-Restaurants,1,3.5
-Afghan-Pakistani-Restaurants,1,4.5
-Buffets-Mongolian-Restaurants,1,3
-Bars-Nightlife-Lounges-Sports Bars,1,3
-Food-Coffee & Tea-Cafes-Restaurants,1,4
-Restaurants-French-Italian,1,4
-Museums-Art Schools-Arts & Entertainment-Specialty Schools-Education,1,3.5
-Day Spas-Beauty & Spas-Restaurants,1,4.5
-Seafood-Sushi Bars-Restaurants,1,3.5
-Peruvian-Restaurants,1,3.5
-Breakfast & Brunch-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Thai-Vietnamese-Restaurants,1,3.5
-Bars-Restaurants-Sports Bars-Karaoke-Nightlife,1,3
-Discount Store-Shopping,1,4
-Arts & Entertainment-Bars-Nightlife-Music Venues,1,3
-Active Life-American (Traditional)-Golf-Restaurants,1,4.5
-Active Life-Pilates-Yoga-Fitness & Instruction,1,3.5
-Pet Services-Pets,1,5
-Television Stations-Mass Media,1,4.5
-Burgers-Hot Dogs-Sandwiches-Restaurants,1,4.5
-Polish-Restaurants,1,4.5
-Opera & Ballet-Arts & Entertainment-Performing Arts,1,4.5
-Bars-Wine Bars-Nightlife-Italian-Pizza-Restaurants,1,4
-Bars-Chicken Wings-Nightlife-Karaoke-Sports Bars-Restaurants,1,3
-Coffee & Tea-Music Venues-Food-Arts & Entertainment-Nightlife-Jazz & Blues,1,4
-Caribbean-Hawaiian-Restaurants,1,4
"-Food-Beer, Wine & Spirits-American (New)-Restaurants",1,3.5
-Active Life-Venues & Event Spaces-Amateur Sports Teams-Event Planning & Services,1,4.5
-Food-Bakeries-Coffee & Tea,1,4.5
-Vegetarian-Gluten-Free-Vegan-Restaurants,1,5
-Active Life-Shopping-Beauty & Spas-Yoga-Fitness & Instruction,1,4.5
-Arts & Entertainment-Cinema-Bars-Lounges-Nightlife,1,4.5
-Food-Arts & Entertainment-Street Vendors-Festivals,1,2
-Food-Korean-Grocery-Restaurants,1,4
-Day Spas-Hair Removal-Massage-Beauty & Spas,1,3.5
-Women's Clothing-Fashion-Shopping-Accessories-Lingerie,1,4
-Art Schools-Specialty Schools-Shopping-Jewelry-Accessories-Fashion-Education,1,5
-Food-Ice Cream & Frozen Yogurt-Coffee & Tea-Desserts,1,4
-Mediterranean-Middle Eastern-Restaurants,1,4.5
-Shopping-Home Services-Home & Garden-Lighting Fixtures & Equipment-Furniture Stores-Home Decor,1,3.5
-Arts & Entertainment-Cinema-American (New)-Restaurants,1,3.5
"-Arts & Entertainment-American (Traditional)-Food-Beer, Wine & Spirits-Cinema-Restaurants",1,4
-Arts & Crafts-Shopping-Costumes-Party & Event Planning-Event Planning & Services,1,4.5
-Music Venues-Bars-Arts & Entertainment-Nightlife-Lounges,1,4
-Active Life-Climbing-Hiking-Parks,1,4.5
-American (New)-Sushi Bars-Restaurants,1,3.5
-American (Traditional)-French-Restaurants,1,3
-Food-Active Life-Coffee & Tea-Yoga-Fitness & Instruction,1,4.5
-Hot Dogs-Sandwiches-Restaurants,1,3.5
-Bakeries-Food-Restaurants,1,3
"-Music & DVDs-Books, Mags, Music & Video-Vinyl Records-Shopping",1,3.5
-Shopping-Home Services-Building Supplies-Home & Garden-Hardware Stores-Lighting Fixtures & Equipment,1,3
-Burgers-Fast Food-Hot Dogs-Restaurants,1,3.5
-Museums-Hotels & Travel-Arts & Entertainment-Tours,1,4.5
-Restaurants-Gluten-Free-Italian,1,4
-Fast Food-Tex-Mex-Restaurants,1,3.5
-Active Life-Gyms-Fitness & Instruction-Tanning-Beauty & Spas,1,4.5
-Food-Street Vendors,1,4.5
-Specialty Schools-Education-Cooking Schools,1,4
-Active Life-Amateur Sports Teams,1,4.5
-Latin American-Caribbean-Restaurants,1,3.5
-Food-Arts & Entertainment-Wineries,1,2.5
-Burgers-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Delis-Breakfast & Brunch-Restaurants,1,3.5
-Food-Breakfast & Brunch-Buffets-Restaurants,1,4
-Vegetarian-Persian/Iranian-Mediterranean-Restaurants,1,3.5
-Food-Bakeries-Grocery-Delis-Restaurants,1,4.5
-American (Traditional)-Cafes-Delis-Restaurants,1,3.5
-Kitchen & Bath-Shopping-Home Services-Home & Garden,1,5
-Food-Burgers-American (New)-Breweries-Restaurants,1,4
-Fast Food-Sushi Bars-Japanese-Restaurants,1,3
-Day Spas-Barbers-Beauty & Spas,1,4.5
-Nightlife-Mexican-Tex-Mex-Restaurants,1,3
-Food-Mexican-Restaurants,1,4
-Fashion-Shopping-Sporting Goods-Women's Clothing-Fitness & Instruction-Active Life-Yoga-Sports Wear,1,4
-American (Traditional)-Chicken Wings-Restaurants,1,3
-Steakhouses-Sandwiches-Restaurants,1,4
-Nightlife-Breakfast & Brunch-Mexican-Bars-Restaurants,1,4
-Oral Surgeons-Health & Medical-Dentists-General Dentistry-Cosmetic Dentists,1,4
-Food-Specialty Food-Meat Shops-Ethnic Food-Cheese Shops,1,4.5
-Bars-Tapas Bars-Wine Bars-Nightlife-American (New)-Restaurants,1,4
-Dive Bars-Bars-Nightlife-Lounges,1,3.5
"-Food-Cheese Shops-Beer, Wine & Spirits-Specialty Food",1,4.5
-Wine Bars-Bars-Nightlife-French-Restaurants,1,4
-Delis-Vegetarian-Restaurants,1,4
-Food-Ethnic Food-Restaurants-Vietnamese-Specialty Food,1,4
-Burgers-American (Traditional)-Mexican-Restaurants,1,4.5
-Food-Tapas Bars-Latin American-Coffee & Tea-Restaurants,1,4
-Automotive-Auto Parts & Supplies-Car Dealers,1,3.5
-Shopping-Jewelry,1,3.5
"-Food-Beer, Wine & Spirits-Ice Cream & Frozen Yogurt",1,4.5
-Vegetarian-Vegan-Chinese-Restaurants,1,3.5
-Arts & Entertainment-American (New)-Caterers-Event Planning & Services-Cinema-Restaurants,1,4
-Food-Donuts-Breakfast & Brunch-Restaurants,1,4.5
-Skin Care-Nail Salons-Beauty & Spas,1,5
-Taiwanese-Restaurants,1,3.5
-Sushi Bars-Asian Fusion-Chinese-Restaurants,1,4
-Nightlife-American (Traditional)-Karaoke-Bars-Restaurants,1,3.5
-Bars-Nightlife-Hotels & Travel-Event Planning & Services-Hotels-Restaurants,1,2.5
-Electricians-Lighting Fixtures & Equipment-Home Services-Home Theatre Installation,1,5
-Art Supplies-Shopping-Framing-Arts & Crafts,1,4
-Food-Bagels-Breakfast & Brunch-Delis-Restaurants,1,4
-Shopping Centers-Shopping-Outlet Stores-Chinese-Restaurants,1,4
-Doctors-Health & Medical-Family Practice,1,3
-Food-Juice Bars & Smoothies-Filipino-Restaurants,1,4
-American (Traditional)-Pizza-Salad-Restaurants,1,3
-Department Stores-Fashion-Shopping-Drugstores-Discount Store,1,2
-Bakeries-Food-Sandwiches-French-Restaurants,1,3.5
-Arts & Entertainment-Music Venues-Bars-Nightlife-Lounges-American (New)-Restaurants,1,3.5
-Nightlife-Asian Fusion-Karaoke-Filipino-Restaurants,1,4
-Arts & Entertainment-Venues & Event Spaces-Arcades-Event Planning & Services-Bowling-Active Life,1,4
-Food-Seafood-Seafood Markets-Specialty Food-Barbeque-Restaurants,1,3.5
-Soup-Japanese-Restaurants,1,3.5
-Wine Bars-Bars-Latin American-Nightlife-Restaurants,1,4
-Food-Coffee & Tea-Arts & Entertainment,1,4.5
-Burgers-Barbeque-Restaurants,1,3
-Active Life-Golf-Local Flavor,1,4.5
-Greek-Middle Eastern-Restaurants,1,4
-Bars-Restaurants-Wine Bars-Nightlife-Pizza-Italian,1,4
-Food-Tea Rooms-Japanese-Restaurants,1,4.5
-Animal Shelters-Pets,1,4.5
-Breakfast & Brunch-Tex-Mex-Restaurants,1,4
-Burgers-Steakhouses-Restaurants,1,4
-Bakeries-Food-Cafes-Restaurants,1,4
-Greek-American (Traditional)-Mediterranean-Restaurants,1,3.5
-Piano Bars-Arts & Entertainment-Nightlife-Music Venues,1,3.5
-Museums-Arts & Entertainment-Nightlife-Music Venues,1,4.5
-Active Life-Steakhouses-Amusement Parks-Restaurants,1,3.5
-Jazz & Blues-Arts & Entertainment-Art Galleries-Shopping-Nightlife,1,4
-Seafood-American (New)-Hawaiian-Restaurants,1,3.5
-Auto Repair-Automotive-Towing-Auto Glass Services,1,5
-Food-Specialty Food-Shopping-Candy Stores-Toy Stores,1,4
-Bakeries-Food-Event Planning & Services-Caterers,1,4.5
-Ice Cream & Frozen Yogurt-Food-Restaurants-Desserts-Hot Dogs-Fast Food,1,2.5
-Food-Tea Rooms-Coffee & Tea,1,4.5
-Specialty Schools-Swimming Pools-Fitness & Instruction-Active Life-Education-Swimming Lessons/Schools,1,4.5
"-Food-Beer, Wine & Spirits-Grocery-Farmers Market",1,4
-Thai-Chinese-Restaurants,1,2.5
-Lingerie-Shopping-Fashion,1,3.5
-Dim Sum-Chinese-Restaurants,1,4
-Event Planning & Services-Party & Event Planning,1,4
-Bars-Burgers-Nightlife-Restaurants-Sports Bars-Pizza,1,3
-Restaurants-American (New)-Karaoke-Nightlife,1,3
-Grocery-Food-Ethnic Food-Specialty Food-Middle Eastern-Halal-Restaurants,1,4
-Bakeries-Food-Specialty Food,1,3.5
-Indian-Buffets-Halal-Restaurants,1,4
-Active Life-Local Flavor-Parks,1,3
-Wine Bars-Bars-Nightlife-Lounges,1,3.5
"-Books, Mags, Music & Video-Vinyl Records-Shopping",1,4
-Sushi Bars-Hawaiian-Chinese-Restaurants,1,4
-Sushi Bars-Nightlife-Restaurants,1,3.5
-Hair Salons-Shopping-Cosmetics & Beauty Supply-Beauty & Spas,1,3
-Thai-Vegetarian-Restaurants,1,4
-Children's Clothing-Fashion-Shopping-Baby Gear & Furniture,1,4
-Restaurants-Sandwiches-Italian,1,4
-Health Markets-Food-Shopping-Specialty Food,1,3.5
-Bars-Mexican-Nightlife-Lounges-Restaurants,1,2
-Food-Grocery-Indian-Buffets-Restaurants,1,4
-Bars-Gay Bars-Karaoke-Nightlife,1,4
"-Food-Specialty Food-Grocery-Beer, Wine & Spirits",1,4
"-Food-Beer, Wine & Spirits-Bars-Sports Bars-Nightlife",1,3
-Food-Grocery-Breakfast & Brunch-Restaurants,1,4
-Active Life-Barre Classes-Pilates-Yoga-Fitness & Instruction,1,4.5
-Active Life-Hotels & Travel-Golf-Event Planning & Services-Hotels,1,4
-Food-Desserts-Restaurants-Italian,1,2.5
-Doctors-Health & Medical-Family Practice-Urgent Care,1,4
-Food-Desserts-Creperies-French-Restaurants,1,4
-Bakeries-Food-French-Restaurants,1,4
-Dive Bars-Pubs-Bars-Nightlife-Lounges,1,4
"-Grocery-Shopping-Florists-Food-Beer, Wine & Spirits-Flowers & Gifts-Restaurants",1,4
-Active Life-Dog Parks-Amateur Sports Teams-Parks,1,4
-Mongolian-Barbeque-Restaurants,1,3
-Hotels & Travel-Taxis-Airport Shuttles-Limos-Transportation,1,3
-Greek-American (New)-Restaurants,1,4
-Food-Bakeries-Coffee & Tea-Vegan-Restaurants,1,4.5
-Hot Dogs-Mexican-Gluten-Free-Restaurants,1,3.5
-Bars-Restaurants-Nightlife-Italian,1,4
-Local Services-Community Service/Non-Profit-Thrift Stores-Shopping,1,3
-Food-Specialty Food-Flowers & Gifts-Shopping-Fruits & Veggies,1,4.5
-Pubs-Bars-Nightlife-Sandwiches-Restaurants,1,3.5
-Day Spas-Hotels & Travel-Hotels-Event Planning & Services-Beauty & Spas,1,4
-Food-Bagels-Restaurants-Coffee & Tea-Sandwiches,1,4.5
-Health & Medical-Chiropractors,1,5
-Nightlife-Bars-Asian Fusion-Sports Bars-Restaurants,1,4
-Cafes-Sandwiches-Restaurants,1,4.5
-Food-Chinese-Restaurants,1,3
-Seafood-Steakhouses-American (Traditional)-Restaurants,1,3.5
-Bars-Mexican-Nightlife-Local Flavor-Restaurants,1,4.5
"-Used, Vintage & Consignment-Fashion-Shopping-Maternity Wear",1,3.5
-Bars-Food-Arts & Entertainment-Venues & Event Spaces-Wine Bars-Wineries-Event Planning & Services-Nightlife,1,4
-Buffets-Filipino-Restaurants,1,3
-Pubs-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Buffets-Mexican-Restaurants,1,2
-Italian-Hot Dogs-Sandwiches-Restaurants,1,3.5
-Food-Desserts-Specialty Food,1,4.5
-Active Life-Parks-Hiking,1,4.5
-Coffee & Tea-Food-Breakfast & Brunch-Bars-Wine Bars-Nightlife-Restaurants,1,4.5
-Pizza-Mediterranean-Restaurants,1,4
-American (Traditional)-Hot Dogs-Restaurants,1,4
-Food-Coffee & Tea-Breakfast & Brunch-Vegan-Restaurants,1,4
-Creperies-Fondue-French-Restaurants,1,4.5
-Bars-Sushi Bars-Nightlife-Restaurants,1,3
-Nightlife-Bars-Mexican-Tex-Mex-Restaurants,1,3.5
-Active Life-Recreation Centers-Gyms-Swimming Pools-Fitness & Instruction,1,4
-Active Life-Health & Medical-Yoga-Physical Therapy-Fitness & Instruction,1,4.5
-Nightlife-Sandwiches-Restaurants,1,4
-Shopping-Home & Garden-Antiques-Furniture Stores,1,4
-Fashion-Shopping-Accessories-Jewelry,1,4.5
-Active Life-Amusement Parks-Event Planning & Services-Venues & Event Spaces,1,4
-Active Life-Boating-Lakes,1,4.5
-Shopping-Photography Stores & Services,1,3.5
-Beauty & Spas-Hair Removal-Nail Salons,1,2.5
-Food-Convenience Stores,1,5
-Nightlife-Venues & Event Spaces-Event Planning & Services,1,3.5
-Breakfast & Brunch-Restaurants-Italian,1,3
-Home Services-Contractors,1,3
-Sandwiches-Restaurants-Pizza-Italian,1,3.5
"-Grocery-Shopping-Florists-Food-Beer, Wine & Spirits-Flowers & Gifts",1,4
-Food-Gelato-Pizza-Restaurants,1,4.5
-Food-Tea Rooms-Breakfast & Brunch-Coffee & Tea-Restaurants,1,4.5
-Bakeries-Food-Specialty Food-Ethnic Food,1,4.5
-Active Life-Specialty Schools-Education-Swimming Lessons/Schools-Fitness & Instruction,1,5
-Food-Venues & Event Spaces-Farmers Market-Active Life-Horseback Riding-Event Planning & Services,1,5
-Reflexology-Health & Medical-Massage-Beauty & Spas,1,4.5
-Adult Entertainment-Nightlife,1,3
-Korean-Sushi Bars-Japanese-Restaurants,1,3.5
-Nightlife-Bars-Sushi Bars-Japanese-Restaurants,1,2.5
-Mexican-Vegan-Restaurants,1,3.5
-Mediterranean-Greek-Middle Eastern-Restaurants,1,4
-Food-Juice Bars & Smoothies-Coffee & Tea-Vietnamese-Restaurants,1,3.5
-Food-Breakfast & Brunch-Bagels-Delis-Restaurants,1,3
-Arts & Entertainment-Music Venues-Dance Clubs-Nightlife-American (New)-Restaurants,1,3.5
-American (New)-Chicken Wings-Restaurants,1,4.5
-Fashion-Shopping-Accessories-Home & Garden,1,4.5
-Food-Specialty Food,1,4.5
-Food-Burgers-Ice Cream & Frozen Yogurt-Diners-Restaurants,1,4
-Seafood-Buffets-Restaurants,1,3.5
-Vegetarian-Sandwiches-Restaurants,1,4
-Bakeries-Food-Specialty Food-Ethnic Food-Desserts,1,4.5
-Bars-American (Traditional)-Nightlife-Steakhouses-Sports Bars-Restaurants,1,3
-Landmarks & Historical Buildings-Public Services & Government,1,3.5
-American (New)-Pizza-Restaurants,1,2.5
-Bakeries-Food-Desserts-Event Planning & Services-Caterers,1,4.5
-Asian Fusion-Sushi Bars-Japanese-Restaurants,1,4.5
