business_id,grp_cat_counts,grp_cat_avg_stars
x4L42igQPv4TFlqGR2Wthg,104,3.600961538
lUhjcttOVyH9uNa0v6NFfw,104,3.600961538
gw1G9caRnvpTA7N079eFCA,104,3.600961538
t6EzCDJEqB0DVBq4XQv6Ow,104,3.600961538
IK96VREFllaz3sj65ZmkYQ,104,3.600961538
AryNioF9fxl8RYGiIE7fSA,104,3.600961538
YUdx9Fso7w8Js8XDc4zI1Q,104,3.600961538
7Z-1mLIoxCHUxCp54W1CGQ,104,3.600961538
7SO_rX1F6rQEl-5s3wZxgQ,104,3.600961538
mW5fL_7nXAyabf_ZY5oHaQ,104,3.600961538
d47eCbPAEWha4KHmjMB_Ew,104,3.600961538
ilnAFVGDxDVePJZ-axgSpQ,104,3.600961538
KbN836a966ec6tEI0-wh7A,104,3.600961538
l6EcX0blOzMqHWSdTHXLLg,104,3.600961538
ptIRdaZlXxuVJTiJDFJCIw,104,3.600961538
2eedL3hDviwReK0w1NkRIw,104,3.600961538
F3wzildlt2jM4OAQ2Z0ZJw,104,3.600961538
Lbue8gqRiBPEnA7g7H1qdw,104,3.600961538
09dr3kXV8Ff42Ur3mCh3LA,104,3.600961538
6MxbrPOLk6UNDiET8ZEGog,104,3.600961538
LGZPRoNaKyts1mwHeU8s1Q,104,3.600961538
3uGE4jy0FQJ4miKr4PycjA,104,3.600961538
_ilvDGnUKCpfp4qHvQODlA,104,3.600961538
UpYva_zhJ6pRGfdTruIYIg,104,3.600961538
Ia_yw3pa-qjJ6in5dVYHGw,104,3.600961538
vN4mFODLd-gLmDg261wsyw,104,3.600961538
mxVYNQUEIjLVSV3BhS7fDQ,104,3.600961538
0YoQxhMsj3GlGariDDSKfg,104,3.600961538
rGHktXbee4CErLsMrPqbrA,104,3.600961538
JqB1Nxw1uuKqYFK979HZIw,104,3.600961538
jeH6GaIq-BDr__j9oqxKtA,104,3.600961538
_tULIKll0EQsIAnPnxaoLg,104,3.600961538
WTxfdir4ZTJLA6aq6N6HzA,104,3.600961538
8lKiCgPn_eonn5CNsffabw,104,3.600961538
0ieEqGInYunNBaBzg8j_WQ,104,3.600961538
r-8wS4RTfRJtWM0DvdaCtQ,104,3.600961538
c2_iUhnFqctffbBCSVMEbQ,104,3.600961538
TqHTtjPANCBKGsjGBjDoQQ,104,3.600961538
KRyIxFeGPDy6PKEqOGZM9A,104,3.600961538
pOQpwDJMikAgrM8BW3iHnw,104,3.600961538
SV4c043_aTMxE29XjMoiqw,104,3.600961538
B_fVPPUxw0TA9TfT5NB5AQ,104,3.600961538
8_wUsDlOE8Guecq5RZZjDg,104,3.600961538
WEUgyNNslbwhqYgku8Gt3Q,104,3.600961538
-2xCV0XGD9NxfWaVwA1-DQ,104,3.600961538
oKPRY3pQ-G6gmcbfE0splw,104,3.600961538
_Ex3OUT0CBJxmn7M_ihzjg,104,3.600961538
nytd8aC5Y9et_iMCuas-vg,104,3.600961538
3ewMJEnQmtmMYp9hyT690w,104,3.600961538
H6yfW3cQ--UOtCjjzTNekA,104,3.600961538
ILsZjIibFtGHMDELeX610Q,104,3.600961538
yeLq-452CkaKw1ynn0nRNw,104,3.600961538
jBSx81vaJsakhNDnyv0Wpw,104,3.600961538
VVeogjZya58oiTxK7qUjAQ,104,3.600961538
qgXhs-oY900b-cqY1NIcOw,104,3.600961538
3ed5LXW0Tqdhxdl8V6NPvw,104,3.600961538
HQ8N_EwJA3NdF1UApsF-fA,104,3.600961538
yC7jKvxl6eDrVtk3fjPahA,104,3.600961538
rOZxyZQiNKzcQkfO8g6W_Q,104,3.600961538
s3D7EEo1Or4SsxRRjURJwg,104,3.600961538
NzI4pAPrjlCkwcLgjseDtA,104,3.600961538
yKbXWo_6VlS3mD_RcPquog,104,3.600961538
OH-ADg497ZhOlka7vQJCfA,104,3.600961538
RmsLprV97Sj0BJgbH5TWOQ,104,3.600961538
s5BD7v8zO-YCjm9xnOLo8g,104,3.600961538
WfCqK14lbTLRDgjMNDEa_g,104,3.600961538
podj1OWSL3oEJsOpGj8SUw,104,3.600961538
xcKKT3Ozf3jvFNRfMH3gHw,104,3.600961538
mrMF-W7TOUPRX94SEJGMjA,104,3.600961538
mmWk2G5kTpluTBCdCGkfuw,104,3.600961538
xgfjaN0Vt9cj2div4kIKUg,104,3.600961538
hIe65VALe8rxseYECVj08w,104,3.600961538
zTUI1y05mo5H5hBtDCRpJQ,104,3.600961538
7t9VbwL5orIV0-DzrjU7_A,104,3.600961538
zr6Ic3XVUYSKzoJoXjAz-g,104,3.600961538
fK_c108YILIQLxgX292zew,104,3.600961538
k76odRRsXPErPzB0gjn-3g,104,3.600961538
KuZYMUUtzeSzliqAdCufNQ,104,3.600961538
Nu0_tUBN6R9Oc-YsLVFNJg,104,3.600961538
cN4gmlntyQ-maTW4PdT-Kw,104,3.600961538
PIw0KFrq5juMyEKfsbmezg,104,3.600961538
hfKi84ErK10adnRAW5OiSw,104,3.600961538
winRNt7prallDbpaDMS9Ig,104,3.600961538
jsblnIZnHUQGufwVb_yX6g,104,3.600961538
_zksiS8qbYcn9GMi6kqhoA,104,3.600961538
FRiT2RI6Y1nds1jjZqvnXQ,104,3.600961538
ujl4ycj2iHu9weHq437LXg,104,3.600961538
S4zilkYXEDRMaD_0M619dg,104,3.600961538
lNlVwSKqaxE7agiGKfCaAQ,104,3.600961538
QHyqYUZ0WdxHYPAenIuLjw,104,3.600961538
3FhHnU7Mq8KcyWiWKH0RzA,104,3.600961538
WxZ7lWnN_AJCa8-Vd1A7ZQ,104,3.600961538
JRb-IC8MS-2rAsveFAE9CQ,104,3.600961538
yQEE9ZuJe0lQNoQdG68l7A,104,3.600961538
8IKkVbylBYRruaYjFPXqtg,104,3.600961538
8r4SKAKp_ugLrmhrxDBBtg,104,3.600961538
Nqnsv188jpV-FdIVTuBjOQ,104,3.600961538
gvSB2TlcxAOs_ppZ44iirg,104,3.600961538
leKkE1HdjnqlatTZ5H4CuQ,104,3.600961538
63oKTPacLDyd9D5XwmAlUA,104,3.600961538
QWrMFSrUBn7nAKnuEu-UHw,104,3.600961538
P4niak-rz04GumbsjWB48w,104,3.600961538
I2fANye62hw2rRYvPeeh6Q,104,3.600961538
xgiMIVfuR94h2NACaQfo3w,104,3.600961538
AZrHgTEzuwrki9eBGjWBIg,104,3.600961538
Xbxve72Hp5cWWj96ThGNtg,104,3.600961538
s685YHkO3lcId41bjp5KOw,104,3.600961538
LYcw5qaBPhfrXhdDLadU4A,104,3.600961538
PpFZsRmcGrkHzJxbt7sFBA,104,3.600961538
SeqfJOg6jZGx2W1bs142cg,104,3.600961538
S7f-B7KNSTU_akRQGeft6Q,104,3.600961538
MY0_6BAzQCu4sqXqwNEFfg,104,3.600961538
h_764eIV-D3n7qjyBmluug,104,3.600961538
ZHuXFhYBI3YTwLgqVkZRfA,104,3.600961538
XZGrqjZT8VHVtFEE0rRD3g,104,3.600961538
RdSuLiWr4JhsTfR44R9CAQ,104,3.600961538
R2FuwuSjmyvzNWNfqzKUvw,104,3.600961538
3Df6ICj0rHROVH4xUlb7Yw,104,3.600961538
2NnES_12fMqudH3L5bdrSA,104,3.600961538
N8xl5Wroth6Z-JZlJHQwPw,104,3.600961538
bU1ShcSD6obWRDqyu-IG4w,104,3.600961538
nc3IiY5LNdmEwUZCW84yuA,104,3.600961538
1-40wS09HcJnJIKRVWRL6g,104,3.600961538
V3lQtk1LgwAEcF9j-BzchA,104,3.600961538
KszjzV0F4WqkKFH_-5fHmQ,104,3.600961538
Me1m-be0Mk3OylUMSZusIw,104,3.600961538
ajvIamc7FSXEE9ifM0GSRA,104,3.600961538
g5e_c53sGt5Z85uGyC4WsQ,104,3.600961538
7iFL3b8m4PT0kxosv-SB_A,104,3.600961538
DvPsl-CtYj3Q5GnOgClyew,104,3.600961538
6dBsmlgIZhpYG4OL6J5mWA,104,3.600961538
CUISGDqI5ZRIGXH9EgpFMw,104,3.600961538
qK_nxiXCxjIP8Hd659bhvA,104,3.600961538
fKXwK5K5iCAMPHgqVPDhiQ,104,3.600961538
08In-bFs8JOmSTDlQ0BfFw,104,3.600961538
16myUO2uD2vdFeuQu3OWhg,104,3.600961538
0j2UisBk89SHqihr0IdlJw,104,3.600961538
zRqU9_TTVNSo9d23fL8qgQ,104,3.600961538
L48-m2fDgb1q6e8Vs_Cxuw,104,3.600961538
AXok1a8w0gNhdrWZ7L633g,104,3.600961538
zSd8ZTV6T5Pyf0mccgvJDg,104,3.600961538
uYj2NO1HZRNiD-de_pSdJA,104,3.600961538
uL1faPt6dsuOxUUE0yXZeA,104,3.600961538
uPGcW0cFGc15YiRCz_8taA,104,3.600961538
38hRKTr67-RnoryoBtapoA,104,3.600961538
3x3tJ8lGU1Y4wLqfHtqU1A,104,3.600961538
lR7GrPsC7V80YSS2dSWHdw,104,3.600961538
uluM1I_Pf_d9egCBXH4oqQ,104,3.600961538
ptU2Fh1WmnaMBOjBxJZRwA,104,3.600961538
YBVQik4ySvAlvxobuFcXDA,104,3.600961538
O4E5IXT6zVJ3VpbYHqxRug,104,3.600961538
Mh85-BDqDHlngT8G2ZnRWg,104,3.600961538
hQZGxLGcqSWb89ZFhdExjA,104,3.600961538
nZ5li6yoc8BlqHNByaJ56g,104,3.600961538
7EoW1PjL84fiET_Uz5mjmQ,104,3.600961538
1n1fnITYvF-539rAL6nhTQ,104,3.600961538
GQck1WKEOYjgQReVLeCTHQ,104,3.600961538
gaX1rGPdv9eyPra0cYsYZA,104,3.600961538
ut-kla-EA23nJOij_dcL0Q,104,3.600961538
38G8LPiqECn_P6LQfUnfZA,104,3.600961538
x_iQsVS4fWhyd66dhDn9Lw,104,3.600961538
PlUIAROWvdsM0KQV7IIqqA,104,3.600961538
FyN6aerPklmO8weJbGlPsg,104,3.600961538
FsrnbygQZYa0rEjppDXwHw,104,3.600961538
5weJ3DRKwvQ9claomkYq9w,104,3.600961538
RdzsxC8Q3ybBcJohpywSwQ,104,3.600961538
CDY7AE5HWBy0TJXCakqLBQ,104,3.600961538
rkIK55cyfE8al9yub-4YHQ,104,3.600961538
NdNdgzSo7M0-RSWDPWKihg,104,3.600961538
84FqEj70SuGW22I2l6SxdQ,104,3.600961538
VSPuvNSDUvlTl670lVAkkw,104,3.600961538
STrl6J58mZYOlLLJ8Z-DbQ,104,3.600961538
mPBH8tYWotH-ULOySKRv8g,104,3.600961538
GvwDppcJLm9lso9iS2hSIw,104,3.600961538
qofIz7YPyRqvs7YOjXjgvA,104,3.600961538
xbZo8aMOOobPRzHKqmA88g,104,3.600961538
WUZhhI1lRidJCnYaAYxRBA,104,3.600961538
3_bIpfMJmwdmaVAiD4BxeQ,104,3.600961538
rFgSvsgo0BWnS03NFgI7Sg,104,3.600961538
NlxvN9wUw14qIS6ledk15Q,104,3.600961538
Apee77IOW5uNS7eGJe6Srg,104,3.600961538
2F2fmce-AzqlSrmFU-JWZA,104,3.600961538
uYQo0oDXI5NEoMJNWXnx8Q,104,3.600961538
sU9ecRYIfJJKNdYPZyO1JA,104,3.600961538
AT8Q93hoVJtnvh3VtK0rrw,104,3.600961538
sM7kdQ7lL7-oe3DNaJvGrQ,104,3.600961538
PZv6SPORD9ivj4jwKvGgjQ,104,3.600961538
RT06SJHkloqMvNn1aXdpBw,104,3.600961538
PYqGWEWUH6x-BO-lIS2hPw,104,3.600961538
5Q9346DVAZBlZ8z_Q8saIg,104,3.600961538
udmb-UuD3xoueQ55INQFRw,104,3.600961538
eOPxvbzFTBjO5LSV3uYMug,104,3.600961538
RWLEtVhfqGGR-E4waEf5fA,104,3.600961538
yl0jTEkeqQwSQvHjdBAxgw,104,3.600961538
VuFtN8m9nJFge87oAkktUw,104,3.600961538
JN2qXIuDXnV2d8WnSqd28A,104,3.600961538
cKylbPFCMyvunMWU-RLptg,104,3.600961538
E8uHpUKu1eRx4V5gug1TpA,104,3.600961538
2ge-XuBnZ3RWWnBFWt2X3w,104,3.600961538
CrwzX70X2XV1hlGhk30nYQ,104,3.600961538
ZLMTpar6-f_TgekXpaza6g,104,3.600961538
oa235g5FqDKoyjD_Jwq1CQ,104,3.600961538
5ovyTlnDCHrUy9NXhKCYiw,104,3.600961538
UtmsxhLHB4lYSN_NxKW3XA,104,3.600961538
Zr4EpObK2lFT0fjD3KLRCA,104,3.600961538
rTiHdcllDqPh6G46jtJ-SA,104,3.600961538
69il2O11WbxwzIpCmeAQAg,104,3.600961538
TBqAOlyaTRaFd5sYLAVoQQ,104,3.600961538
4qOPELunTvPQsmmnLDr4Jw,104,3.600961538
X0Y2cK7dtELXEqkA0zEBIw,104,3.600961538
HJUQ5lkw4dzXROVlpmVpnQ,104,3.600961538
HrFJI2fVrHkcnp3cjYlH2w,104,3.600961538
5fRoYdCOYdPMIUyJXNYd8A,104,3.600961538
6Zi7nEX_nxuUvzmfWJYMlQ,104,3.600961538
00F1t_WeyPx4eQV3kPqv5w,104,3.600961538
DT88phJNnT7Xw_yEm1z_ew,104,3.600961538
C-6gK8pj3zQX6-10udL-Vg,104,3.600961538
kkW8Vi7ht4Btj2SdVdBPkw,104,3.600961538
pzfgbE4OrRBjFurhBlYx9A,104,3.600961538
seq-ve9DYuPkR4HdQ4DISA,104,3.600961538
YG41q565jH3Z145YqD7QgA,104,3.600961538
eyHjc5AhDp5mZWGA0QKgAg,104,3.600961538
CxvpOBZECd6nfaRUvKkEEw,104,3.600961538
uRyf_ZvQMVXa8lPSoJalTw,104,3.600961538
KMWwR6M2C4egF_cZWHD0UQ,104,3.600961538
Yy9hqcM4V-0Rp2bIQoR4HA,104,3.600961538
Yd4nWyfQWVqn_IjBcYqveg,104,3.600961538
ewqEvlKJQkHZZ7eFlKzw3g,104,3.600961538
RjMUBuL5XVoyrS58xxImqQ,104,3.600961538
gZXcfapZG1jAcsjMR3lkgw,104,3.600961538
YgcfTMFWAjtbB9mNZYS1cQ,104,3.600961538
qLh_1_vILLgBB5BFU0HYUA,104,3.600961538
Ju4wOAi0qJtMm9U32uBGwA,104,3.600961538
cjS2Ug0F7aXvcS0zEFlkBQ,104,3.600961538
O_yKt5DVpzJ4ghvHegjwCA,104,3.600961538
vJPehU-xd1p_-L0O7IwTjQ,104,3.600961538
Ih4HSyzm5fQHDnKOn4nmwQ,104,3.600961538
CVpsw1ojfQBMuasB1nF3zA,104,3.600961538
HU5tHL-Jg4fCvFEP4IX5Aw,104,3.600961538
ulsOh8fCOwlUsNLnrsx_vw,104,3.600961538
18FygiATTjYHyLz8A5Prcw,104,3.600961538
W8h4bpdBGDIncWRLGxdjHA,104,3.600961538
ay9zqzRGydZz_zfgSt05WQ,104,3.600961538
jYFhL2RomSSUiRJYWT3mew,104,3.600961538
93fEJZYc3B-jOMaXce7G5A,104,3.600961538
83nWnjqWcvJCQ49IHwNh1Q,104,3.600961538
W_eIRGtOlGzZDrWD2xs-Qg,104,3.600961538
9iLiMm3Z9nepRDu1AhgEoQ,73,3.547945205
HLQUH1VAw4KbSV-IhxOPEw,73,3.547945205
q7w9tokdouwt0vEEzsRqxg,73,3.547945205
1WUxcJDtvGgGUqsFMqJ5vg,73,3.547945205
RBaJjHV1aVb678kBMLQCZQ,73,3.547945205
OECFqFDCDuqF8qWngIEJeA,73,3.547945205
gKRUdbTPBZ7kwBRCeZDDWA,73,3.547945205
zmggd2Opk9pGWoQejsSfWQ,73,3.547945205
OkxO2FoKMxVCFzskLeI37Q,73,3.547945205
4_W9x0O-lFBg8yZF4DjUvQ,73,3.547945205
9quEu_e1r36ck3I-TuyFMQ,73,3.547945205
Fo424KetiOnQp0DVJooYMw,73,3.547945205
LJQ1Kk9MDZ0EaSVfS98z1w,73,3.547945205
iyTQbU_XdznZ48AzeQfbdg,73,3.547945205
dHtP3bxuQnJxoe4MxVOdkQ,73,3.547945205
3Eyyc5ryE7_jlWGSnCFrWw,73,3.547945205
mH-OXF1ilnaPC2kry9Ox1g,73,3.547945205
nmaMedXT31_2WpexjmY6mg,73,3.547945205
90EMYSgCnZvW2wOH2M8j2w,73,3.547945205
WmZ_ztzG_7YlksJ_1vzJ-g,73,3.547945205
Iuml1UUgrAX1HyU50IWBEw,73,3.547945205
7yj_Q15ZB46lbXavBustZQ,73,3.547945205
VKWwreVZgCMAdGupyRB7Hw,73,3.547945205
P3XTxImHMkOCY9f7RDUvvQ,73,3.547945205
0VrsgXhnL7o5QWZ-aG-hqw,73,3.547945205
8ZwO9VuLDWJOXmtAdc7LXQ,73,3.547945205
3V3bFPPkCbCFhPS4pq9LMg,73,3.547945205
bb0ND1Y4bZ2lncm7Zx3OwQ,73,3.547945205
5AsVHsqADuurv7NqG-RFLA,73,3.547945205
lUoiT_fR73R8eMiiIcqMLA,73,3.547945205
Rp-8n4-lCwyXRdTnFpTwWA,73,3.547945205
p-qs3em_s9Xizo8DCeP2ZQ,73,3.547945205
cC6EZ7CHbLVcoLfELP4ojw,73,3.547945205
NcrjhaaIZEVd8JnBfLRXyg,73,3.547945205
KT0VXcl8J7Jes9xheZTqbw,73,3.547945205
1PaH4t64MN_MFAaM53ra6A,73,3.547945205
u3_amLppmBrfBYUfaI0nVw,73,3.547945205
_FDCautNaIHb-8n1pR2Hlg,73,3.547945205
iSZFjTt2JOpow9PdKQeR0g,73,3.547945205
t-UozaJN6Qvyg1nksS6lAg,73,3.547945205
VS6eeO_IxSW0pQOWPtXSEg,73,3.547945205
2ga3wFN6qiXPUdz_cyaT8A,73,3.547945205
P2zgRMywotyalwFGFwAJZw,73,3.547945205
oirZK3RQ48gaJJlJ4ZZVrQ,73,3.547945205
q6sCInoLBf4CeWOi3VrBEQ,73,3.547945205
daRU7H7lpbJ2xe3AO-21Aw,73,3.547945205
n25AWEdWRaNMdMI_uN_VOw,73,3.547945205
iOIFxw2XLo4I-Clu77u6yg,73,3.547945205
X4aa0Kovyx4fzvI9ennznw,73,3.547945205
vJ8h5KUTL5L7taf72zcOlA,73,3.547945205
QniH_NAABATeAx45mQ4ESQ,73,3.547945205
IX6_YXOVVWnKdekA1U7ZOg,73,3.547945205
6Kon3cR5ZEm5rmYKlpcfcw,73,3.547945205
iU2xL-h56_yPtfB42cH75Q,73,3.547945205
2Z35_AsU6qWU0YaOftjLVA,73,3.547945205
xm8F51qKjx0cfdOSukTDng,73,3.547945205
90aW0WuGYtD2-R0RC8LwaQ,73,3.547945205
eBslbGvlDI92ppOi6CnTDw,73,3.547945205
frqg5yt0EfmHqSKCvc8LMw,73,3.547945205
woo-EYBcMnXClcod0NsEyg,73,3.547945205
ypDZCOYcy4hPkLwFtiNp5g,73,3.547945205
CfzoA3TQ8YQcFTOncJFbQQ,73,3.547945205
Bsgzs2wyw04yT_-VeKMHwQ,73,3.547945205
ky3kuTeqTUOU4CsZ_2_LzQ,73,3.547945205
TnLIHcTv10_9HhQfuWTmyQ,73,3.547945205
7Dzlie2ESR74yXWZ0NClLg,73,3.547945205
O_ZNZDr6c5CsK6GgsKdDeQ,73,3.547945205
Ef3BJGZkis7pKT8eC3-W4A,73,3.547945205
fpL1qcZ6qbWzC79WU0E-Ug,73,3.547945205
8DUPgXMlfLBmbwtP1WtCdg,73,3.547945205
HH97NXDdL4r5H3niD7p6Jg,73,3.547945205
l5oUrgQ190l8CcN8uzd_pA,73,3.547945205
kApEJUSJFIMitJRrhutAfA,73,3.547945205
b-rVzh2NtjsqL7JJ_dDf0Q,73,3.547945205
sOa-OpRFi1OVU7CC6Hwoig,73,3.547945205
20scqMi4o-b5ZaEBIGIewQ,73,3.547945205
6Ckmrpp6OW1pJ-3Pjg7VaQ,73,3.547945205
UoF1kBmJAo76REBNbc34AA,73,3.547945205
U-tiHSh0P38H-6-yDUHrZA,73,3.547945205
Z7XN0NQH-5uERDzWt7UY6w,73,3.547945205
ZRrIwqIUMII1b2keMI8QRw,73,3.547945205
07cTodzpVqswCRGCHG7aHg,73,3.547945205
czOxS1z2MGzPXNP3W1d0Yw,73,3.547945205
VmRmj-IspfzXZdVYCaOOMA,73,3.547945205
sVw3Y8D4mOFI3zqf9JP1zg,73,3.547945205
m6HxWA-di0YWx1eWbEcUBw,73,3.547945205
jSwd6LgjrYZnJ7H0zmFZkg,73,3.547945205
zQcyWSYnG2ZiOCBhUxfhqw,73,3.547945205
Jc_DTEvDNo0jQiYjJt_BCw,73,3.547945205
m1EPwocGzvYTcB-almoZvg,73,3.547945205
rSAJfCs5DzP-B7yiMtnV6Q,73,3.547945205
2eOFMzIllez87VZjXwf66g,73,3.547945205
AyvkngCu82YwFjtzH3bokQ,73,3.547945205
SYqTY48DJa1cYhglvmgvsQ,73,3.547945205
yZ3U9mwpSOnArUBE767kxA,73,3.547945205
sTX0JKsnge3yY8eV9E_tsw,73,3.547945205
ImnlChSdHTzm8irp2ezl2Q,73,3.547945205
BKZnsu0fHZ5sa_3UjxU3Jw,73,3.547945205
UeIiEB5_XxB90nHJrgqfww,73,3.547945205
kQq6OFvlK5GfLrdWN-tfTA,73,3.547945205
p9e7EArRUsQIAOQ6mGMf-g,73,3.547945205
XNRpzSdkA-9YITQZTlP6iQ,73,3.547945205
uD5wz21iQ5kyvCIATmW-xw,73,3.547945205
-zRuiAAK1FpbQDcw1fbrUA,73,3.547945205
FWribAwx3XDkDpaPIJkekw,73,3.547945205
Avg7PU8_DBm0KfJ2t2lTzw,73,3.547945205
-5IgAihccTd8_iENVgpd9A,73,3.547945205
ORiLSAAV4srZ_twFy1tWpw,73,3.547945205
V7Da92RVtaWGTL6GNkPT8A,73,3.547945205
pALpJ6xRXPgBNw2s3sDHxA,73,3.547945205
_qwRTOB9oJRSQRN1lv59yg,73,3.547945205
E6jUGxKVY9gd5Ofc_P6rYw,73,3.547945205
BSGcS1EWEkGP2LS1nOZGPA,73,3.547945205
aaaL5ChxDKrWPgtdebRG7Q,73,3.547945205
XmbgMCG_LugzflKuXde72g,73,3.547945205
C1cQ_dVfKRaf__hp9gEwHQ,73,3.547945205
Lt-dQ0kUWFm0nDgLwdEo_g,73,3.547945205
KQzpjBmnAMXPqipeWTKG0w,73,3.547945205
s4k02jzQ6noN2slpaRXjAA,73,3.547945205
LO3uvzhh3fUtEQD3AJUxWw,73,3.547945205
FgyBmc-XS_ViFAf8Wy25yA,73,3.547945205
0xDNu8EhXAaHVfhHjkYUHQ,73,3.547945205
OZVeSQKzdM0AkJ7cGDgCPA,73,3.547945205
koeabE4cC2YsJprWXUHdhA,73,3.547945205
50cJrzHLMDQiazc-w0V2gA,73,3.547945205
lnr7NDMDLTewL57x0pk1Aw,73,3.547945205
HwnC7hT0uIWuBq4CRtk_fw,73,3.547945205
Y99dzM62Up-vXsQVvJ22Eg,73,3.547945205
uyK8hMiNW2dCVKe3SYCTng,73,3.547945205
iy0BiPp2F__f_F03b8SZcg,73,3.547945205
_5pEu2d9tFzqqVXLJJb5KQ,73,3.547945205
lK408BRA42pDIwk89dxSVQ,73,3.547945205
PH-KVHAPZBk8pTF4hsuVdQ,73,3.547945205
LtJszEtHhXMZR0y6lbdswA,73,3.547945205
FQudBiBiz9bGQLF_kK8UCg,73,3.547945205
CD-2yHTSObgvAhW-pYHfMw,73,3.547945205
FbvuZyo2VRAq0XL3UOy_Zw,73,3.547945205
Vm0olnUHnv8ur-67VynSJQ,73,3.547945205
8to9rLnHzWzf6qBCFhv3DQ,73,3.547945205
tXYFkBqCwAvIj-fqJXlSvQ,73,3.547945205
Nod2_dJbVjy13wRvLYeidQ,73,3.547945205
E_8a66uqjHXsvb4tdGnkXA,73,3.547945205
EOq_et3St_S4S7DCLl_gww,73,3.547945205
NLKjSOHL4F6yQQooc6JbyA,73,3.547945205
wv9sIPQsfm54gWQzxdgocA,73,3.547945205
UtW7T4VKA3E602Q0tNNycQ,73,3.547945205
WqxMUrN3bUwMGAHyOmibuA,73,3.547945205
GH6IPda304wJRxSRg9Ko3g,73,3.547945205
I5ypI3aYbbTL8dAjnI3PDw,73,3.547945205
aTuj5eDcvUpkDI5V00v5GA,73,3.547945205
_yGo2ubkwQPXcKrdcURSNw,73,3.547945205
aP6z6X982d1sOAEqfbCnww,73,3.547945205
ArJEYF1XE5QbuVQVUGjv9g,73,3.547945205
yR6kgWuMUNG6fjOrzzhfeQ,73,3.547945205
-4QayefhaPXm6wPp-Zpb0A,73,3.547945205
EbZ9NzPyGZ82jGDFXJhCRQ,73,3.547945205
-nWigG5EhFLjdSgGZthS3Q,73,3.547945205
QweOrPB4d80XnWtESAl1kQ,73,3.547945205
wsuQUTVXmYjQ0kgHEzId1g,73,3.547945205
_yfprBETaYgySkKyl8ZWMQ,73,3.547945205
UQq4E0TD2CWRLYOB1iGMig,73,3.547945205
_Q9IEf-8XbQR2eutFVhh1w,73,3.547945205
21yMkDG8nN2nANLVjIO4-w,73,3.547945205
BO41AXSq4utrICj0uEpn-A,73,3.547945205
qIhBNeE64skjowRs6TTwJA,73,3.547945205
ldsuDySK7swMqf_7BMK59A,73,3.547945205
40w2k4nlcmUEBbXyQp5frQ,73,3.547945205
QyDKzhERt-OT7aFOOw9wZw,73,3.547945205
urBWfXQjyyWIO5B7FvnOpg,73,3.547945205
DR313fx6DQbU_wcEFhr5vg,73,3.547945205
LgmC2QS8-YQ4Cx6_ut4aKA,73,3.547945205
PDmRNhR0_GhBDd18zFu8-Q,73,3.547945205
xS7LCOcJbqh_Y5cIKxqWfQ,73,3.547945205
k1ipgjPHXF7GlgJmvlerhg,73,3.547945205
Ds5daIwC_cr_LcPhWx7f3g,73,3.547945205
_DQemxJ8mjI0VfNMPd0O1g,73,3.547945205
7sNFLjSyinVqeQ_Teg2WRQ,73,3.547945205
B30hnkwVSxvtem09QLgHiw,73,3.547945205
Bj7URMaXTuJpkM1muJ4GDQ,73,3.547945205
iKZmLsqTcqnl2iE3xfyGfw,73,3.547945205
sBxd1tZZtGJ8jDZZxHZiwg,73,3.547945205
KnRRMCqQQqlyMphif6cTaA,73,3.547945205
Upy1cPinoaeK4HKwY6BUaw,73,3.547945205
57Ntmms5Qq0zqZTIUN2DZQ,73,3.547945205
7_5GFMB58_Os2OPsNM_REA,73,3.547945205
N1xMSUfv1GmfHGa9a3VuJw,73,3.547945205
i0Y3L91iwCB8acBBqdh9Uw,73,3.547945205
pCqmGQ4-Tg0qAXyiXP7yhA,73,3.547945205
8b2bs341g8W4IwyA7c7iqw,73,3.547945205
RmpxrudpbCPmEnt4jSlpnA,73,3.547945205
kfVIxOFaXN9-5-3G7kwdMg,73,3.547945205
XaSV2CimMDKOuNrfP8F6CQ,73,3.547945205
TtdQtqjvN_K4449boXaU1A,73,3.547945205
xqhvLIxkCuV5jAmNkpsyBg,73,3.547945205
-9meXYVIw8yFg_yMG5RvCw,73,3.547945205
rI7d_L0BCKemotT9XD5wAg,73,3.547945205
QXFJFQzbemP6B0dz73UtFQ,73,3.547945205
vGeat2M50_z7Qumsq0A-lA,73,3.547945205
CYMG5AsrhkhUPro2c6NSUA,73,3.547945205
VgtEm_L23SNZEsyNMKwhog,73,3.547945205
_Gwva9y6M4sjU8OTsrkBrA,73,3.547945205
h-DZ5I-elriLENrNSL7VZw,73,3.547945205
sI1bvFfUCeFVz1twmLJcAQ,73,3.547945205
c0iszTWZwYtO3TgBx0Z0fQ,73,3.547945205
1UdCdMWYrcXlYUNtwrDeTg,73,3.547945205
pHb4JeWPn8GbyyRjkQ2r2g,73,3.547945205
-sAoGZTnFtDZUY9JYWHqlg,73,3.547945205
LfvQnSv2MbIplgAfpXkUQw,73,3.547945205
fdZbEDgD0_wy4mTx6pjzZg,73,3.547945205
CvldwdURDzZk-3cAlcW3uw,73,3.547945205
R5Lz6OiNzaKdDt41MfMOog,73,3.547945205
A4Jpwipg_Tj9X_BSe2PYFQ,73,3.547945205
NmtZuT8p4vNk259dvozbvg,73,3.547945205
y_GScq9tMmspo0UA4RPjPA,73,3.547945205
