RecommendationId,calc_user_avg_stars,calc_user_rev_count
11028,,
17264,,
4544,,
10284,,
1325,,
9578,,
12961,,
17810,,
22516,,
18504,,
665,,
8147,,
17714,,
4191,,
1616,,
5662,,
12363,,
8059,,
15279,,
17483,,
18962,,
22142,,
4411,,
9559,,
8237,,
4427,,
12459,,
1194,,
21600,,
11613,,
19229,,
9656,,
4188,,
21551,,
13393,,
22943,,
18890,3.5714285714285716,14.0
14698,3.5714285714285716,14.0
21607,3.5714285714285716,14.0
20139,3.5714285714285716,14.0
15387,3.5714285714285716,14.0
19104,3.5714285714285716,14.0
19640,3.5714285714285716,14.0
11671,3.5714285714285716,14.0
21898,3.5714285714285716,14.0
3601,3.5714285714285716,14.0
9506,3.5714285714285716,14.0
10222,3.5714285714285716,14.0
12347,,
3835,,
10695,,
15003,,
44,,
5343,,
21017,,
9509,,
6393,,
18939,,
20315,,
554,,
14965,,
4243,,
4558,,
15347,,
10708,,
17637,,
20619,,
13900,,
21809,,
8607,,
14317,,
16304,,
14629,,
13157,,
6575,,
19272,,
1859,,
10409,,
13534,,
14331,,
17341,,
14788,,
6283,,
7571,,
2974,,
20583,,
2462,,
5985,,
17868,,
16645,,
22262,,
4247,,
16531,,
8037,,
16230,,
20669,,
1714,,
16883,,
18113,,
8306,,
10838,,
2599,,
16672,,
17014,,
17497,,
3028,,
580,,
22579,,
13503,,
8882,,
10730,,
7791,,
17990,,
21351,,
15061,,
5114,,
2868,,
1350,,
5545,,
20565,,
465,,
4008,,
519,,
7632,,
17106,,
12969,,
20865,,
22674,,
14046,,
12751,,
4237,,
6742,,
1821,,
14338,,
2583,,
4337,,
7926,,
14256,,
1002,,
17345,,
2576,,
1139,,
3294,,
3631,,
5576,,
5687,,
6937,2.0,1.0
8055,,
8121,,
8856,,
9863,,
18547,,
11450,,
9834,,
13345,,
14009,,
14987,2.6666666666666665,3.0
15331,,
16694,,
16331,,
17382,,
18457,,
20292,,
21396,,
21957,,
22399,,
22453,,
18806,,
14144,,
18545,,
13668,,
1794,,
19254,,
12338,,
3778,,
12611,,
14091,,
22286,,
7258,,
12857,,
8085,,
17406,,
8206,,
10227,,
5034,,
16858,,
5828,,
13447,,
7411,,
16970,,
12959,,
13057,,
20745,,
18128,,
18715,,
19824,,
13604,,
16268,,
1382,,
9111,,
428,,
3379,,
20043,,
16007,,
25,,
520,,
4547,,
2685,,
17696,,
7817,,
10063,,
3227,,
6788,,
11845,,
21111,,
21184,,
19201,,
16313,,
8284,,
7322,,
19608,,
18766,,
5453,,
22184,,
11780,,
16282,,
20417,3.6707317073170733,164.0
21188,3.6707317073170733,164.0
11371,3.6707317073170733,164.0
3365,3.6707317073170733,164.0
18771,3.326923076923077,156.0
16357,3.326923076923077,156.0
8779,3.326923076923077,156.0
21279,3.326923076923077,156.0
9972,3.326923076923077,156.0
13809,3.326923076923077,156.0
21323,3.326923076923077,156.0
7039,3.326923076923077,156.0
7055,3.326923076923077,156.0
11036,3.326923076923077,156.0
11631,3.326923076923077,156.0
21185,,
12728,,
18804,,
894,,
7859,,
1636,,
20986,,
22566,,
18405,,
15740,,
434,,
7534,,
140,,
18551,,
5400,,
21564,,
4317,,
21903,,
20670,,
16089,,
14498,,
3399,,
12076,,
2964,,
22650,,
10768,,
8817,,
10001,,
12296,,
14581,,
16589,,
17534,,
258,,
272,,
22460,,
13088,,
22318,,
11081,,
12330,,
582,,
20843,,
686,,
15315,,
7718,,
21541,,
21443,,
960,,
1596,,
1216,,
1234,,
1742,,
1771,,
2101,,
2360,,
9864,,
2485,,
4602,,
2791,,
22385,,
7123,,
3499,,
3640,,
3536,,
3736,,
3960,,
7992,,
5064,,
19063,,
22256,,
4125,,
15666,,
4945,,
5007,,
5186,,
5831,,
3815,,
5855,,
6114,,
7307,,
10188,,
13395,,
14120,,
6770,,
15007,,
5485,,
7613,,
16236,,
19866,,
7672,,
7853,,
12414,,
17921,,
15812,,
4270,,
2281,,
407,,
18137,,
3630,,
8446,,
21520,,
17784,,
8135,,
11583,,
8236,,
8791,,
8845,,
8914,,
12432,,
9345,,
9490,,
9781,,
7954,,
10303,4.0,1.0
20144,4.0,1.0
10959,3.5185185185185186,54.0
14292,3.5185185185185186,54.0
3205,3.5185185185185186,54.0
5799,3.5185185185185186,54.0
11217,,
11404,,
11593,,
11702,,
11714,,
1499,,
6134,,
9903,,
11764,,
20494,,
11777,,
10534,,
11876,,
12120,,
12847,,
4229,,
8765,,
13096,,
12410,,
13460,,
13591,,
6250,,
14770,,
11905,,
2944,,
13581,,
14244,,
9617,,
14354,,
17310,,
20438,,
7417,,
7229,,
9384,,
8729,,
14051,,
17668,,
22261,,
21034,,
4596,,
10861,,
4428,,
2713,,
12453,,
17115,,
1095,,
19463,,
19006,,
3293,,
3029,,
13183,,
4835,,
6293,,
9104,,
8719,,
18760,,
13398,,
21806,,
18610,,
20562,,
21020,,
14443,,
13820,,
20026,,
14458,3.5,4.0
14513,,
14524,,
9825,,
5045,,
3075,,
14793,,
14808,,
14820,,
12434,,
7496,,
8168,,
14839,,
22948,,
2602,,
4077,,
16907,,
15012,,
1163,,
22537,,
12561,,
8921,,
15305,,
1744,,
11013,,
8952,,
10056,,
15329,,
17585,,
19700,,
15107,,
15167,,
11612,,
15527,,
10162,,
2577,,
3950,,
2340,,
4798,,
16340,,
15642,,
19627,,
22765,,
8783,,
10565,,
17713,,
16436,,
16593,,
2650,,
2497,,
8095,,
16977,,
3788,,
17123,,
17755,,
12362,,
17937,,
18296,,
18329,,
18686,,
18734,,
18892,,
19459,3.755813953488372,86.0
5948,3.755813953488372,86.0
6311,3.755813953488372,86.0
6856,3.755813953488372,86.0
17645,3.755813953488372,86.0
19519,,
20086,,
20530,,
11144,,
20755,,
21037,,
19559,,
12919,,
14223,,
20864,,
21797,,
21431,,
11188,,
6479,,
15949,,
16077,,
280,,
749,,
887,,
2238,,
21283,,
12713,,
12439,,
22375,,
3927,,
21863,,
18428,,
2123,,
720,,
10990,,
8990,,
12063,,
16689,,
21700,,
15994,,
22137,,
10783,,
22569,,
20351,,
16836,,
3007,,
16890,,
16444,,
22416,,
4834,,
1190,,
11154,,
5038,,
5494,,
15636,,
10931,,
2239,,
7153,,
3915,,
11239,,
15224,,
22810,,
21393,,
19334,,
127,,
3512,,
3704,,
4874,,
17721,,
5137,,
6455,,
7643,,
9686,,
11852,,
8035,,
8057,,
8154,,
8743,,
17970,,
9887,,
9898,,
11149,3.6842105263157894,19.0
11834,,
7937,,
12628,,
12703,2.832258064516129,155.0
22175,2.832258064516129,155.0
9924,2.832258064516129,155.0
20838,2.832258064516129,155.0
22373,2.832258064516129,155.0
3039,2.832258064516129,155.0
4484,2.832258064516129,155.0
6664,2.832258064516129,155.0
12802,,
12826,,
155,,
3096,,
14874,,
14968,,
14380,,
16076,,
16356,,
16714,,
9763,,
10762,,
14502,,
20682,,
17631,,
7480,,
5140,,
6328,,
7798,,
18209,,
17812,,
961,,
20591,,
2335,,
8709,,
5213,,
21084,,
16948,,
17839,,
18236,,
20509,,
18359,,
9484,,
9362,,
18244,,
18580,,
18972,,
20089,,
20908,,
16225,,
7473,,
11377,,
11524,,
22582,,
12034,,
1703,,
8872,,
6044,,
14771,,
21668,,
19526,,
19458,,
6209,,
6364,,
16941,,
17269,,
13627,,
11597,,
3922,,
21732,,
4680,,
3670,,
4579,,
12163,,
11946,,
19331,,
8780,,
11124,,
1277,,
22421,,
5965,,
5203,,
13779,,
10480,,
4903,,
1782,,
5005,,
21840,,
10602,,
9652,,
14081,,
12903,,
15705,,
21149,,
3344,,
9933,,
215,,
15969,,
7157,,
13490,,
2338,,
19121,,
10425,,
7023,,
22934,,
8842,,
19355,,
249,,
19232,,
7365,,
7766,,
3661,,
4420,,
7064,,
7692,,
6142,,
14754,,
18289,,
21505,,
241,,
10241,,
16920,,
8806,,
9572,,
9788,,
10532,,
11368,,
14245,,
5437,,
14493,,
14539,,
4107,,
11860,,
11125,,
15042,3.0,36.0
22135,3.0,36.0
5311,3.0,36.0
15667,3.511111111111111,315.0
588,3.511111111111111,315.0
8063,3.511111111111111,315.0
12495,3.511111111111111,315.0
7967,3.511111111111111,315.0
3580,3.511111111111111,315.0
21314,3.511111111111111,315.0
13506,3.511111111111111,315.0
21560,3.511111111111111,315.0
4131,3.511111111111111,315.0
7996,3.511111111111111,315.0
7214,3.511111111111111,315.0
5464,3.511111111111111,315.0
16578,3.511111111111111,315.0
16974,3.511111111111111,315.0
5413,3.511111111111111,315.0
22129,3.511111111111111,315.0
2166,3.511111111111111,315.0
4362,3.511111111111111,315.0
5148,3.511111111111111,315.0
6501,3.511111111111111,315.0
7667,3.511111111111111,315.0
14323,3.511111111111111,315.0
18577,3.511111111111111,315.0
19383,3.511111111111111,315.0
15908,,
15990,,
18853,,
16263,,
18683,,
22815,,
12167,,
18801,,
19024,,
20482,,
21071,,
4058,,
22368,,
9099,,
4726,,
10766,,
126,,
11457,,
19523,,
6076,,
9371,,
4927,,
677,,
17218,,
12276,,
16705,,
143,,
19937,,
4472,,
22335,,
13677,,
16341,,
14545,,
18350,,
6785,,
12696,,
10581,,
6550,,
15197,,
13502,,
4115,,
18940,,
2365,,
20413,,
2705,,
2823,,
3901,,
21860,,
7354,,
13335,,
10371,,
7757,,
9288,,
21729,,
6903,,
21781,,
10697,,
16775,,
9944,,
10308,,
11481,,
15680,,
15828,,
17860,,
18605,,
19380,,
19797,,
20545,,
21220,,
22487,,
8429,,
17484,,
2188,,
7150,,
17195,,
12720,,
1262,,
11004,,
21473,,
383,,
450,,
9489,,
2353,,
15080,,
15138,,
22266,,
17976,,
13111,,
13927,,
21548,,
19954,,
18229,,
1805,,
2917,,
9011,,
13599,,
5713,,
12374,,
8232,,
3626,,
6141,,
18176,,
11301,,
19584,,
10339,,
123,,
12027,,
18969,,
13679,,
21646,,
22639,,
7453,,
7373,,
15744,,
7603,,
7282,,
13113,,
4607,,
19517,,
5377,,
22338,,
1448,,
9430,,
18085,,
3851,,
3012,,
22435,,
9706,,
20181,,
11645,,
15885,,
10393,,
7939,,
2847,,
17408,,
22305,,
17133,,
499,,
526,,
1057,,
3340,,
4366,,
9239,,
14201,,
4756,,
6147,,
8102,,
10649,,
11181,,
11277,,
11427,,
11775,,
1149,,
12507,,
22865,,
17067,,
20767,,
22635,,
19645,,
19099,,
19501,,
20559,,
11211,,
21254,,
13835,,
19699,,
7472,,
15596,,
20650,,
1584,,
13178,,
3941,,
21208,,
3261,,
17786,,
5549,,
16221,,
20607,,
14238,,
21614,,
8861,,
17614,,
6743,,
20679,,
16733,,
10404,,
18731,,
13989,,
22122,,
12693,,
5999,,
19465,,
10851,,
15626,,
17838,,
2305,,
1375,,
9817,,
10554,,
18854,,
2416,,
19953,,
5286,,
3355,,
20756,,
5758,,
22572,,
18134,,
20001,,
10493,,
21804,,
11731,,
11177,,
18065,,
13689,,
14593,,
7685,,
18874,,
7679,,
15899,,
2665,,
14007,,
17708,,
21230,,
1388,,
6072,,
10542,,
21205,,
8724,,
5597,,
12818,3.8230769230769233,130.0
4295,3.8230769230769233,130.0
4803,3.8230769230769233,130.0
497,3.8230769230769233,130.0
21160,3.8230769230769233,130.0
855,3.8230769230769233,130.0
14263,3.8230769230769233,130.0
3212,,
5083,,
21671,,
11082,,
3980,,
11961,,
9966,,
4826,,
22330,,
20063,,
8786,,
1825,,
6001,,
12062,,
8051,,
12630,,
1237,,
6457,,
19094,,
21374,,
3121,,
5442,,
970,,
14392,,
5218,,
21492,,
5729,,
16522,,
5640,,
10832,,
16801,,
18171,,
5594,,
2717,,
8062,,
2625,,
12597,,
20237,,
9132,,
15901,,
17319,,
9353,,
7112,,
999,,
21841,,
4796,,
10715,,
8879,,
11849,,
952,,
7308,,
527,,
9891,,
16946,,
8445,,
10908,,
17145,,
10764,,
15403,,
6420,,
555,,
21305,,
17677,,
721,,
2518,,
898,,
1125,,
22311,,
1145,3.0869565217391304,23.0
1151,,
2647,,
2748,,
2767,,
2973,,
3892,,
3937,,
4377,,
5010,,
22693,,
5500,,
5609,,
5610,5.0,2.0
7828,5.0,2.0
3933,5.0,2.0
18366,5.0,2.0
5973,,
6618,,
6831,,
7279,,
7523,,
7541,,
7668,,
8197,,
8687,,
8835,,
9005,,
9160,5.0,1.0
9722,,
9801,,
9883,,
10214,,
10421,,
10553,,
11302,2.5,2.0
11498,3.0,9.0
12389,,
12455,,
12585,,
12935,,
13301,,
13658,,
13715,,
13733,,
13941,,
14117,,
14136,,
14566,,
14777,,
14780,,
1005,,
2147,,
10433,,
14813,,
15038,,
15511,,
15657,,
19557,,
15838,,
15867,,
16411,,
14935,,
18221,,
9984,,
4390,,
9113,,
15953,,
6730,,
16191,,
16665,,
16899,,
16935,,
17436,,
1704,,
17466,,
17520,,
17751,,
18061,,
18332,,
18389,,
18975,,
19752,,
19889,,
19936,,
20634,,
20898,,
20932,,
21966,,
22053,,
22250,,
22446,,
22591,,
22904,,
1840,,
6723,,
6553,,
16971,,
10270,,
18821,,
1955,,
10976,,
22835,,
1357,,
21409,,
4158,,
22263,,
5392,,
9324,,
5056,,
120,,
181,,
12927,,
19550,,
3175,,
9327,,
9434,,
19309,,
21568,4.057971014492754,69.0
4179,4.057971014492754,69.0
3220,4.057971014492754,69.0
22823,4.057971014492754,69.0
3044,4.057971014492754,69.0
1912,4.057971014492754,69.0
12492,,
3589,,
3876,,
18498,,
3820,,
2838,,
18262,,
6254,,
14195,,
20474,,
10389,,
21250,,
6754,,
7348,,
8821,,
14558,,
14729,,
15623,,
16218,,
17686,,
20015,,
8117,,
10804,,
12617,,
4380,,
21871,,
9211,,
2488,,
830,,
9332,,
11495,,
758,,
5402,,
19341,,
16030,,
21922,,
13166,,
20493,,
6342,,
5471,,
9322,,
15603,,
15049,,
19313,,
11779,,
5697,,
5712,,
13868,,
17171,,
19946,,
16688,,
7310,,
2728,,
7063,,
3619,,
5915,,
5620,,
8591,,
9306,,
18401,,
22463,,
3,,
18482,,
1797,,
8103,5.0,2.0
13022,,
2196,,
20706,,
4764,,
18297,,
22692,,
4,,
14277,,
9201,,
4049,,
15494,,
438,,
2742,,
573,,
10647,,
5019,,
3639,,
10682,,
3387,,
16812,,
1142,,
9198,,
2781,,
7671,,
22715,,
1613,,
6692,,
7096,,
2995,,
7449,,
5791,,
22647,,
6008,,
6698,,
8111,,
7255,,
7555,,
8476,,
9414,,
22393,,
16844,,
10875,,
11148,,
13203,,
15396,,
15530,,
16854,,
18313,,
21449,,
7013,,
9713,,
9453,,
22070,,
1679,,
8950,,
15459,,
17502,,
8495,,
18868,,
21046,,
22073,,
11980,,
1712,,
14260,,
8346,,
5536,,
2820,,
20685,,
246,,
17273,,
20757,,
6717,,
11005,,
15109,,
171,,
14871,,
20028,,
7611,,
17966,,
8522,,
4009,,
6736,,
4061,,
1789,,
17541,,
16104,,
10497,,
21006,,
20153,,
4074,,
6994,,
14209,,
1437,,
956,,
11722,,
1438,,
11691,,
6358,,
19822,,
1754,,
4170,,
1364,,
19644,,
7502,,
14191,,
18151,,
2772,,
3301,,
16783,,
4307,,
20477,,
7572,,
22612,,
19746,,
3497,,
5913,,
2627,,
22688,,
22791,,
15050,,
198,,
4326,,
8300,,
11274,,
11338,,
248,,
13025,,
5694,,
1169,,
18614,,
7221,,
22354,,
1639,,
5293,,
6558,,
8477,,
7549,,
9231,,
10216,,
11543,,
15359,,
5217,,
4308,,
13948,,
18023,,
4192,,
15574,,
15726,,
19246,,
19353,,
20724,,
21417,,
3198,,
324,,
17239,,
13739,,
4018,,
1875,,
12600,,
4747,,
19590,,
21953,,
20793,,
13352,,
2195,,
5781,,
8933,,
9620,,
13970,,
4482,,
20249,,
6675,,
22193,,
18646,,
4915,,
10955,,
13886,,
2076,,
7234,,
266,,
10570,,
7017,,
3435,,
21444,,
5665,,
21068,,
22278,,
4581,,
10280,,
9295,,
19651,,
3305,,
18035,,
14349,,
5627,,
14181,,
13173,,
420,,
13218,,
222,,
18963,,
5310,,
18475,,
17624,,
371,,
9845,,
5053,,
9159,,
14529,,
870,,
15163,,
22309,,
4082,,
22512,,
21842,,
19691,,
15160,,
10516,,
13251,,
168,,
710,,
1385,,
4528,,
4590,,
5041,,
5084,,
12443,,
7592,,
9035,,
10165,,
11069,,
11231,,
22662,,
12067,,
15235,,
15340,,
17071,,
21118,,
4178,,
3526,,
19908,,
17504,,
14173,,
14243,,
12924,,
10291,,
1011,,
11293,,
4305,,
16925,,
3909,,
22949,,
167,,
10688,,
12065,,
18957,,
12762,,
19333,,
344,,
19496,,
820,,
1185,,
4483,,
5284,,
4462,,
18019,,
4800,,
1726,,
7404,,
12047,,
18735,,
2500,,
14203,,
5081,,
14504,,
2266,,
15613,,
4503,,
20081,,
7253,,
7796,,
9148,,
9210,,
19568,,
13487,,
19216,,
14232,,
14362,,
20275,,
11413,,
5119,,
17312,,
16642,,
18730,,
20497,,
20747,,
22104,,
10833,,
22926,,
9082,,
17129,,
22222,,
12280,,
8253,,
16756,,
3458,,
12384,,
22433,,
12906,,
7586,,
14505,,
531,,
7012,,
18301,,
8593,,
9283,,
18640,,
605,,
6143,,
8838,2.6666666666666665,3.0
22389,,
7491,,
1341,,
10033,,
3185,,
652,,
4043,,
4084,,
13495,,
11999,,
2062,,
8874,,
22029,,
21134,,
19891,,
15526,,
21077,,
4823,,
2232,,
21522,,
2080,,
22459,,
17253,,
5990,,
20709,,
19318,,
15068,,
10520,,
9425,,
11151,,
8631,,
11230,,
21459,,
20928,,
18211,,
12671,,
17573,,
2036,,
19125,,
22225,,
4221,,
4729,,
18530,,
14786,,
3734,,
14325,,
21491,,
17604,,
11559,,
8387,,
20729,,
2375,,
1621,,
4866,,
19434,,
22089,,
17865,,
10867,,
1927,,
9323,,
6025,,
20152,,
2258,,
4455,,
8827,,
9467,,
4078,,
8957,,
10731,,
972,,
5375,,
11509,,
11735,,
14294,,
14386,,
21844,,
10038,,
16072,,
16245,,
16771,4.111111111111111,9.0
8442,4.111111111111111,9.0
12512,4.111111111111111,9.0
11827,4.111111111111111,9.0
22270,,
22425,,
11268,,
4261,,
21843,,
6106,,
12388,,
13400,,
21494,,
21951,,
13219,,
16431,,
8457,,
1813,,
82,,
2915,,
19502,,
7879,,
9716,,
22711,,
19556,,
17355,,
852,,
8946,,
9614,,
12106,,
6392,,
5103,,
136,,
6079,,
20262,,
12918,,
19097,,
12480,,
13663,,
976,,
947,,
4536,,
15437,,
11490,,
7941,,
17979,,
15841,,
7666,,
21001,,
8218,,
4355,,
12970,,
4435,,
9619,,
1960,,
21771,,
21740,,
10128,,
17521,,
6481,,
20420,,
3554,,
16476,,
12862,,
22543,,
18185,,
12659,,
16240,,
14300,,
17602,,
18200,,
6218,,
13942,,
6832,,
20437,,
16744,,
14543,,
10977,,
1702,,
8776,,
7321,,
3803,,
3188,,
11426,,
7439,,
11563,,
18049,,
1261,,
7615,,
10177,,
12339,,
17917,2.0,1.0
18402,,
20851,,
5313,,
8801,,
21128,,
7597,,
18593,,
17317,,
22003,,
15878,,
15685,,
13670,,
5622,,
2376,,
17688,,
22322,,
20017,,
1445,,
9442,,
9405,,
17235,,
13967,,
6405,,
6746,,
18048,,
1434,,
19053,,
2499,,
22795,,
2203,,
14961,,
16164,,
11658,,
5728,,
42,,
7912,,
3246,,
19598,,
17833,,
6925,,
7169,,
11322,,
17774,,
17139,,
18038,,
13605,,
20282,,
15025,,
9589,,
21415,,
5191,,
20909,,
6879,,
10301,,
16691,,
13889,,
11267,,
13778,,
7799,,
993,,
15211,,
17029,,
18720,,
12383,,
6819,,
5655,,
2492,,
7222,,
18339,,
20205,,
14946,,
4024,,
14854,,
12626,,
10960,,
12144,,
19560,,
16013,,
632,,
22556,,
10498,,
18344,,
10281,,
18082,,
6841,,
11103,,
6927,,
15950,,
20044,,
15415,,
2034,,
19628,,
503,,
21451,,
4011,,
11590,,
5278,,
12066,,
5585,,
5979,,
19364,,
18290,,
22661,,
8101,,
10669,,
5572,,
12836,,
7481,,
6407,,
310,,
17546,,
12510,,
6921,,
2784,,
20047,,
7700,,
20090,,
14901,,
6725,,
6303,,
21827,,
13229,,
18620,,
4323,,
6914,,
1939,,
14924,,
5754,,
12733,,
18912,,
9329,,
15851,,
22441,,
22697,,
18630,,
4620,,
11713,,
2029,,
8320,,
2432,,
16884,,
8701,,
15882,,
5904,,
10698,,
8208,,
13476,,
15989,,
17927,,
21958,,
21031,,
5059,,
3869,,
11067,,
21759,,
1238,,
10229,,
12739,,
4963,,
12333,,
16686,,
9290,,
21445,,
1816,,
20661,,
9841,,
2923,,
14954,,
11321,,
6990,,
12161,,
10849,,
15465,,
15654,,
7436,,
16339,,
22808,,
10770,,
8601,,
12647,,
18913,,
909,,
2159,,
5526,,
9586,,
12180,,
14921,,
9800,,
10028,,
15089,,
35,,
1408,,
6629,,
18214,,
8036,,
1154,,
15929,,
2371,,
15810,,
19490,,
6910,,
12287,,
12077,,
16860,,
20522,,
21303,,
7179,,
22741,,
8391,,
14918,,
5074,,
18827,,
16559,,
22242,,
10707,,
18088,,
7714,,
2186,,
22339,,
2846,,
12896,,
21615,,
19210,,
17577,,
2702,,
9816,,
16519,,
7493,,
2641,,
19911,,
15712,,
10328,,
20830,,
160,,
1074,,
9457,,
3855,,
1979,,
500,,
20677,,
18076,,
11829,,
14834,,
5837,,
16662,,
22727,,
16553,,
1472,,
13734,,
19056,,
11051,,
16562,,
2501,,
872,,
3566,,
19553,,
281,,
2090,,
787,,
9771,,
9357,,
2706,,
13980,,
593,,
4584,,
7563,,
3587,,
9185,,
3453,,
11244,,
14111,,
18693,,
12486,,
3260,,
14607,,
9623,,
17041,,
16703,,
3369,,
17378,,
22720,,
2322,,
10,,
10623,,
20183,,
1595,,
12753,,
13104,,
19190,,
18073,,
8195,,
2100,,
15367,,
12985,,
14973,,
10631,,
15075,,
328,3.5,2.0
84,3.5,2.0
711,3.5,2.0
2696,,
4673,,
18659,,
18795,,
16821,,
8878,,
3657,,
11133,,
18003,,
16754,,
10440,,
2554,,
12764,,
17941,,
17044,,
11414,,
19783,,
9893,,
13718,,
8017,,
2794,,
22574,3.3636363636363638,198.0
12032,3.3636363636363638,198.0
5631,3.3636363636363638,198.0
12552,3.3636363636363638,198.0
16425,3.3636363636363638,198.0
17665,3.3636363636363638,198.0
15317,3.3636363636363638,198.0
5555,,
6686,,
21710,,
11192,,
19172,,
13929,,
15178,,
20238,,
5770,,
22392,,
20542,,
13452,,
18181,,
8847,,
17248,,
6963,,
13757,,
20345,,
10608,,
6762,,
7860,,
15649,,
19636,,
7963,,
11393,,
4778,,
18014,,
13230,,
19961,,
14585,,
11448,,
15695,,
6721,,
12324,,
5614,,
12468,,
12235,,
2244,,
21430,,
21292,,
8754,,
13538,,
17177,,
15363,,
16118,,
2774,,
19772,,
15610,,
10967,,
11438,,
21885,,
4976,,
10283,,
3510,,
18561,,
19641,,
1774,,
20285,,
17514,,
20170,,
15505,,
8612,,
13162,,
3289,,
10751,,
17297,,
16232,,
13828,,
496,,
9121,,
10337,,
15859,,
1181,,
1374,,
1623,,
2142,,
11729,,
5811,,
16863,,
13621,,
6667,,
16846,,
18334,,
18368,,
2180,,
22523,,
11653,,
3110,,
3954,,
5920,,
4259,,
4466,,
13125,,
6603,,
5238,,
21818,,
21344,,
17996,,
8378,,
5370,,
6541,,
7366,,
15842,,
12093,,
7386,,
17611,,
22905,,
8153,,
8408,,
8658,,
9070,,
9282,,
16394,,
10243,,
10399,,
10640,,
10907,,
11111,,
12545,,
20812,,
18308,,
8084,,
22872,,
12767,,
15276,,
8009,,
15983,,
6075,,
12352,,
14418,,
17315,,
10260,,
13481,,
13177,3.7222222222222223,36.0
8266,3.7222222222222223,36.0
22445,3.7222222222222223,36.0
16062,3.7222222222222223,36.0
4685,3.7222222222222223,36.0
12943,3.7222222222222223,36.0
15763,3.7222222222222223,36.0
21518,3.7222222222222223,36.0
3886,3.7222222222222223,36.0
6649,3.7222222222222223,36.0
8516,3.7222222222222223,36.0
13976,,
14665,,
21838,,
16216,,
7118,,
4090,,
15915,,
16982,,
17445,,
17722,,
6874,,
13531,,
17898,,
18412,3.0,1.0
18572,,
2293,,
5974,,
19418,,
18968,,
4164,,
19129,,
20221,,
19218,,
12297,,
19335,,
11778,,
684,,
4297,,
2998,,
19689,,
14013,,
9811,,
5517,,
15069,,
19389,,
19871,,
19970,,
20159,,
19929,,
7011,,
20191,,
19586,,
4789,,
21155,,
17844,,
20459,,
8983,,
3650,,
13245,,
2511,,
12091,,
18213,,
20392,,
20514,,
5978,,
13964,,
2478,,
6374,,
21692,,
21757,,
5481,,
8336,,
19441,,
21761,,
21980,,
22105,,
22617,,
22671,,
22801,,
22816,,
14267,,
19491,,
19250,,
20171,,
2107,,
2210,,
7732,,
14503,,
15362,,
3158,,
15546,,
13865,,
3784,,
8013,,
7874,,
3838,,
1769,,
14131,,
8635,,
12831,,
6378,,
10058,,
8514,,
10885,,
18017,,
15938,,
18047,,
20029,,
19419,,
22502,,
10739,,
4742,,
22027,4.019230769230769,52.0
17159,4.019230769230769,52.0
2363,4.019230769230769,52.0
4253,4.019230769230769,52.0
2504,4.019230769230769,52.0
11388,4.019230769230769,52.0
1522,4.019230769230769,52.0
5434,4.019230769230769,52.0
17738,4.019230769230769,52.0
16401,4.019230769230769,52.0
22036,,
21770,,
6895,,
5397,,
15215,,
478,,
8800,,
2670,,
2428,,
7400,,
488,,
8688,,
18193,,
3873,,
12787,,
7721,,
8663,,
22883,,
17331,,
20424,,
20792,,
3316,,
1524,,
1700,,
10356,,
6099,,
13366,,
1692,,
9663,,
1663,,
5644,,
3165,,
5596,,
21961,,
846,,
2369,,
5355,,
6176,,
9163,,
15595,,
16388,,
2827,,
18066,,
20220,,
20738,,
21713,,
14693,,
21738,,
19287,,
18492,,
16707,,
9618,,
2344,,
2288,,
4030,,
725,,
8869,,
9093,,
22365,,
12237,,
12511,,
11929,,
16481,,
22117,,
22415,,
6199,,
2551,,
8686,,
15238,,
731,,
180,,
13901,,
17720,,
18816,,
4598,,
4568,,
20680,,
10200,,
9247,,
7590,,
15609,,
8674,,
18641,,
3368,,
5995,,
1930,,
458,,
5155,,
1582,,
10146,,
14895,,
15266,,
21881,,
5637,,
1256,,
1557,,
13547,,
3295,,
5236,,
1670,,
2935,,
3534,,
5188,,
9052,,
5493,,
8394,,
5916,,
7120,,
15013,,
8999,,
9547,,
10843,,
16173,,
21032,,
18948,,
21900,,
4349,,
22534,,
20569,,
20013,,
5153,,
20426,,
18027,,
295,,
1463,,
16206,,
614,,
7903,,
14526,,
1184,,
20427,,
19874,,
4916,,
8409,,
18275,,
13766,,
8140,,
20686,,
6097,,
19362,,
11965,,
391,,
18618,,
3234,,
9911,,
2431,,
9515,,
9971,,
10007,,
17054,,
21033,,
11810,,
1954,,
7778,,
17252,,
3674,,
1296,,
11331,,
14653,,
6642,,
1283,,
8303,,
15754,,
17695,,
7081,,
7739,,
8200,,
8416,,
11203,,
22672,,
6661,,
13561,,
16695,,
17377,,
17132,,
20512,,
6911,,
20151,,
3111,,
19804,,
21807,,
20349,,
8888,,
22470,,
20083,,
20104,,
5901,,
1069,,
5066,,
12730,,
13153,,
16611,,
11617,,
17135,,
2324,,
22576,,
20761,,
1514,,
18404,,
822,,
19379,,
6619,,
16016,,
10619,,
14227,,
10402,,
11412,,
1131,,
8383,,
9205,,
1260,,
2978,,
3583,,
3651,,
6579,,
4224,,
9168,,
10081,,
14576,,
15157,,
15669,,
16156,,
17605,,
22721,,
7940,,
19401,,
16281,,
1413,,
76,,
17143,,
14157,,
15978,,
6010,,
5253,,
16285,,
21754,,
17090,,
9491,,
18698,,
11884,,
8326,,
9170,,
2859,,
7142,,
9301,,
19357,,
7188,,
