,cat_counts,cat_avg_stars
-Women's Clothing-Fashion-Shopping-Shoe Stores-Accessories,1,1.5
-Animal Shelters-Pet Stores-Pets,1,4.5
-Seafood-Fish & Chips-American (Traditional)-Restaurants,1,2.5
-Food-Tea Rooms,1,4.0
-Burmese-Restaurants,1,4.5
-Food-Breakfast & Brunch-Buffets-Restaurants,1,4.0
-Breakfast & Brunch-Restaurants-Italian,1,3.0
-Diners-Restaurants-Event Planning & Services-Caterers,1,3.5
-African-Caribbean-Restaurants,1,4.0
-Arts & Entertainment-Performing Arts-Music Venues-Art Galleries-Nightlife-Shopping,1,5.0
-Bridal-Shopping-Jewelry,1,4.5
-Active Life-Disc Golf-Bike Rentals,1,5.0
-Active Life-Amateur Sports Teams-Parks,1,3.5
-Burgers-American (Traditional)-Diners-Restaurants,1,3.5
-Food-Burgers-Sandwiches-Ice Cream & Frozen Yogurt-Restaurants,1,3.5
-Gastropubs-Cafes-Restaurants,1,2.5
-Tours-Hotels & Travel-Mediterranean-Restaurants,1,4.0
-Shopping-Food-Home & Garden-Specialty Food-Kitchen & Bath-Personal Shopping,1,4.0
-Pet Services-Home Services-Pets,1,5.0
-Burgers-American (New)-Restaurants,1,4.0
-Dive Bars-Bars-Nightlife-Lounges-Restaurants,1,4.0
-Seafood-Japanese-Restaurants,1,5.0
-Car Wash-Automotive-Auto Detailing-Gas & Service Stations,1,2.5
-Active Life-Landmarks & Historical Buildings-Public Services & Government-Local Flavor-Parks,1,4.0
-Pet Services-Veterinarians-Pets,1,4.0
-Bars-Pubs-Nightlife-Gastropubs-American (New)-Restaurants,1,4.0
-Arts & Crafts-Shopping-Jewelry-Home & Garden-Home Decor,1,4.5
-Delis-Fast Food-Chinese-Restaurants,1,3.5
-Auto Repair-Automotive-Tires,1,4.0
-Greek-Vegetarian-Mediterranean-Middle Eastern-Restaurants,1,4.0
-Shopping Centers-Fashion-Shopping-Outlet Stores-Department Stores,1,3.5
-Food Stands-Filipino-Restaurants,1,4.0
-American (Traditional)-Sandwiches-Barbeque-Restaurants,1,3.5
-Fashion-Shopping,1,4.0
-Tapas Bars-Bars-Nightlife-Lounges-Restaurants,1,3.5
-Arts & Entertainment-Amusement Parks-Arcades-Amateur Sports Teams-Active Life-Mini Golf,1,3.5
-Pizza-Buffets-Restaurants,1,3.0
-Thai-Sushi Bars-Japanese-Restaurants,1,4.0
-Beauty & Spas-Tanning-Nail Salons,1,5.0
-Bakeries-Food-Caterers-Event Planning & Services-Restaurants-Sandwiches,1,4.0
-Burgers-Cheesesteaks-Chicken Wings-Restaurants,1,3.5
-Health Markets-Food-Juice Bars & Smoothies-Specialty Food,1,4.5
"-Books, Mags, Music & Video-Shopping-Adult",1,4.0
"-Used, Vintage & Consignment-Fashion-Shopping-Discount Store",1,4.5
-Cafes-American (New)-Restaurants,1,3.5
-Bars-Mediterranean-Wine Bars-Nightlife-Restaurants-Sandwiches,1,3.5
-Restaurants-French-Italian,1,4.0
-American (Traditional)-Wedding Planning-Food-Breakfast & Brunch-Specialty Food-Sandwiches-Event Planning & Services-Fruits & Veggies-Restaurants,1,4.0
-Tires-Automotive-Oil Change Stations,1,1.5
-Food-Coffee & Tea-Vietnamese-Restaurants,1,4.0
-Women's Clothing-Department Stores-Fashion-Shopping-Men's Clothing,1,3.5
-Leather Goods-Sewing & Alterations-Fashion-Shopping-Local Services,1,1.0
-Food-Arts & Entertainment-Wineries,1,2.5
-Beauty & Spas-Health & Medical-Medical Spas,1,1.5
-Fast Food-Mexican-Food Stands-Restaurants,1,5.0
-Food-Ice Cream & Frozen Yogurt-Coffee & Tea-Juice Bars & Smoothies,1,4.5
-Food-Shopping,1,4.0
-Flowers & Gifts-Shopping-Florists,1,4.0
-Food-Specialty Food-Juice Bars & Smoothies-Fruits & Veggies,1,4.5
-Massage Therapy-Health & Medical-Massage-Beauty & Spas,1,4.5
-Steakhouses-Sandwiches-Restaurants,1,4.0
-Food-Specialty Food-Fruits & Veggies,1,4.5
-Sushi Bars-Japanese-Vegan-Restaurants,1,4.0
-Active Life-Hiking-Parks,1,4.5
-Food-Bagels-Cafes-Restaurants,1,4.5
-Shopping-Computers-Local Services-IT Services & Computer Repair-Electronics-Education,1,3.5
-Food-Pizza-American (New)-Breweries-Restaurants,1,3.0
-Bars-American (Traditional)-Mexican-Nightlife-Restaurants,1,2.5
-Bars-Asian Fusion-Nightlife-Lounges-Restaurants,1,4.0
-Fashion-Shopping-Sporting Goods-Active Life-Fitness & Instruction-Women's Clothing-Yoga-Sports Wear,1,4.5
-Seafood-Sushi Bars-Japanese-Restaurants,1,4.0
-Home Services-Flooring,1,2.0
-Food-Desserts-Barbeque-Restaurants,1,2.5
-American (Traditional)-Gluten-Free-Vegan-Restaurants,1,3.5
-Food-Desserts-Vegetarian-Indian-Restaurants,1,3.5
-Tires-Automotive-Shopping-Wholesale Stores,1,3.0
-Electronics-Computers-Shopping,1,4.0
-Art Schools-Specialty Schools-Education,1,2.5
-Food-Specialty Food-Bakeries-Chocolatiers & Shops,1,4.5
-Nightlife-Arts & Entertainment-Karaoke-Social Clubs,1,4.5
-Specialty Schools-Education-Cooking Schools,1,4.0
-Food-Cheese Shops-Delis-Specialty Food-Restaurants,1,4.5
-Kosher-Vegetarian-Vegan-Restaurants,1,4.0
-Children's Clothing-Shopping-Fashion-Maternity Wear,1,3.0
-Polish-Scandinavian-Restaurants,1,4.5
-Thai-Sushi Bars-Restaurants,1,3.5
-Coffee & Tea-Food-Caterers-Sandwiches-Restaurants-Event Planning & Services,1,3.5
-Nightlife-Bars-Gay Bars-Diners-Restaurants,1,3.0
-Piercing-Beauty & Spas,1,5.0
-Buffets-Dim Sum-Chinese-Restaurants,1,3.5
-Tours-Sporting Goods-Shopping-Hotels & Travel,1,4.5
-Food-Burgers-American (Traditional)-Ice Cream & Frozen Yogurt-Restaurants,1,4.0
-Electronics-Musical Instruments & Teachers-Shopping,1,4.5
-Food-Tapas Bars-Latin American-Coffee & Tea-Restaurants,1,4.0
-Food-Ethnic Food-American (New)-Restaurants-Specialty Food,1,4.0
-Party Supplies-Arts & Crafts-Shopping-Event Planning & Services-Costumes,1,3.0
-Bars-Restaurants-Mexican-Sports Bars-Nightlife,1,3.0
-Beauty & Spas-Resorts-Event Planning & Services-Hotels & Travel-Day Spas-Hotels,1,4.0
-Jewelry-Shopping-Home & Garden-Antiques-Furniture Stores,1,4.5
-Shopping-Home Services-Building Supplies-Home & Garden-Hardware Stores-Appliances,1,3.5
-Bars-Pool Halls-Nightlife-Sports Bars,1,3.5
"-Hobby Shops-Comic Books-Shopping-Books, Mags, Music & Video",1,4.5
-Breakfast & Brunch-Caterers-Sandwiches-Event Planning & Services-Restaurants,1,4.0
-Vegetarian-American (New)-Restaurants,1,3.5
-Food-Tea Rooms-American (Traditional)-Restaurants,1,4.5
"-Bars-Food-Beer, Wine & Spirits-Wine Bars-Nightlife-Restaurants-Pizza",1,3.5
-Food-Ice Cream & Frozen Yogurt-Korean-Sandwiches-Restaurants,1,4.5
-Jazz & Blues-Arts & Entertainment-Nightlife,1,3.0
-Active Life-Yoga-Trainers-Fitness & Instruction,1,3.5
-Coffee & Tea-Food-Vegetarian-Specialty Food-Health Markets-Restaurants,1,4.0
-Pool Halls-American (New)-Nightlife-Restaurants,1,3.0
-Food-Donuts-Coffee & Tea-Cafes-Restaurants,1,4.0
-Soul Food-Breakfast & Brunch-Southern-Restaurants,1,4.0
-Bars-Restaurants-American (Traditional)-Nightlife-Chicken Wings,1,3.0
-Arts & Entertainment-American (New)-Caterers-Event Planning & Services-Cinema-Restaurants,1,4.0
-Nightlife-Cuban-Bars-Restaurants,1,4.0
-Bakeries-Food-Mexican-Restaurants,1,4.0
-Automotive-Hotels & Travel-Transportation-Airport Shuttles-Parking,1,3.0
-Bakeries-Food-Pizza-Restaurants,1,5.0
-Active Life-Pilates-Fitness & Instruction,1,4.5
-Bars-Breakfast & Brunch-Wine Bars-Nightlife-Restaurants-Sandwiches,1,4.0
-Bars-Food-French-Specialty Food-Wine Bars-Nightlife-Restaurants,1,5.0
-Food-Ice Cream & Frozen Yogurt-Restaurants-Sandwiches-Burgers,1,3.5
-Diners-Mexican-Tex-Mex-Restaurants,1,3.5
-Pubs-Food-Bars-Breweries-Nightlife,1,3.5
-Food-Coffee & Tea-Cafes-Breakfast & Brunch-Restaurants,1,4.0
-Department Stores-Fashion-Shopping-Home Decor-Home & Garden-Kitchen & Bath,1,4.0
-Food-Grocery-Breakfast & Brunch-Restaurants,1,4.0
-Bars-Restaurants-Nightlife-Pizza-Sports Bars-Italian,1,4.0
-Active Life-American (New)-Golf-Restaurants,1,4.0
-Mexican-Event Planning & Services-Venues & Event Spaces-Restaurants,1,3.5
"-Food-Specialty Food-Meat Shops-Beer, Wine & Spirits",1,4.5
-Breakfast & Brunch-American (New)-Cafes-Restaurants,1,3.5
-Wine Bars-Bars-Latin American-Nightlife-Restaurants,1,4.0
-Food-Coffee & Tea-Vegan-Restaurants,1,4.0
-Breakfast & Brunch-American (New)-Buffets-Restaurants,1,3.0
-Turkish-Halal-Restaurants,1,4.5
-Food-Specialty Food-Sandwiches-Restaurants,1,4.0
-American (New)-Chicken Wings-Restaurants,1,4.5
-Auto Repair-Automotive-Body Shops-Auto Glass Services,1,4.5
-Automotive-Shopping-Personal Shopping,1,5.0
-Food-Desserts-Bakeries-Specialty Food,1,5.0
-Hotels & Travel-Travel Services-Airlines-Transportation,1,2.5
-Food-Coffee & Tea-Chinese-Restaurants,1,3.5
-Fashion-Shopping-Beauty & Spas-Men's Clothing-Cosmetics & Beauty Supply-Women's Clothing,1,3.5
-Flowers & Gifts-Shopping-Event Planning & Services-Florists,1,5.0
-Bars-Pizza-American (Traditional)-Nightlife-Restaurants,1,3.5
-Pizza-Italian-Sandwiches-Restaurants,1,4.5
-Local Services,1,5.0
-Food-Sandwiches-Breweries-Pizza-Restaurants,1,4.0
-Fast Food-Asian Fusion-Chinese-Restaurants,1,3.5
-Skin Care-Beauty & Spas-Hair Removal-Laser Hair Removal,1,3.0
-Delis-Italian-Sandwiches-Restaurants,1,4.5
-Mediterranean-Greek-Southern-Restaurants,1,3.0
-Coffee & Tea-Hawaiian-Food-Venues & Event Spaces-Caterers-Juice Bars & Smoothies-Event Planning & Services-Restaurants,1,4.5
-Arts & Entertainment-Shopping-Music Venues-Art Galleries-Bars-Nightlife-Lounges,1,4.0
-Optometrists-Health & Medical-Shopping-Eyewear & Opticians,1,2.0
-Tapas/Small Plates-Spanish-Restaurants,1,3.5
-Wine Bars-Bars-Mediterranean-Nightlife-Restaurants,1,4.5
-Arts & Entertainment-Venues & Event Spaces-Arcades-Event Planning & Services-Bowling-Active Life,1,4.0
-Dive Bars-Bars-Gay Bars-Nightlife-Lounges,1,3.5
-Hotels & Travel-American (Traditional)-Restaurants-Event Planning & Services-Hotels,1,2.5
-Food-Specialty Food-Shopping-Candy Stores-Toy Stores,1,4.0
-Bars-Mexican-Nightlife-Lounges-American (New)-Restaurants,1,3.0
-Asian Fusion-Japanese-Restaurants,1,4.0
-Pet Services-Pet Training-Pet Boarding/Pet Sitting-Pets,1,4.0
-Coffee & Tea-Music Venues-Food-Arts & Entertainment-Nightlife-Restaurants-Italian,1,3.5
-Asian Fusion-Italian-Japanese-Restaurants,1,4.0
-Cheesesteaks-Restaurants,1,4.5
"-Used, Vintage & Consignment-Fashion-Shopping-Antiques",1,4.0
-Beauty & Spas,1,2.5
-Coffee & Tea-Food-Breakfast & Brunch-Bars-Wine Bars-Nightlife-Restaurants,1,4.5
-Asian Fusion-Mexican-Chinese-Restaurants,1,3.5
-Bakeries-Food-Coffee & Tea-Desserts,1,4.0
-Food-Weight Loss Centers-Juice Bars & Smoothies-Health & Medical,1,4.0
-Dive Bars-Bars-Nightlife-Dance Clubs,1,3.0
-American (Traditional)-Steakhouses-Barbeque-Restaurants,1,3.0
-Food-Grocery-Convenience Stores,1,4.5
-Food-Juice Bars & Smoothies-Gluten-Free-Restaurants,1,2.5
-Soup-Taiwanese-Chinese-Restaurants,1,4.0
-Wine Bars-Bars-Restaurants-Nightlife-Tapas/Small Plates,1,4.0
-Hobby Shops-Shopping-Toy Stores,1,5.0
-Burgers-American (New)-Gluten-Free-Restaurants,1,4.0
-Music Venues-Arts & Entertainment-Event Planning & Services-Venues & Event Spaces-Nightlife,1,4.0
-Grocery-Food-Ethnic Food-Japanese-Specialty Food-Restaurants,1,4.0
-Caterers-Restaurants-Event Planning & Services-Italian,1,3.0
-Active Life-Mini Golf-Amusement Parks-Event Planning & Services-Party & Event Planning,1,3.5
-Bakeries-Food-Event Planning & Services-Caterers,1,4.5
-Barbeque-Hawaiian-Restaurants,1,3.0
-Tires-Automotive-Fashion-Shopping-Department Stores,1,3.5
-Italian-American (New)-Mediterranean-Restaurants,1,4.0
-Bakeries-Food-Delis-Middle Eastern-Restaurants,1,4.5
-Vietnamese-Sandwiches-Restaurants,1,3.0
-Food-Ethnic Food-Specialty Food-Restaurants,1,4.5
-Eyelash Service-Hair Removal-Beauty & Spas,1,4.0
-American (New)-Food Stands-Restaurants,1,4.0
-Sushi Bars-American (New)-Restaurants,1,3.5
-Home Services-Pool Cleaners,1,4.0
-Modern European-American (New)-Restaurants,1,4.0
-Skin Care-Hair Salons-Nail Salons-Beauty & Spas,1,5.0
-Nightlife-Bars-Lounges-French-Restaurants,1,3.5
-Musical Instruments & Teachers-Shopping-Pawn Shops,1,4.5
-Food-American (Traditional)-Breweries-Restaurants,1,3.0
-Wine Bars-Bars-Cafes-Nightlife-Restaurants,1,5.0
-Pet Services-Pet Groomers-Pet Training-Pets-Pet Stores,1,2.5
-Active Life-Skating Rinks-Amusement Parks,1,4.0
-Food-Ice Cream & Frozen Yogurt-Vegan-Restaurants,1,4.5
-Local Services-Keys & Locksmiths-Home Services,1,5.0
-Food-Convenience Stores-American (New)-Cafes-Restaurants,1,4.0
-Cafes-Mexican-Restaurants,1,3.5
-Golf-Event Planning & Services-Active Life-Hotels & Travel-Hotels-Restaurants,1,4.0
-Breakfast & Brunch-Cafes-American (Traditional)-Restaurants,1,3.5
-Active Life-Hiking-Local Flavor,1,4.0
-Department Stores-Fashion-Shopping-Discount Store,1,4.0
-Personal Chefs-Event Planning & Services,1,5.0
-Arts & Entertainment-Cinema-Performing Arts,1,4.0
-Restaurants-American (New)-Italian,1,4.0
-Active Life-Parks-Local Flavor-Playgrounds,1,4.5
-Breakfast & Brunch-Mexican-Barbeque-Restaurants,1,3.5
-Food-Vegetarian-Juice Bars & Smoothies-Vegan-Restaurants,1,4.0
-Food-Ice Cream & Frozen Yogurt-Coffee & Tea-Breakfast & Brunch-Restaurants,1,4.0
-Bars-Vietnamese-Nightlife-Lounges-Restaurants,1,2.5
"-Food-Beer, Wine & Spirits-Bars-Nightlife-Lounges",1,3.0
-Vietnamese-Asian Fusion-Restaurants,1,4.0
-Active Life-Boot Camps-Gyms-Trainers-Fitness & Instruction,1,5.0
-Shopping-Arts & Crafts-Event Planning & Services-Cards & Stationery-Art Supplies-Flowers & Gifts,1,4.5
-Painters-Home Services,1,4.5
"-Used, Vintage & Consignment-Fashion-Shopping-Maternity Wear",1,3.5
-Piano Bars-Seafood-Steakhouses-Nightlife-Restaurants,1,3.5
-Professional Services-Bankruptcy Law-Lawyers-Personal Injury Law-General Litigation,1,5.0
-Health Markets-Food-Grocery-Ethnic Food-Specialty Food,1,3.0
-Restaurants-Mexican-Event Planning & Services-Caterers,1,3.0
-Specialty Schools-Massage Schools-Education-Massage-Beauty & Spas,1,3.5
-Breakfast & Brunch-Tex-Mex-Restaurants,1,4.0
"-Comic Books-Shopping-Books, Mags, Music & Video",1,4.0
-Coffee & Tea-Food-Cafes-Chocolatiers & Shops-Specialty Food-Restaurants,1,5.0
-Vietnamese-Thai-Asian Fusion-Chinese-Restaurants,1,4.0
-Pubs-Bars-Nightlife-Lounges,1,3.0
-Food-Do-It-Yourself Food-Buffets-Restaurants,1,3.5
-Bars-Latin American-Mexican-Nightlife-Restaurants,1,4.0
-Food-Ethnic Food-Grocery-Meat Shops-Specialty Food,1,3.5
-Nightlife-Thai-Bars-Restaurants,1,4.0
-Arts & Entertainment-Art Galleries-Shopping-Event Planning & Services-Venues & Event Spaces,1,4.5
-Health & Medical,1,1.5
-Pizza-Food Stands-Restaurants,1,4.5
-Active Life-Mini Golf-Arts & Entertainment-Amusement Parks-Arcades,1,2.0
-Bakeries-Food-Specialty Food-Ethnic Food-Desserts,1,4.5
-Pizza-American (New)-Restaurants,1,3.0
-Bakeries-Food-Restaurants-Sandwiches-Italian,1,4.0
-Desserts-Food-Caterers-Specialty Food-Event Planning & Services-Chocolatiers & Shops,1,3.5
-Active Life-Mini Golf-Arts & Entertainment-Go Karts-Arcades,1,3.0
-Greek-American (New)-Mediterranean-Restaurants,1,3.5
-Breakfast & Brunch-American (New)-Fast Food-Restaurants,1,4.0
-Food-Grocery-Middle Eastern-Restaurants,1,4.0
-Nail Salons-Hair Removal-Massage-Beauty & Spas,1,3.0
-Massage Therapy-Health & Medical-Physical Therapy-Chiropractors,1,4.5
-Local Services-Shopping-Bridal-Sewing & Alterations,1,5.0
-Food-Specialty Food-Grocery,1,4.5
-Handyman-Home Services,1,5.0
-Food-Ice Cream & Frozen Yogurt-Juice Bars & Smoothies,1,3.5
-Breakfast & Brunch-Cafes-Sandwiches-Restaurants,1,3.5
-Active Life-Sports Clubs-Yoga-Fitness & Instruction,1,3.5
-Active Life-Event Planning & Services-Party & Event Planning-Bowling,1,2.5
-Bars-Pool Halls-Nightlife,1,3.5
-Food-Burgers-Ice Cream & Frozen Yogurt-Sandwiches-Restaurants,1,3.5
-Party Supplies-Arts & Crafts-Shopping-Costumes-Event Planning & Services,1,4.5
-Car Wash-Automotive-Gas & Service Stations,1,2.5
-Gluten-Free-Sandwiches-Vegan-Restaurants,1,4.0
"-Used, Vintage & Consignment-Fashion-Shopping-Arts & Crafts",1,4.5
-Women's Clothing-Lingerie-Shopping-Fashion-Accessories,1,2.5
-Cuban-Cafes-Restaurants,1,3.5
-Bars-Shopping-Music Venues-Art Galleries-Arts & Entertainment-Nightlife,1,4.0
-Food-Donuts-Coffee & Tea-Fast Food-Restaurants,1,3.5
-Delis-American (New)-Sandwiches-Restaurants,1,4.5
-Arts & Entertainment-Venues & Event Spaces-Nightlife-Music Venues-Event Planning & Services,1,3.0
-Food-Ethnic Food-Thai-Specialty Food-Restaurants,1,4.0
-Bars-Food-Nightlife-Lounges-American (New)-Restaurants,1,4.0
-Food-Ethnic Food-Specialty Food-Sandwiches-Restaurants-Hot Dogs,1,3.5
-Vegetarian-Hawaiian-Restaurants,1,4.0
-Pubs-Wine Bars-Bars-Nightlife,1,4.5
-Active Life-Recreation Centers-Gyms-Fitness & Instruction,1,4.5
-Fashion-Shopping-Beauty & Spas-Tanning-Cosmetics & Beauty Supply-Women's Clothing,1,5.0
-Mediterranean-Sandwiches-Restaurants,1,3.0
-Fashion-Shopping-Shoe Stores-Outlet Stores,1,3.5
-Scandinavian-Restaurants,1,3.5
-Pet Services-Pets-Pet Stores,1,3.5
-Skin Care-Eyelash Service-Hair Removal-Beauty & Spas,1,5.0
-Burgers-Bars-Hot Dogs-Nightlife-Restaurants,1,4.0
-Active Life-Fishing,1,4.0
"-Bars-Food-Beer, Wine & Spirits-Nightlife-American (New)-Sports Bars-Restaurants",1,3.0
-Event Planning & Services-Pizza-Caterers-Chicken Wings-Restaurants,1,3.5
-Do-It-Yourself Food-Health Markets-Specialty Food-Food-Gluten-Free-Restaurants,1,4.5
-Fashion-Shopping-Jewelry-Home & Garden-Accessories,1,4.0
-Hotels & Travel-Transportation,1,5.0
-Burgers-Hot Dogs-Mexican-Restaurants,1,3.5
"-Grocery-Shopping-Florists-Food-Beer, Wine & Spirits-Flowers & Gifts",1,4.0
-Korean-Thai-Chinese-Restaurants,1,3.0
"-Fashion-Shopping-Home Decor-Used, Vintage & Consignment-Home & Garden-Local Services-Furniture Reupholstery",1,4.5
-Swimming Pools-Venues & Event Spaces-Event Planning & Services-Active Life-Hotels & Travel-Hotels,1,4.0
-Bakeries-Food-Flowers & Gifts-Shopping-Florists,1,3.5
"-Food-Beer, Wine & Spirits-Vegetarian-Sandwiches-Restaurants",1,4.0
-Seafood-Mexican-Tex-Mex-Restaurants,1,4.0
-Active Life-Amusement Parks-Climbing-Gyms-Fitness & Instruction,1,4.0
-Event Planning & Services-Venues & Event Spaces-Nightlife,1,4.5
-Bars-Music Venues-Arts & Entertainment-Dive Bars-Nightlife-Lounges,1,3.5
"-Used, Vintage & Consignment-Kitchen & Bath-Fashion-Shopping-Home & Garden",1,4.5
-Auto Repair-Automotive-Towing-Auto Glass Services,1,5.0
-Food-Greek-Restaurants,1,3.0
-Nightlife-Bars-Japanese-Restaurants,1,4.0
-Caribbean-Hawaiian-Restaurants,1,4.0
-Food-Desserts-Coffee & Tea-Breakfast & Brunch-Restaurants,1,4.0
-Russian-Restaurants,1,3.5
-Bars-Spanish-Nightlife-Lounges-Basque-Restaurants,1,4.0
-Movers-Home Services,1,5.0
-Korean-Hawaiian-Restaurants,1,3.5
-Nightlife-Asian Fusion-Sushi Bars-Karaoke-Restaurants,1,3.5
-Food-Desserts-Delis-Bakeries-Restaurants,1,4.5
-Breakfast & Brunch-Delis-Restaurants,1,4.0
-Greek-Delis-Restaurants,1,4.5
-Arts & Entertainment-Botanical Gardens-Music Venues-Nightlife,1,4.5
-Burgers-Hawaiian-Restaurants,1,3.0
-Chicken Wings-Barbeque-Restaurants,1,3.5
-Skin Care-Shopping-Cosmetics & Beauty Supply-Beauty & Spas,1,4.5
-Breakfast & Brunch-American (Traditional)-Sandwiches-Restaurants,1,3.5
-Food-Tea Rooms-British-Restaurants,1,4.5
-Mediterranean-Middle Eastern-Halal-Restaurants,1,4.5
-Hair Salons-Hair Stylists-Beauty & Spas,1,4.0
-American (Traditional)-Cafes-Restaurants,1,4.5
-Lounges-Arts & Entertainment-Bars-Nightlife-Music Venues,1,4.0
-Polish-American (Traditional)-Restaurants,1,4.0
-Bakeries-Food-Grocery-Health Markets-Specialty Food,1,4.0
-Car Stereo Installation-Automotive-Electronics-Shopping,1,5.0
-Shopping-Guns & Ammo-Pawn Shops,1,5.0
-Nightlife-Italian-American (Traditional)-Bars-Restaurants,1,3.0
-Shopping-Antiques-Home & Garden-Furniture Stores,1,4.5
-Appliances-Shopping-Home Decor-Home & Garden-Kitchen & Bath,1,3.0
-Nightlife-Bars-Chicken Wings-Sports Bars-Restaurants,1,2.5
-Active Life-American (Traditional)-Golf-Restaurants,1,4.5
-Reflexology-Health & Medical,1,4.5
-Optometrists-Laser Eye Surgery/Lasik-Ophthalmologists-Health & Medical-Doctors,1,4.5
-Skin Care-Massage-Beauty & Spas,1,4.0
-Food-Juice Bars & Smoothies-Coffee & Tea-Vietnamese-Restaurants,1,3.5
-Bars-Music Venues-Arts & Entertainment-Dance Clubs-Nightlife-Lounges,1,3.5
-Shopping Centers-Fashion-Shopping-Department Stores-Venues & Event Spaces-Event Planning & Services,1,3.0
-Dance Clubs-Event Planning & Services-Venues & Event Spaces-Nightlife,1,4.0
"-Shopping-Home Decor-Arts & Crafts-Bookstores-Home & Garden-Event Planning & Services-Books, Mags, Music & Video-Cards & Stationery-Flowers & Gifts",1,4.5
-Active Life-Gyms-Health & Medical-Fitness & Instruction,1,4.0
-Food-Grocery-American (Traditional)-Breakfast & Brunch-Restaurants,1,4.0
-Nightlife-Irish-Arts & Entertainment-Music Venues-Restaurants,1,3.5
-Food-Bakeries-Coffee & Tea-Event Planning & Services-Caterers,1,3.5
-Pets,1,3.5
-Shades & Blinds-Home Services-Contractors,1,5.0
-Bakeries-Food-Breakfast & Brunch-Delis-Restaurants,1,3.5
-Fast Food-Southern-Restaurants,1,4.0
-Creperies-Food Stands-French-Restaurants,1,4.5
-Local Services-Shopping-Jewelry-Watch Repair,1,4.5
-Active Life-Hotels & Travel-Tours-Bike Rentals,1,4.5
"-Books, Mags, Music & Video-Bookstores-Shopping-Toy Stores",1,4.0
-Active Life-Zoos-Kids Activities,1,3.5
-Health & Medical-Dentists-Orthodontists-General Dentistry,1,5.0
-Cajun/Creole-Fast Food-Southern-Restaurants,1,4.0
-Restaurants-Mediterranean-Italian,1,4.0
"-Hobby Shops-Comic Books-Books, Mags, Music & Video-Shopping-Toy Stores",1,3.5
-Food-Coffee & Tea-Creperies-Cafes-Restaurants,1,4.5
-Coffee & Tea-Music Venues-Food-Arts & Entertainment-Nightlife-Jazz & Blues,1,4.0
-Bars-Chicken Wings-Nightlife-Karaoke-Sports Bars-Restaurants,1,3.0
-Mexican-Food Stands-Restaurants,1,4.0
-Museums-Art Schools-Arts & Entertainment-Specialty Schools-Education,1,3.5
-Health & Medical-Physical Therapy-Massage-Beauty & Spas,1,4.5
-Hair Salons-Skin Care-Nail Salons-Beauty & Spas,1,4.5
-Doctors-Health & Medical-Internal Medicine,1,2.5
-Restaurants-Sandwiches-Italian,1,4.0
-Food-Grocery-Indian-Buffets-Restaurants,1,4.0
"-Food-Cheese Shops-Beer, Wine & Spirits-Specialty Food",1,4.5
-Plumbing-Home Services-Heating & Air Conditioning/HVAC,1,3.0
-Dive Bars-Bars-Nightlife-Lounges,1,3.5
-Bars-Tapas Bars-Wine Bars-Nightlife-American (New)-Restaurants,1,4.0
-Restaurants-American (New)-Karaoke-Nightlife,1,3.0
-Breakfast & Brunch-Spanish-American (New)-Restaurants,1,3.5
-Food-Coffee & Tea-Cafes-Restaurants,1,4.0
-Seafood-American (New)-Restaurants,1,3.5
-Seafood-Sushi Bars-Restaurants,1,3.5
-Opera & Ballet-Arts & Entertainment-Performing Arts,1,4.5
-Handyman-Home Services-Heating & Air Conditioning/HVAC,1,5.0
-Peruvian-Restaurants,1,3.5
-Breakfast & Brunch-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Thai-Vietnamese-Restaurants,1,3.5
-Bars-Restaurants-Sports Bars-Karaoke-Nightlife,1,3.0
-Discount Store-Shopping,1,4.0
-Bars-Nightlife-Lounges-Sports Bars,1,3.0
-Arts & Entertainment-Bars-Nightlife-Music Venues,1,3.0
-Active Life-Pilates-Yoga-Fitness & Instruction,1,3.5
-Pet Services-Pets,1,5.0
-Television Stations-Mass Media,1,4.5
-Burgers-Hot Dogs-Sandwiches-Restaurants,1,4.5
-Polish-Restaurants,1,4.5
-Food-Coffee & Tea-Bikes-Shopping-Sporting Goods,1,4.0
-Pet Services-Veterinarians-Pet Training-Pet Boarding/Pet Sitting-Pets,1,4.5
-Bars-Mexican-Nightlife-Lounges-Restaurants,1,2.0
-Bars-Asian Fusion-Buffets-Nightlife-Restaurants,1,4.0
-Nightlife-Breakfast & Brunch-Mexican-Bars-Restaurants,1,4.0
-Marketing-Professional Services,1,5.0
-Active Life-Recreation Centers,1,4.0
-Beauty & Spas-Hair Removal-Laser Hair Removal,1,5.0
-Kitchen & Bath-Shopping-Home Services-Home & Garden,1,5.0
-Bars-Food-Arts & Entertainment-Venues & Event Spaces-Wine Bars-Wineries-Event Planning & Services-Nightlife,1,4.0
-Restaurants-Gluten-Free-Italian,1,4.0
-Food-Specialty Food-Restaurants-Italian,1,4.5
-Food-Specialty Food-Caterers-Meat Shops-Event Planning & Services,1,4.5
-Museums-Hotels & Travel-Arts & Entertainment-Tours,1,4.5
-Active Life-Shopping-Beauty & Spas-Yoga-Fitness & Instruction,1,4.5
-Women's Clothing-Fashion-Shopping-Outlet Stores,1,3.5
-Arts & Entertainment-Cinema-Bars-Lounges-Nightlife,1,4.5
-Food-Arts & Entertainment-Street Vendors-Festivals,1,2.0
-Eyelash Service-Beauty & Spas,1,5.0
